Year,Cluster,Annual CO₂ emissions,Fossil Share Consumption,Non-CO₂ Share Consumption,Nuclear Share Consumption,Renewable Share Consumption,Fossil Electricity Share,Non-CO₂ Electricity Share,Nuclear Electricity Share,Renewable Electricity Share,Coal Production Share,Gas Production Share,Oil Production Share
2015,1,9644738184.0,0.7886971871646478,0.18878178167777904,0.11863532675652368,0.07014645492125528,0.35350968158774876,0.4333732663168601,0.2813708029172483,0.15200246339961165,0.5885212067198723,0.07354327805551074,0.33793551522461684
2015,2,943516032.0,0.9911943094940089,0.008470777791347485,0.0,0.008470777791347485,0.0,0.02265505607065047,0.0,0.02265505607065047,0.0007931795093386637,0.26685442280363547,0.7323523976870259
2015,3,1791779580.0,0.6983573739289469,0.2680003137188634,0.008133067679984809,0.2598672460388786,0.03921676745015621,0.5791367291527236,0.019748297232465482,0.5593884319202581,0.1908137029689196,0.10307948018372969,0.7061068168473507
2016,0,19421472410.0,0.9251292126796422,0.062428461870519744,0.00554449236411177,0.05688396950640795,0.8279030339317657,0.14612816432047965,0.014203867263386743,0.13192429705709285,0.25439132053102387,0.08177677428482424,0.6638319051841519
2016,1,9492179808.0,0.7905426444163023,0.18612131699025608,0.11474316591562399,0.07137815107463202,0.3507258781525333,0.43367726024454517,0.27504781932459127,0.15862944091995382,0.5889776832325953,0.0719138430149457,0.339108473752459
2016,2,965293818.0,0.989428120824532,0.010147728057557764,0.0,0.010147728057557764,0.0,0.02586271132502999,0.0,0.02586271132502999,0.0009036135334089819,0.2669452858704741,0.732151100596117
2016,3,1755749710.0,0.6876761854481033,0.27813719901603046,0.009262239252053273,0.2688749597639772,0.03287204690725084,0.5867377129013933,0.020354529192500654,0.5663831837088926,0.27815416099119694,0.0180502856943632,0.7037955533144399
2017,0,19797489460.0,0.9215597063132746,0.065867578306389,0.00543975487350216,0.060427823432886794,0.820322656370997,0.15324399471637348,0.013613692689708154,0.13963030202666532,0.255833430946648,0.08367101475744584,0.6604955542959061
2017,1,9485290268.0,0.7920751842084925,0.18418356254435556,0.11474223725937419,0.06944132528498136,0.3439154403928727,0.4366188098958327,0.27811557858810265,0.15850323130772997,0.5830775943861783,0.07930810230906427,0.3376143033047574
2017,2,994944836.0,0.989867256681005,0.00967447054923061,0.0,0.00967447054923061,0.0,0.025613825712651063,0.0,0.025613825712651063,0.0009097198494581456,0.265738037107665,0.7333522430428768
2017,3,1795290794.0,0.6806136453451022,0.28266859302665687,0.008841084443538944,0.2738275085831179,0.03264973089651445,0.6244934712524365,0.021891610937956944,0.6026018603144796,0.1927504119246285,0.1039653320473899,0.7032842560279815
2018,0,20326681200.0,0.9174635837232318,0.06798552856642776,0.006089906684592305,0.061895621881835436,0.8130647565571346,0.1575067998050534,0.01474073704866501,0.14276606275638837,0.25894207695992255,0.08479754826606987,0.6562603747740076
2018,1,9679417726.0,0.7851067028152193,0.18826039368662695,0.11140471006202893,0.07685568362459796,0.33860530745336503,0.44850588844037703,0.2722776550516021,0.17622823338877483,0.5843674767917967,0.07717009199366988,0.3384624312145333
2018,2,1016581906.0,0.9908961921097674,0.00864213166624313,0.0,0.00864213166624313,0.0,0.022279328282901235,0.0,0.022279328282901235,0.0008853753676327818,0.2710626057412284,0.7280520188911388
2018,3,1746526710.0,0.6770776931606235,0.2859280743715201,0.008883608223224081,0.27704446614829603,0.029990653299770683,0.6361122450518434,0.022250878400870033,0.6138613666509735,0.19271156563704148,0.10356667693837326,0.7037217574245852
