Year,Cluster,Annual CO₂ emissions,Fossil Share Consumption,Non-CO₂ Share Consumption,Nuclear Share Consumption,Renewable Share Consumption,Fossil Electricity Share,Non-CO₂ Electricity Share,Nuclear Electricity Share,Renewable Electricity Share,Coal Production Share,Gas Production Share,Oil Production Share
2019,0,20872850590.0,0.9115711561281546,0.0724902845019193,0.006947993285885555,0.0655422912160337,0.7976905849325575,0.17155883659415766,0.01673652668695462,0.154822309907203,0.25838313268191115,0.08602927700475112,0.6555875903133377
2019,1,9429296434.0,0.779596246804227,0.1919180618319875,0.1146729049389875,0.07724515689299992,0.3280076245315882,0.46110409113345613,0.2787498261292687,0.18235426500418736,0.5815912636977179,0.07916702728546018,0.33924170901682194
2019,2,1055031728.0,0.9889831533801332,0.010553494304874496,0.0,0.010553494304874496,0.0,0.025896665916669306,0.0,0.025896665916669306,0.0008908835759273727,0.27382386678874365,0.7252852496353289
2019,3,1737451602.0,0.6691217801365745,0.29264418594869296,0.008879759113722555,0.2837644268349704,0.03094923068878961,0.658510307088721,0.022345695221223136,0.636164611867498,0.19603792862788036,0.09985472157881094,0.7041073497933087
2020,0,20536393460.0,0.9012496086923717,0.08052600731162209,0.0068334669564271795,0.07369254035519487,0.781488791524313,0.18404964157579876,0.016323330103575933,0.1677263114722228,0.2577545764665846,0.08614056015471674,0.6561048633786986
2020,1,8587613744.0,0.7578740414764593,0.2105949250253161,0.11911210952239525,0.09148281550292081,0.30355555126112016,0.4945338023460541,0.28373200585194136,0.21080179649411263,0.5774779912452147,0.08176325798565857,0.3407587507691267
2020,2,995877110.0,0.9891814033569997,0.010275658262059884,0.0,0.010275658262059884,0.0,0.022624035730554454,0.0,0.022624035730554454,0.0011928388758114456,0.2780626034298797,0.7207445576943088
2020,3,1612142436.0,0.6369634847771173,0.3218927298509873,0.009033226636927065,0.31285950321406025,0.02906770844463602,0.6688616517517204,0.022027438700462573,0.6468342130512578,0.1982696486650714,0.09606885988603549,0.7056614914488931
2021,0,21578060390.0,0.8969727900651238,0.08437657550826723,0.00806100279103166,0.07631557271723556,0.7705277678360358,0.19398675103331403,0.019898339891917298,0.1740884111413967,0.2609488602442195,0.0870648822691463,0.6519862574866342
2021,1,9087463012.0,0.7619052188342249,0.20628638700507637,0.11425834905038909,0.09202803795468723,0.3066792276178216,0.4871847371917821,0.2733744515306263,0.2138102856611557,0.5818250614195579,0.07863726293525558,0.3395376756451864
2021,2,1038142502.0,0.9882743599471241,0.01122986278677646,0.0,0.01122986278677646,0.0,0.024731129726534736,0.0,0.024731129726534736,0.0013681862378449726,0.2815059798688825,0.7171258338932724
2021,3,1711691298.0,0.6440710846895867,0.3121025154569202,0.009675543913596691,0.3024269715433235,0.03476537428245678,0.665899802361765,0.024563070299144587,0.6413367320626204,0.1988736092927318,0.09660719158199783,0.7045191991252703
2022,0,21762107920.0,0.890523673169762,0.09064389896722813,0.00811449979497994,0.08252939917224816,0.7510019010194117,0.21231098551035998,0.02157798219735266,0.1907330033130073,0.2649962934012161,0.08779528797780806,0.6472084186209758
2022,1,9104151894.0,0.7580554990703419,0.21033256018059057,0.11434980862445641,0.09598275155613417,0.3063700633526679,0.4876023492634128,0.2677572941902888,0.21984505507312388,0.5822942228622782,0.07862688046009131,0.3390788966776305
2022,2,1076755280.0,0.9872807143503093,0.01219106381632108,0.0,0.01219106381632108,0.0,0.028190046825341427,0.0,0.028190046825341427,0.0014810845283263728,0.2818008330815313,0.7167180823901422
2022,3,1698337838.0,0.6437013957060818,0.31598714443740455,0.010914812207741063,0.3050723322296635,0.02494713095524258,0.681794389722479,0.02770784920397874,0.6540865405185002,0.1999131102308299,0.09699053509440748,0.7030963546747625
2023,0,22499193480.0,0.8840884190023507,0.09653717058615016,0.009845176733977985,0.08669199385217216,0.7323406846227899,0.23181220205434694,0.02641326055916498,0.20539894149518192,0.2684346198463415,0.08731387057836124,0.6442515095752972
2023,1,8794253696.0,0.7436978061165891,0.22456590467178614,0.1134018816323997,0.1111640230393864,0.2895234363443926,0.5304698155959815,0.27062400070018844,0.2598458148957931,0.5792941961032202,0.0813435152901726,0.3393622886066072
2023,2,1087349554.0,0.9845099428032816,0.0149461974634465,0.0,0.0149461974634465,0.0,0.03460419380681106,0.0,0.03460419380681106,0.0018365977753962092,0.2813370878744031,0.7168263143502007
2023,3,1691761054.0,0.6440086094209608,0.31565793928676994,0.011471513750741928,0.304186425536028,0.024870681684198523,0.687586062139938,0.029511760965350173,0.6580743011745879,0.20770562752453808,0.08875163203988637,0.7035427404355755
