Year,Cluster,Annual CO₂ emissions,Exports of goods and services (% of GDP),Final consumption expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)",GDP per capita (current US$),Imports of goods and services (% of GDP),Population density (people per sq. km of land area),Urban population (% of total population),Adjusted savings: carbon dioxide damage (% of GDP),Adjusted savings: carbon dioxide damage (% of total population),Exports per capita (current US$),Imports per capita (current US$),"Foreign direct investment, net inflows per capita (BoP, current US$)"
1996,3,2542720892.0,31.000112355910325,83.99380459961716,5.499224757291286,1695.8684739914993,41.16123195254473,99.52636768111782,50.12541509433962,2.699712862192066,32.03891469998147,553.1655643458389,671.5702849595807,36.010390207417366
1997,0,7588548067.0,39.942570403547165,76.54022983844914,3.9547981080271017,6522.490564472738,43.34549625380944,128.43449841287617,66.43165714285715,2.475165994242991,108.18407045218642,2593.2036261675144,2818.9945045928134,249.85735861692228
1997,1,1160857658.0,22.519540172745963,88.17402349119143,1.5318063715766397,424.9375093600717,30.744717139092998,74.3109127171577,29.629571428571428,1.3444960485105573,6.397242665453064,102.53490569266255,137.25830154471137,6.464097985872951
1997,2,11473211918.0,47.00842728368827,71.81103868494833,2.7664151661860945,26202.358028109113,43.546478329928924,412.0734867178266,81.15588461538461,0.8615112793943164,205.25914752155856,12234.010030801144,11062.523591446945,676.7479434970862
1997,3,2635838905.7,33.76182626795148,84.09705760643953,3.3028413683292963,1727.4665316546764,42.91773497184802,100.92491712595054,50.513924528301885,2.5940601009432793,34.63990415197153,585.6083770036684,700.1973515761715,45.824114177931925
1998,0,7394350413.5,38.59727324780592,76.83398834193451,4.021000562927512,6572.0205219037425,42.94511164211165,129.9879586057094,66.63854285714287,2.5347340426000415,111.85360340072235,2430.743529384914,2802.200326494654,247.9017297348769
1998,1,1195846810.97,20.85043851550365,90.7936767179204,1.8082340894469031,413.97348238943624,29.987500473713787,76.02264620586243,29.920642857142855,1.5242856981744355,7.073129258473006,92.16123526633802,129.0459002497757,7.034323825366822
1998,2,11454654312.0,47.79969886646502,72.1177007390654,3.8849858524035192,25814.21335793454,44.12193748514485,421.53402206992723,81.32430769230768,0.9307371830936048,208.5913710799408,12173.15222394529,11139.62778378624,962.497714513322
1998,3,2661025225.0,33.23480009790906,84.74673417093804,5.189221517776598,1633.8421118864958,44.620425813301466,102.43243206242343,50.896660377358494,2.8513259718282615,35.937687315713376,527.5046324745111,693.1929434649934,64.78510134020122
1999,0,7607879592.0,39.84459762825468,76.66111863127594,4.344759363625658,6676.409175994833,41.69153292074089,131.57637015972392,66.84188571428571,2.745967856124091,114.0197088935951,2601.0305037200746,2773.8828440670623,277.38497817788425
1999,1,1289413394.98,20.87396414405066,90.20837515828875,2.4111198598661256,412.88038596200886,29.31113221886587,77.62811432077196,30.215666666666667,1.5890781446633904,7.351770896868854,91.98649833271075,127.4731611147229,10.088831992036587
1999,2,11569164883.0,48.79264164724503,71.79186180917105,7.218474674917568,26533.787414010807,44.277827677015786,424.8382503760857,81.50738461538461,0.9220616311734448,216.84538839176346,12799.934305831144,11483.945693490079,1792.5580944725994
1999,3,2721035495.0,33.65479249190323,83.26869664211245,3.333734663544626,1612.4978986471547,42.2987103065731,103.81860820187374,51.27073584905661,2.947730560092138,36.105993689996176,548.8160051749156,659.7398751568868,48.37996164044471
2000,0,7830128923.0,44.553745681728785,74.81706570807783,4.014834017940161,6881.215817922595,43.14335724506537,132.9437917013483,67.04128571428572,2.6774410302365954,120.06323259628826,3153.9728360107474,2965.9593907856893,274.2436582946653
2000,1,1318497224.07,22.06971856555673,93.06361307733802,1.8593169848340274,417.25706001318565,33.80711882238379,79.22230622112717,30.526095238095238,1.6303215212725037,7.62443301783098,100.10977637966339,140.6655409248786,7.1311975354324355
2000,2,11893396976.0,53.38040662163815,70.65292967210594,8.206691014859398,26468.296164254218,48.258052553903916,416.9720322266573,81.69238461538461,0.910362898690495,224.66398112547026,14003.613554304009,12349.100698835851,2011.8664008139845
2000,3,2741772374.0,36.351815840054954,83.20960156289568,3.14100801288521,1630.203053480919,44.11602921886262,105.28663983830296,51.67415094339623,3.052826326007401,38.06752706925043,598.2067197741754,693.5917595827888,52.27160719082783
2001,0,7966494554.0,44.16040081797114,75.58391511867576,3.4079222538049176,6934.333291664903,43.564861081378766,134.02413064752957,67.2378,2.669520462987641,127.83880918868365,3126.193006582998,3014.638636608597,200.2560718845399
2001,1,1336837961.83,21.19594063362106,92.52783210403445,2.6778062716063133,407.7487083889378,33.27592109637647,80.97575919453612,30.901928571428574,1.7578332454843748,7.931058085168491,95.02270905138184,145.64786818970558,9.604868230196656
2001,2,11843511419.0,52.069049651420066,71.12207762062032,5.5495275826208195,25830.03764012192,46.45734920235072,424.76202867740875,81.92342307692307,0.9939380696790014,237.71803123887122,13522.272909763038,11828.31524989235,1271.8910888889454
2001,3,2843004165.56,35.08831523028809,84.35807388221686,4.343869128011209,1630.8040431116676,44.46509645388672,106.58501918248301,52.09288679245284,3.014516133852995,41.31379476700852,562.6671730913916,699.1035092898082,77.8333951291189
2002,0,8390147095.0,46.3417411392982,74.81168966664048,3.574416012859258,7514.847268787695,46.102761767815615,135.30366639486715,67.44782857142857,2.513432196493236,134.42880772568813,3257.1169396492896,3131.4539227135588,257.72941896046683
2002,1,1382665724.03,22.486088307666513,94.05343773240719,3.3185068280221928,423.90054559165384,36.19679999269312,82.82300871547997,31.292166666666667,1.8486610896410471,8.030554044287161,109.89271054929671,162.4991263897652,14.072537477871501
2002,2,11895101934.0,50.66600907327682,71.761345349107,3.312260674808355,27513.584823041645,44.97589348029242,426.6284861917848,82.17257692307693,0.9752933564430198,248.64094458410133,13990.740212832865,12179.034614719443,1077.4580122770246
2002,3,2857971320.5,35.92810933677106,83.51279977487975,3.4895315676984957,1691.3439726477204,44.28973985742941,107.8654601369817,52.52983018867925,2.982193065754116,43.81915524935037,595.6795916821949,721.7561394863275,57.21236159296185
2003,0,9298459990.9,46.980257334769554,74.3367204416365,3.536764085105957,8562.128453574504,46.07078985372037,136.4244275233076,67.6584,2.3382104301669604,145.67429728951527,3771.16515559724,3586.1948042476774,272.53741634025334
2003,1,1426638337.13,23.19104976037438,90.28565459936638,3.058966759506093,473.9459790676733,34.75416676140862,84.73745475952215,31.672642857142858,1.7597010638398725,8.346458659132747,122.77540388564574,176.3804071043748,16.651413352927516
2003,2,12086303583.0,50.39095896081764,71.87143713670197,4.049543613542366,32341.48522408837,44.857206604909685,420.4458820071368,82.41176923076924,0.895601964040562,265.49631331889475,16420.629695739914,14336.331607541246,1319.8434935900646
2003,3,3019658662.08,36.678180042146735,82.9648793315803,4.0125484110039515,1936.849467404623,45.95711689612037,109.11809003682588,52.97664150943397,2.8127925402249523,47.064632570389584,696.4773556601149,842.2426108104232,73.71846100651881
2004,0,9821745731.0,48.7855615808159,73.74196863685478,4.211316352611306,9845.17091631487,48.63788394997459,138.52448371523892,67.9122,2.0735679514956296,153.32279316443353,4528.936301609958,4353.8318833646545,341.26812852811656
2004,1,1508208434.1,24.968881359246495,89.58875495953168,3.2103075378551074,545.1375078403485,34.68687583478531,86.5015658854672,32.036857142857144,1.634289314753899,8.970946484518894,155.47511856741912,197.89851897145127,18.61698427997639
2004,2,12191819572.0,52.587406686117454,71.15858803689186,9.380941679427353,37140.14350485672,46.94385257099005,424.02544382296986,82.64726923076924,0.8123233617187802,280.83954403807127,19932.69365207981,17363.720374032167,2565.9728441149955
2004,3,3188842933.96,38.046895757286656,83.37292097963747,4.520031490105323,2269.8518987441926,47.96820772768937,110.36249906823872,53.417962264150944,2.524282963672724,51.33658848730576,847.6934930489684,1020.5909485933198,98.28878122359919
2005,0,10600935651.0,51.35258387343453,74.62587105774998,5.5561100973964,11000.476404132249,52.23448665829058,141.12011486829624,68.17562857142858,1.9292169194510345,165.75854635376137,5341.299606312018,5166.177483666376,568.6458957584067
2005,1,1568310329.9,25.181274916136957,88.84866267088981,2.663065501080909,620.4339890260566,34.88237329656059,88.49469023245456,32.412261904761905,1.5038696430397078,9.360156772625718,191.3636115238328,228.46562838179455,20.003556531166055
2005,2,12190906382.0,54.49155091540729,70.76415552321392,19.69055089244076,39987.68981947745,49.26817697817047,431.0547408625146,82.87930769230769,0.7624700015392989,288.6190663812512,22431.043278558678,19679.613586640535,4967.228954727506
2005,3,3255176825.06,39.81234950761284,81.29964722753944,4.401074228595653,2641.8401112482265,47.535055703318115,111.50360403699578,53.88132075471698,2.3196983400145936,55.96745680283726,1127.5820743249117,1192.412462536185,122.60022394954242
2006,0,11386924179.0,52.86961112369427,73.54120415698516,7.176540588083369,12233.741590316284,54.52170615344778,144.2365580092693,68.43685714285714,1.8285089052189798,183.31116253441263,6156.698343327487,5977.560325833334,766.6712812540326
2006,1,1686079778.0,26.411320490587883,90.19107361361607,2.98039625892988,696.5343982062703,36.999177700635286,90.53465650966214,32.78488095238095,1.4578235836827655,10.242324493081577,234.94559269748095,263.1990696395804,24.638774718432924
2006,2,12132275882.5,57.00804177244772,70.10414268738461,24.87146332968538,42674.5469059191,51.87370658894679,438.780852058942,83.08792307692308,0.7440527793804022,300.2739759846577,25508.202405158157,22421.20141535963,8335.742548856082
2006,3,3354204577.91,39.88146060615965,80.8162292078199,5.614680882459292,2969.9723515616943,46.14939246334416,110.88363051836713,54.347433962264155,2.1320010645803666,60.48012899079492,1272.904723870057,1319.5241709398376,156.15830531820367
2007,0,11931895944.48,52.52889206462103,72.50869337915654,7.963596202063057,14158.3827998415,54.57279480921542,146.74889979505886,68.69465714285714,1.65381998173547,196.46520561553797,7062.873528859093,7006.226357905887,1018.9670269887023
2007,1,1808856898.9,27.444844550746136,92.00198988882913,3.5940166127231676,799.8915848929128,41.97698479422742,92.61690489367949,33.07230952380952,1.3161146263149035,10.875618538434068,275.81510962131443,358.48542933090084,29.854479701345088
2007,2,12227214340.0,57.33382731502025,69.46058676562123,25.85365954234342,48198.30031806744,52.255588907477915,451.13317944660406,83.27957692307693,0.6878249395746514,306.7351028407661,29315.200112526712,25826.790273626873,6449.934278019858
2007,3,3448563080.57,40.03411237789117,81.31060167960199,6.986570756140314,3523.557412551443,47.805072039237444,112.00321966279277,54.83192452830189,1.886450698866595,63.40581863914481,1536.3296633842392,1635.5075175119555,251.35567742901998
2008,0,12504073585.5,53.751469485223545,73.16290735890367,7.2004280380050965,16099.740778475101,55.71285119918181,149.30510235631388,68.9511142857143,1.4843446752377756,206.20809738381945,8239.961690865497,8029.273818822457,1018.2231508038728
2008,1,1912436169.97,27.581339785611153,92.76369311462354,3.7031428450612855,937.9377779084209,43.41145562220421,94.7880829714483,33.474785714285716,1.1819031157013913,11.511437356448702,340.64941927108856,433.18492618834233,39.94635895819837
2008,2,11936246890.0,59.9619715983578,69.85357254975233,13.380152410633317,51963.96120162133,55.08742197984169,465.7966271478368,83.4651923076923,0.6469384887186949,308.29692667792193,32781.04694186337,28609.330038697768,4955.734522471739
2008,3,3563974626.51,40.08661753125884,81.90173635688734,6.404800275551192,4180.380993711398,50.32024107434393,113.06168104494115,55.32454716981132,1.6588237348352857,67.88007455935644,1872.3058113507223,2026.31589660689,235.04551699178862
2009,0,12675046869.0,47.99031957536821,76.57464956881633,3.5215777761313274,14073.542192422485,47.55501151226746,152.2098910005487,69.20391428571429,1.7282512815138722,217.24349536910373,6363.735182281056,6116.727825812588,427.33737196490773
2009,1,2029254773.13,23.80746587786199,93.5044440148711,3.25566620258853,887.1050133365409,41.17156347152605,97.1064539549039,33.88628571428571,1.1729009302604905,11.933523655417597,265.9471421067419,401.57081746805727,31.021757661995697
2009,2,11192515516.0,54.16759205162673,72.03518105384438,15.473521100449371,45876.627434931186,48.90198505707088,476.52151495406815,83.64538461538463,0.7146958409295596,297.3829990559656,26216.091493565567,22746.002860439785,6172.337613013327
2009,3,3565930542.9700003,34.877745973910585,84.16116831794892,5.250607804005616,3828.8182914282556,44.58758023952051,114.11729329910959,55.81201886792452,1.8522548705245212,69.34676901805285,1421.2270128456382,1678.7318695102206,231.73863978514274
2010,0,13593361770.5,49.8938810831332,75.22165806968711,3.556518721979164,14896.232638851576,50.32836331239008,153.76092851055398,69.44862857142857,1.5907402444986698,211.462564653158,7164.35376295097,6744.442067048846,503.95788818510937
2010,1,2104109103.4,25.640553294307328,90.0269342909095,3.8418983832539504,974.5847056444769,41.2060353095256,99.41324374323433,34.30392857142857,1.124946988139801,12.891156834280102,321.3568572813572,428.24421401992254,33.57462865430242
2010,2,11656604226.0,57.769685434767396,70.76631255205322,14.53115761729686,48696.47361684077,51.2651447386891,482.4925152560471,83.82442307692307,0.7020916983678747,318.09334771288593,30039.448581381253,25539.62651885795,6495.349390055782
2010,3,3755837648.5299997,37.10526076319004,82.02006276256415,4.6472579883793586,4319.392713241654,46.293025897677275,115.18495225597842,56.296132075471704,1.6927043050705985,72.36298494642037,1733.9812815036048,1966.0906358250518,223.30570723404628
2011,0,14613144602.0,53.94452934581776,74.17476652579798,4.469291746328139,16644.867989952265,54.09155991162371,153.7644327317344,69.70325714285714,1.4656746228426785,224.0601822812479,8880.233797781,8143.701399616269,674.1864186473081
2011,1,2215880606.0,26.801906274090477,89.56244883411394,5.152985414183584,1099.4976745830288,42.62278344473114,101.68262869547254,34.7207380952381,1.0888489080090207,13.816010108587207,379.83232779886873,487.93349640957547,42.83609844526222
2011,2,11487916087.0,61.09596679995731,70.29683885229247,14.336061712794857,54330.605801047524,54.213236274852086,489.1019845221403,83.98192307692308,0.6436930474726446,324.93679671277056,35354.611856673255,29925.837957196465,5400.453718222013
2011,3,3939205118.94,39.79846210654206,80.96188496167318,4.838250945385205,4952.973332954173,47.76932313069905,116.29050491518345,56.75154716981132,1.5924910150931129,77.8719755507622,2099.2000740269705,2252.941385140384,252.271814853284
2012,0,14959442196.1,55.039039020874775,74.49023091069918,5.985600671521898,16565.748059619367,55.25426663489332,154.32149248592592,69.97062857142856,1.5050181934075624,235.39717045123186,9010.034425968252,8309.806568159767,899.4739226859257
2012,1,2387928160.5,25.804347833578326,90.54985239088988,4.852905779649951,1145.0005202075051,42.929413720022886,104.08891851923707,35.10692857142857,1.1106525648341483,14.427263997537874,370.67037601120865,507.06252521049817,44.77506032353047
2012,2,11351282430.0,61.902037922070235,70.27788512378832,15.780394967101008,53314.956851599745,54.553560464817046,497.1445749616526,84.1431923076923,0.6731322224823593,335.8109741011207,35008.5089282391,29379.942789953333,4762.518513740035
2012,3,4073544102.5299997,39.47857004574078,81.84994763337552,4.723533575749075,5016.804412206466,47.830372855281304,117.52441137348634,57.17992452830189,1.6318920866927968,81.54020165485474,2088.760767399876,2317.9919840969314,236.79501059544282
2013,0,15013950567.0,54.393664201669445,74.60889047513788,3.2982738800944733,17090.236650803487,54.430195470856816,155.93688819763025,70.23851428571429,1.4686861946459089,239.23394901468393,9249.427393800564,8668.36079218079,571.5333405349544
2013,1,2457057785.9,24.753451038855772,91.90694797433184,4.640851413761093,1193.7200533456944,41.999673063141216,106.42628812488667,35.49778571428571,1.0874245328225371,14.932856193729895,356.0734850181569,501.55997717090827,48.40151788091465
2013,2,11461449026.0,61.51322849863888,70.28838201572866,8.431701421935198,54830.317088524316,53.752908931372595,503.6952412267713,84.29734615384616,0.6656615449721357,342.4030779105397,36296.585916063406,30476.949472245426,3915.2202817639704
2013,3,4137244455.44,40.25451778015952,82.25670278377058,4.02372778631209,5124.566791928766,49.344691756448505,119.52611700169881,57.58292452830189,1.6422772370489223,84.61886931832387,2074.744024928443,2344.3533731104353,192.47115908173743
2014,0,15054995606.9,53.721254282007884,74.86270277252642,4.36371246809447,17180.286135231596,54.11632963913802,157.92641640535643,70.5048857142857,1.4792036687345873,242.37628860389523,9216.772831519662,8647.612603712596,704.5657138706201
2014,1,2623342069.47,24.300281074057818,91.040961777174,3.7745569274267528,1217.6451625319426,41.24675514048819,108.80886455387393,35.895500000000006,1.1413459791583518,15.902983390942051,343.53100207035266,501.35172280752425,50.94655210763223
2014,2,11287164624.0,60.94360495860826,70.03682715804788,12.465992383833143,55193.71655156382,53.46849988185873,509.59856462175117,84.43696153846153,0.6639789124511704,343.9195724352372,36575.315705136396,31045.11050883291,4610.550303915301
2014,3,4245517057.0,39.70077008947662,82.65144567311096,3.429761854041942,5126.896760550021,47.28353393977757,121.7769964548979,57.98343396226415,1.7312639775175773,87.08511686650802,2024.2830101869113,2275.275211788615,175.22966845955366
2015,0,15010615156.0,50.62816666042241,74.91591589434726,2.8730646834155644,15512.166238221114,51.570895566257164,159.62108573090424,70.77025714285713,1.6917432191745347,246.35765002169396,7653.765796948439,7527.7744653423815,404.12893028249505
2015,1,2712926985.0,21.97079406426171,90.35183934680153,4.894166636069197,1094.671800643083,38.8689287757656,111.09369587407276,36.300309523809524,1.3002742694103124,16.90929794652628,256.8894092969204,434.7221525200982,66.24501260801927
2015,2,11141919387.0,60.40868648473055,69.91944144097491,14.53905466660253,48326.716943506035,53.562117207714614,516.3056750525659,84.57488461538462,0.7661798626418305,348.71424268033485,31735.937248027054,27566.810459615608,6870.990357556433
2015,3,4283786401.0299997,37.360483156464724,83.89618672235147,3.229059500094258,4464.725077957989,45.81525985250644,123.19134114720674,58.372528301886796,2.0220862514591293,89.38250199072748,1632.854053521057,1959.3629426546427,156.48445669684517
2016,0,14937700923.0,49.541776165441384,75.04993220998435,5.389996225136056,15504.06336043163,50.15677266839955,161.4951109435893,71.03768571428571,1.812911131510486,257.9387284227432,7497.060330372522,7394.254482873586,778.96378082577
2016,1,2882423604.06,21.88351030036187,89.87658912136548,3.5896695027609877,1041.2179668980887,38.325903743274154,113.41070264822987,36.71176190476191,1.4529645870134722,17.97670650412478,240.45807485857728,399.43443828831846,32.66540021721192
2016,2,10975798940.0,58.92325405314658,69.8666950394228,8.045536415450655,48479.70405121058,52.808383408049444,523.237814752509,84.7118076923077,0.7815086357050789,353.0005535317047,31170.748601952197,27450.228798475702,4026.054520587534
2016,3,4337621329.9,36.17285934490197,83.3509373541561,2.7616561761343257,4451.10086660447,43.68185031150393,123.93984667849739,58.76145283018868,2.132285491251085,93.86436372180972,1585.9204665081413,1878.0732224059227,139.87475510017242
2017,0,15265112178.0,50.798106231718286,74.83443820298723,3.3098143393822443,16582.62797773735,51.760566334253134,163.393164035879,71.30585714285714,1.7647418284271066,271.51933949493645,8280.174645116926,8157.333890225201,565.9830535113997
2017,1,3001205193.03,23.644285513531972,88.58144104034824,3.99700548548,1084.087957841285,37.370504427922214,115.85423804216407,37.13033333333333,1.5029695207102853,18.928654354893,272.7134157437001,405.4479144237095,46.072676374644686
2017,2,10913861302.0,60.51945394560887,69.32158618113385,5.122112955616969,51081.99306979678,53.994577283187745,525.2384750788528,84.84923076923077,0.765390001419832,363.15088178520915,33621.69834745509,29545.04187540262,715.5597541430072
2017,3,4461988136.0,38.55223157345374,82.76461211104021,3.372087858403672,4769.042297689026,45.54843772276282,124.60436488239445,59.150452830188684,2.0908228309149717,98.64955452351546,1794.8117770163897,2078.678735192327,166.96048486522668
2018,0,15668377436.0,52.056439777123714,74.19973865470735,2.553513630156921,17797.87220084251,52.29406640497134,164.82304113964153,71.57594285714285,1.7176408093921147,283.5432882450303,9197.815277655502,8939.48304072329,489.26008750759377
2018,1,3169405906.06,24.771177687007196,88.00711634804841,3.39303166837732,1153.545876663613,38.43378369461032,118.38354565020097,37.5575,1.601262125950924,20.730145941808786,320.21782111429934,444.84269481337174,45.00051300310843
2018,2,10997577994.0,61.585728941337315,69.15307745105932,-4.539748053310924,54295.27110698756,54.80761579285632,529.0454767308981,84.98826923076923,0.7295567474205171,370.6940420074727,36680.72681786258,32068.278285510296,-5705.267079743185
2018,3,4544658407.940001,39.74317987183198,82.27657065735937,3.403642043741135,5023.518908466404,46.72503513589951,125.24210718869183,59.541,2.12882138246482,105.08024974933424,1977.3402538932091,2283.859958351605,178.25041706440393
2019,0,15979844907.0,51.22486533100763,74.34225504230348,5.486620929325614,17758.91181838211,51.045656751231164,165.12734203481892,71.84782857142856,1.758761695944829,287.84955088034064,9104.694781169683,8792.251791565779,978.1107758298562
2019,1,3203960858.2599998,24.827041297186696,87.00711112137927,2.2517470799768597,1132.506137110675,36.671787112270685,120.97605057349749,37.99314285714286,1.6611878879301976,21.672596505877884,315.18193108499645,420.3483124176438,12.039877143889314
2019,2,10742025448.0,61.90685735459378,69.29249057209469,19.47172731045238,52947.698356648245,55.29902196358551,535.1053718794909,85.12942307692309,0.7676430245236644,382.2416385183023,36010.74975872719,31735.313061498713,13087.125455696794
2019,3,4802994902.5,39.29958114048941,83.14142644202843,3.2463852668080455,5029.4101986108535,46.59707234137329,125.8805463309604,59.9326037735849,2.2229191283265113,110.61707053613478,1947.4914829827337,2302.071567848832,172.40649486464548
2020,0,15857719115.0,46.31140368974189,77.46925155934893,6.094865350884681,16375.08639410084,48.92917627945364,164.2961019931899,72.12171428571429,1.8389469636260012,276.7222659694341,7649.293267779897,7805.055791714468,1017.0786404786185
