Country,Year,Electricity Generation Twh,Nuclear_TWh,Hydro_TWh,Solar_TWh,Wind_TWh,Oil_Production,Gas_Production,Coal_Production,Oil_Electricity,Gas_Electricity,Coal_Electricity
Algeria,1990,16.104,0.0,0.135,0.0,0.0,58.35548992443326,1.85965096950531,0.0,0.0,0.0,0.0
Algeria,1991,17.345,0.0,0.293,0.0,0.0,58.693727959697725,2.005309820175171,0.0,0.0,0.0,0.0
Algeria,1992,18.286,0.0,0.199,0.0,0.0,56.50141057934509,2.088040828704834,0.0,0.0,0.0,0.0
Algeria,1993,19.414,0.0,0.353,0.0,0.0,56.32321158690176,2.1148781776428223,0.0,0.0,0.0,0.0
Algeria,1994,19.883,0.0,0.166,0.0,0.0,56.07125440806045,1.9443918466567995,0.0,0.0,0.0,0.0
Algeria,1995,19.715,0.0,0.193,0.0,0.0,55.81125440806045,2.21368670463562,0.0,0.0,0.0,0.0
Algeria,1996,20.654,0.0,0.135,0.0,0.0,59.012319899244325,2.349045991897583,0.0,0.0,0.0,0.0
Algeria,1997,21.497,0.0,0.075,0.0,0.0,61.56702518891688,2.6949174404144287,0.0,0.0,0.0,0.0
Algeria,1998,23.262,0.0,0.215,0.0,0.0,61.38579345088161,2.885835647583008,0.0,0.0,0.0,0.0
Algeria,1999,24.757,0.0,0.203,0.0,0.0,58.528459068010086,3.24384880065918,0.0,0.0,0.0,0.0
Algeria,2000,25.412,0.0,0.054,0.0,0.0,66.787,3.307990789413452,0.0,0.0,0.0,0.0
Algeria,2001,26.625,0.0,0.069,0.0,0.0,65.751,3.113011360168457,0.0,0.0,0.0,0.0
Algeria,2002,27.648,0.0,0.057,0.0,0.0,70.894,3.201897144317627,0.0,0.0,0.0,0.0
Algeria,2003,29.528,0.0,0.265,0.0,0.0,79.005,3.378873109817505,0.0,0.0,0.0,0.0
Algeria,2004,31.249,0.0,0.251,0.0,0.0,83.551,3.3139777183532715,0.0,0.0,0.0,0.0
Algeria,2005,33.915,0.0,0.5553,0.0,0.0,86.43767,3.0568230152130127,0.0,0.0,0.0,0.0
Algeria,2006,35.227000000000004,0.0,0.2176,0.0,0.0,86.20200000000001,2.92678165435791,0.0,0.0,0.0,0.0
Algeria,2007,37.31,0.0,0.226,0.0,0.0,86.48200000000001,2.939255475997925,0.0,0.0,0.0,0.0
Algeria,2008,40.237,0.0,0.283,0.0,0.0,84.761008024,2.973628282546997,0.0,0.0,0.0,0.0
Algeria,2009,43.112,0.0,0.342,0.0,0.0,77.234,2.7564074993133545,0.0,0.0,0.0,0.0
