Country,Year,Coal Consumption,Gas Consumption,Hydro Consumption,Nuclear Consumption,Oil Consumption,Primary Energy Consumption,Solar Consumption,Wind Consumption
Denmark,2001,0.17573674023151398,0.1919335275888443,0.0002918986137956381,0.0,0.42309316992759705,0.8539793861564249,1.2691244592133444e-05,0.045540619641542435
Denmark,2002,0.17594608664512634,0.19374464452266693,0.0003341481788083911,0.0,0.40944063663482666,0.852319632540457,1.3455827684083488e-05,0.05124592036008835
Denmark,2003,0.2400585561990738,0.19587303698062897,0.00022133746824692935,0.0,0.39595791697502136,0.9188372076459927,1.5863679436733946e-05,0.058057062327861786
Denmark,2004,0.1840098649263382,0.19494105875492096,0.00027490960201248527,0.0,0.3889583647251129,0.8699463288648985,1.9076534954365343e-05,0.06829284876585007
Denmark,2005,0.154987633228302,0.18722009658813477,0.00023193650122266263,0.0,0.39390140771865845,0.8410206436383305,2.2277357857092284e-05,0.06817902624607086
Denmark,2006,0.23304644227027893,0.1907384693622589,0.00023969689209479839,0.0,0.3976772427558899,0.9197329113230808,2.2677875676890835e-05,0.0625666081905365
Denmark,2007,0.19524896144866943,0.1709626019001007,0.00028706007287837565,0.0,0.40079566836357117,0.8762437699042493,2.53920370596461e-05,0.0729987695813179
Denmark,2008,0.17157338559627533,0.17177796363830566,0.0002609982038848102,0.0,0.39547333121299744,0.8455395537348522,2.6526948204264045e-05,0.07008307427167892
Denmark,2009,0.16848114132881165,0.16498051583766937,0.00019001612963620573,0.0,0.35509368777275085,0.7949049752060091,3.770161129068583e-05,0.06756632030010223
Denmark,2010,0.16369934380054474,0.1866232305765152,0.00020625325851142406,0.0,0.3669418692588806,0.8495159518097353,6.156233575893566e-05,0.07803240418434143
Denmark,2011,0.13620629906654358,0.15650512278079987,0.00016753310046624392,0.0,0.3497363328933716,0.795508698138292,0.00015026392065919936,0.09706894308328629
Denmark,2012,0.10677233338356018,0.14617040753364563,0.00017249515803996474,0.0,0.3233579695224762,0.7388765267241979,0.0010252096690237522,0.10137423872947693
Denmark,2013,0.13561515510082245,0.13787217438220978,0.00013166492863092571,0.0,0.315748006105423,0.7621284495253349,0.0050778621807694435,0.10913605988025665
Denmark,2014,0.10748831182718277,0.11841977387666702,0.00014729365648236126,0.0,0.3146410584449768,0.7328286204574397,0.005807926878333092,0.12755140662193298
Denmark,2015,0.076457679271698,0.11913309246301651,0.00017480083624832332,0.0,0.3201415240764618,0.7163085268985014,0.005858130287379026,0.13701608777046204
Denmark,2016,0.08847863227128983,0.12114911526441574,0.00018573287525214255,0.0,0.32060012221336365,0.7257652978005353,0.007168062496930361,0.12318182736635208
Denmark,2017,0.06612759828567505,0.1157836765050888,0.00017122742428909987,0.0,0.31862369179725647,0.7307475016423268,0.007199721876531839,0.14160193502902985
Denmark,2018,0.06758224219083786,0.11235549300909042,0.00014154640666674823,0.0,0.32184359431266785,0.7204258157144068,0.00907670333981514,0.13241080939769745
Denmark,2019,0.03807130083441734,0.10432000458240509,0.0001608944876352325,0.0,0.3226974308490753,0.7057651813520351,0.009140945971012115,0.15325385332107544
Denmark,2020,0.03351572901010513,0.08361317217350006,0.00016133399913087487,0.0,0.27381035685539246,0.6353470259928145,0.011161506175994873,0.15439631044864655
Denmark,2021,0.04463829845190048,0.08530095964670181,0.0001534900802653283,0.0,0.277233362197876,0.6819663357164245,0.012330159544944763,0.15123367309570312
Denmark,2022,0.043848421424627304,0.060948122292757034,0.00014025968266651034,0.0,0.31246939301490784,0.7102008622023277,0.020672600716352463,0.17858916521072388
