Country,Year,Electricity Generation Twh
Other Middle East,1999,56.723
Total Middle East,1999,447.8127541190689
Algeria,1999,24.757
Egypt,1999,65.7305
Morocco,1999,12.895
South Africa,1999,203.012
Eastern Africa,1999,41.01749450162739
Middle Africa,1999,11.517
Western Africa,1999,31.99620706386985
Other Northern Africa,1999,24.48821052631579
Other Southern Africa,1999,3.1789
Total Africa,1999,418.59231209181326
Australia,1999,206.89950000000002
Bangladesh,1999,14.450000000000001
China,1999,1239.3000000000002
China Hong Kong SAR,1999,29.495833333333334
India,1999,547.3624648348896
Indonesia,1999,83.97097
Japan,1999,1079.142
Malaysia,1999,68.16969828044239
New Zealand,1999,37.95988408728178
Pakistan,1999,65.302
Philippines,1999,41.432
Singapore,1999,29.52
South Korea,1999,262.152146
Sri Lanka,1999,6.28075
Taiwan,1999,169.064533143
Thailand,1999,90.21529
Vietnam,1999,23.559
Other Asia Pacific,1999,44.7748037200303
Total Asia Pacific,1999,4039.050873398978
Canada,2000,603.8161068624004
Mexico,2000,203.6280610037465
US,2000,4052.2531064302543
Total North America,2000,4859.697274296401
Argentina,2000,88.977961
Brazil,2000,348.9209387830659
Chile,2000,41.268
Colombia,2000,46.7801803974841
Ecuador,2000,10.612439117316
Peru,2000,19.922700000000003
Trinidad & Tobago,2000,5.459531
Venezuela,2000,85.211
Central America,2000,26.617687855178954
Other Caribbean,2000,67.50218441891424
Other South America,2000,67.51156628820993
Total S. & Cent. America,2000,808.784188860169
Austria,2000,61.23481045045
Belgium,2000,84.012
Bulgaria,2000,40.924
Croatia,2000,11.2812
Cyprus,2000,3.37
Czech Republic,2000,73.46491800000001
Denmark,2000,36.04884166666667
Estonia,2000,8.51
Finland,2000,69.97490300000001
France,2000,539.9540000000001
Germany,2000,576.5500000000001
Greece,2000,53.843
Hungary,2000,35.191
Iceland,2000,7.677885000000001
Ireland,2000,23.98231604
Italy,2000,276.641635
Latvia,2000,4.136
Lithuania,2000,11.425
Luxembourg,2000,1.166291
Netherlands,2000,90.18057700000001
North Macedonia,2000,6.811
Norway,2000,143.173
Poland,2000,145.184
Portugal,2000,43.764
Romania,2000,51.934000000000005
Slovakia,2000,31.158
Slovenia,2000,13.624
Spain,2000,224.472
Sweden,2000,145.584
Switzerland,2000,67.32943859649124
Turkey,2000,124.92160000000001
Ukraine,2000,171.445
United Kingdom,2000,377.0679380328614
Other Europe,2000,63.37613313833545
Total Europe,2000,3619.4124869248053
Azerbaijan,2000,18.7
Belarus,2000,26.101
Kazakhstan,2000,51.6350914
Russian Federation,2000,877.764
Turkmenistan,2000,9.943
Uzbekistan,2000,46.864000000000004
Other CIS,2000,40.69200000000001
Total CIS,2000,1071.6990914
Iran,2000,119.348
Iraq,2000,27.19228
Israel,2000,42.9575
Kuwait,2000,32.323
Oman,2000,9.111
Qatar,2000,9.134
Saudi Arabia,2000,138.68348321319314
United Arab Emirates,2000,39.944
Other Middle East,2000,59.571
Total Middle East,2000,478.26426321319315
Algeria,2000,25.412
Egypt,2000,73.319
Morocco,2000,12.863
South Africa,2000,210.67000000000002
Eastern Africa,2000,43.6911929914959
Middle Africa,2000,12.680242999999997
Western Africa,2000,32.035884990905764
Other Northern Africa,2000,26.176210526315792
Other Southern Africa,2000,3.3883
Total Africa,2000,440.23583150871747
Australia,2000,216.829
Bangladesh,2000,15.77101
China,2000,1355.6
China Hong Kong SAR,2000,31.328611111111112
India,2000,571.3939361358995
Indonesia,2000,93.32639999999999
Japan,2000,1099.671
Malaysia,2000,69.90527357750237
New Zealand,2000,39.38794135115069
Pakistan,2000,63.735
Philippines,2000,45.29
Singapore,2000,31.665
South Korea,2000,290.44294800000006
Sri Lanka,2000,6.9697
Taiwan,2000,184.84078646700002
Thailand,2000,95.52127
Vietnam,2000,26.561
Other Asia Pacific,2000,48.2147012731515
Total Asia Pacific,2000,4286.453577915814
Canada,2001,587.7546027679467
Mexico,2001,210.21214204530455
US,2001,3984.4678897010317
Total North America,2001,4782.434634514283
Argentina,2001,90.13777079069767
Brazil,2001,328.55146572964077
Chile,2001,43.924
Colombia,2001,48.20800287295764
Ecuador,2001,11.049801148575
Peru,2001,20.785700000000002
Trinidad & Tobago,2001,5.644039
Venezuela,2001,90.117
Central America,2001,28.499179713300002
Other Caribbean,2001,68.29531774904746
Other South America,2001,61.33390065881905
Total S. & Cent. America,2001,796.5461776630377
Austria,2001,62.49449725033018
Belgium,2001,79.821
Bulgaria,2001,43.968
Croatia,2001,12.8085
Cyprus,2001,3.551
Czech Republic,2001,74.647397
Denmark,2001,37.72620833333334
Estonia,2001,8.481
Finland,2001,74.487387
France,2001,549.5310000000001
Germany,2001,586.3805
Greece,2001,53.704
Hungary,2001,36.415
Iceland,2001,8.027066
Ireland,2001,24.96049208
Italy,2001,279.00865600000003
Latvia,2001,4.28
Lithuania,2001,14.737
Luxembourg,2001,1.621117
Netherlands,2001,94.07242600000001
North Macedonia,2001,6.362
Norway,2001,121.98400000000001
Poland,2001,145.616
Portugal,2001,46.509
Romania,2001,53.866
Slovakia,2001,32.046
Slovenia,2001,14.466000000000001
Spain,2001,236.043
Sweden,2001,161.615
Switzerland,2001,72.24508931419459
Turkey,2001,122.72470000000001
Ukraine,2001,172.972
United Kingdom,2001,384.7786719908172
Other Europe,2001,63.10890957097422
Total Europe,2001,3685.0586175396506
Azerbaijan,2001,18.969
Belarus,2001,25.063
Kazakhstan,2001,55.3840027
Russian Federation,2001,891.284
Turkmenistan,2001,10.614
Uzbekistan,2001,47.961
Other CIS,2001,39.800000000000004
Total CIS,2001,1089.0750027
Iran,2001,127.60300000000001
Iraq,2001,31.724815
Israel,2001,43.8382
Kuwait,2001,34.299
Oman,2001,9.737
Qatar,2001,9.951
Saudi Arabia,2001,146.09321173726448
United Arab Emirates,2001,43.172000000000004
Other Middle East,2001,62.637499999999996
Total Middle East,2001,509.0557267372644
Algeria,2001,26.625
Egypt,2001,80.7125
Morocco,2001,15.046000000000001
South Africa,2001,210.1
Eastern Africa,2001,48.79427753809106
Middle Africa,2001,13.050692
Western Africa,2001,34.04032794602966
Other Northern Africa,2001,27.58721052631579
Other Southern Africa,2001,3.2193000000000005
Total Africa,2001,459.17530801043637
Australia,2001,224.255
Bangladesh,2001,17.392014
China,2001,1480.802
China Hong Kong SAR,2001,32.42916666666667
India,2001,586.0927384360359
Indonesia,2001,101.6586
Japan,2001,1083.142
Malaysia,2001,75.77568516200746
New Zealand,2001,39.705110217423965
Pakistan,2001,70.6485
Philippines,2001,47.049
Singapore,2001,33.061
South Korea,2001,309.885952
Sri Lanka,2001,6.8008999999999995
Taiwan,2001,188.530441505
Thailand,2001,100.98719
Vietnam,2001,30.608
Other Asia Pacific,2001,49.690668836030305
Total Asia Pacific,2001,4478.513966823165
Canada,2002,599.7919546433794
Mexico,2002,215.7222714883992
US,2002,4111.775538198574
Total North America,2002,4927.289764330353
Argentina,2002,84.59000837209301
Brazil,2002,345.7226247238453
Chile,2002,45.491
Colombia,2002,50.28266393982947
Ecuador,2002,11.887558245805
Peru,2002,21.9823
Trinidad & Tobago,2002,5.644369
Venezuela,2002,89.39489999999999
Central America,2002,30.11709801593684
Other Caribbean,2002,71.42252097096515
Other South America,2002,64.93353534691195
Total S. & Cent. America,2002,821.4685786153867
Austria,2002,62.531577309133304
Belgium,2002,82.069
Bulgaria,2002,42.679
Croatia,2002,12.7724
Cyprus,2002,3.785
Czech Republic,2002,76.347477
Denmark,2002,39.28264444444444
Estonia,2002,8.524000000000001
Finland,2002,74.957177
France,2002,559.064
Germany,2002,586.6850000000001
Greece,2002,54.608000000000004
Hungary,2002,36.157000000000004
Iceland,2002,8.409572
Ireland,2002,25.199535100000002
Italy,2002,285.276011
Latvia,2002,3.975
Lithuania,2002,17.721
Luxembourg,2002,3.698743
Netherlands,2002,95.08289200000002
North Macedonia,2002,6.091
Norway,2002,130.748
Poland,2002,144.126
Portugal,2002,46.107
Romania,2002,54.738
Slovakia,2002,32.427
Slovenia,2002,14.6
Spain,2002,244.963
Sweden,2002,146.732
Switzerland,2002,66.93602870813397
Turkey,2002,129.3995
Ukraine,2002,173.734
United Kingdom,2002,387.24631465201475
Other Europe,2002,62.57772230658658
Total Europe,2002,3719.250594520313
Azerbaijan,2002,18.701
Belarus,2002,26.456
Kazakhstan,2002,58.3305501
Russian Federation,2002,891.2860000000001
Turkmenistan,2002,10.707
Uzbekistan,2002,49.31
Other CIS,2002,38.478
Total CIS,2002,1093.2685501000003
Iran,2002,138.225
Iraq,2002,35.41740600000001
Israel,2002,45.4279
Kuwait,2002,36.362
Oman,2002,10.331
Qatar,2002,10.94
Saudi Arabia,2002,154.90595933869218
United Arab Emirates,2002,46.856
Other Middle East,2002,68.0023
Total Middle East,2002,546.4675653386922
Algeria,2002,27.648
Egypt,2002,86.236
Morocco,2002,15.228
South Africa,2002,220.57500000000002
Eastern Africa,2002,51.38840589150836
Middle Africa,2002,13.308792
Western Africa,2002,40.377534663506744
Other Northern Africa,2002,29.461473684210524
Other Southern Africa,2002,3.4256
Total Africa,2002,487.64880623922556
Australia,2002,223.49519999999998
Bangladesh,2002,18.665066
China,2002,1654.0000000000002
China Hong Kong SAR,2002,34.31166666666667
India,2002,609.650478588807
Indonesia,2002,108.2168
Japan,2002,1103.0810000000001
Malaysia,2002,80.88
New Zealand,2002,40.731008879341076
Pakistan,2002,74.431
Philippines,2002,48.467436
Singapore,2002,34.6646
South Korea,2002,332.020947
Sri Lanka,2002,7.10429
Taiwan,2002,198.82888868999999
Thailand,2002,108.44169000000001
Vietnam,2002,35.796
Other Asia Pacific,2002,49.926070528606054
Total Asia Pacific,2002,4762.71214235342
Canada,2003,588.2696299697212
Mexico,2003,224.90308351325578
US,2003,4137.978841606171
Total North America,2003,4951.151555089148
Argentina,2003,92.0594430232558
Brazil,2003,364.384638
Chile,2003,48.787
Colombia,2003,52.11305277213689
Ecuador,2003,11.546131783838998
Peru,2003,22.9234
Trinidad & Tobago,2003,6.437902
Venezuela,2003,90.0603
Central America,2003,32.1475625055
Other Caribbean,2003,73.35172471489652
Other South America,2003,67.52312566148599
Total S. & Cent. America,2003,861.3342804611141
Austria,2003,60.13277483997502
Belgium,2003,84.63
Bulgaria,2003,42.6
Croatia,2003,13.2521
Cyprus,2003,4.0520000000000005
Czech Republic,2003,83.226141
Denmark,2003,46.17945833333333
Estonia,2003,10.158
Finland,2003,84.32735000000001
France,2003,566.838
Germany,2003,608.9608852088049
Greece,2003,58.471000000000004
Hungary,2003,34.145
Iceland,2003,8.49341934
Ireland,2003,25.239542299999997
Italy,2003,293.884765
Latvia,2003,3.975
Lithuania,2003,19.488
Luxembourg,2003,3.621422
Netherlands,2003,98.140305
North Macedonia,2003,6.738
Norway,2003,107.32900000000001
Poland,2003,151.631
Portugal,2003,46.852000000000004
Romania,2003,55.14
Slovakia,2003,31.178
Slovenia,2003,13.821
Spain,2003,260.72700000000003
Sweden,2003,135.435
Switzerland,2003,67.18492078681552
Turkey,2003,140.5805
Ukraine,2003,180.36
United Kingdom,2003,398.20912310146946
Other Europe,2003,65.96867502126348
Total Europe,2003,3810.969381931661
Azerbaijan,2003,21.286
Belarus,2003,26.627
Kazakhstan,2003,63.8663626
Russian Federation,2003,916.2860000000001
Turkmenistan,2003,10.92
Uzbekistan,2003,48.7139
Other CIS,2003,41.998000000000005
Total CIS,2003,1129.6972626
Iran,2003,151.645
Iraq,2003,26.605591
Israel,2003,47.0476
Kuwait,2003,39.802
Oman,2003,10.714
Qatar,2003,12.012
Saudi Arabia,2003,166.58758916524172
United Arab Emirates,2003,49.45
Other Middle East,2003,70.2954
Total Middle East,2003,574.1591801652418
Algeria,2003,29.528000000000002
Egypt,2003,92.1865
Morocco,2003,16.52
South Africa,2003,234.229
Eastern Africa,2003,51.34927774542971
Middle Africa,2003,14.044749000000001
Western Africa,2003,37.646841326546955
Other Northern Africa,2003,30.32279168421053
Other Southern Africa,2003,3.2862
Total Africa,2003,509.11335975618715
Australia,2003,225.9524
Bangladesh,2003,19.71285
China,2003,1910.575
China Hong Kong SAR,2003,35.50611111111111
India,2003,638.1310101807262
Indonesia,2003,112.9754
Japan,2003,1092.595
Malaysia,2003,83.3
New Zealand,2003,40.85524472867674
Pakistan,2003,76.986
Philippines,2003,52.940537000000006
Singapore,2003,35.2815
South Korea,2003,347.756209
Sri Lanka,2003,8.12485
Taiwan,2003,209.07238710500002
Thailand,2003,115.93462
Vietnam,2003,40.925000000000004
Other Asia Pacific,2003,52.59978767436363
Total Asia Pacific,2003,5099.223906799877
Canada,2004,598.509646967121
Mexico,2004,235.39655602165058
US,2004,4231.682747347144
Total North America,2004,5065.588950335915
Argentina,2004,100.26082099999996
Brazil,2004,387.4924157120141
Chile,2004,49.743068636000004
Colombia,2004,53.83857431898831
Ecuador,2004,12.584844248350999
Peru,2004,24.267
Trinidad & Tobago,2004,6.430579
Venezuela,2004,96.8695
Central America,2004,33.97399020744062
Other Caribbean,2004,71.2895328138929
Other South America,2004,65.29511412584236
Total S. & Cent. America,2004,902.0454400625292
Austria,2004,64.10708199999999
Belgium,2004,84.21030000000032
Bulgaria,2004,41.620811
Croatia,2004,13.989700000000001
Cyprus,2004,4.2010000000000005
Czech Republic,2004,84.333903
Denmark,2004,40.43985
Estonia,2004,10.302
Finland,2004,85.84537200000001
France,2004,574.054
Germany,2004,617.6997796911298
Greece,2004,59.345781
Hungary,2004,33.708
Iceland,2004,8.620090124
Ireland,2004,25.59760674
Italy,2004,303.347006
Latvia,2004,4.689
Lithuania,2004,19.274
Luxembourg,2004,4.132149999999999
Netherlands,2004,102.144798
North Macedonia,2004,6.667
Norway,2004,110.647
Poland,2004,154.159
Portugal,2004,45.105000000000004
Romania,2004,56.499
Slovakia,2004,30.567
Slovenia,2004,15.272
Spain,2004,280.007
Sweden,2004,152.454
Switzerland,2004,65.39224348750665
Turkey,2004,150.6983
Ukraine,2004,182.165
United Kingdom,2004,393.9297583155788
Other Europe,2004,70.54048532036838
Total Europe,2004,3895.765016678584
Azerbaijan,2004,21.744
Belarus,2004,31.211000000000002
Kazakhstan,2004,66.9423699
Russian Federation,2004,931.9
Turkmenistan,2004,11.98
Uzbekistan,2004,49.677600000000005
Other CIS,2004,43.496
Total CIS,2004,1156.9509699
Iran,2004,162.755
Iraq,2004,30.696344
Israel,2004,48.4711
Kuwait,2004,41.256
Oman,2004,11.499
Qatar,2004,13.233
Saudi Arabia,2004,173.40466164636763
United Arab Emirates,2004,52.417
Other Middle East,2004,74.37559999999999
Total Middle East,2004,608.1077056463675
Algeria,2004,31.249000000000002
Egypt,2004,98.2523193222548
Morocco,2004,17.5715
South Africa,2004,244.60500000000002
Eastern Africa,2004,55.226494228338964
Middle Africa,2004,15.816400000000002
Western Africa,2004,42.715374856011735
Other Northern Africa,2004,32.308586684210525
Other Southern Africa,2004,3.1115
Total Africa,2004,540.856175090816
Australia,2004,229.21705
Bangladesh,2004,24.684914000000003
China,2004,2203.31
China Hong Kong SAR,2004,37.12861111111111
India,2004,698.300975
Indonesia,2004,120.15060000000001
Japan,2004,1121.193
Malaysia,2004,96.06
New Zealand,2004,42.76838184267279
Pakistan,2004,82.3055
Philippines,2004,55.95743
Singapore,2004,36.809599999999996
South Korea,2004,368.03355200000004
Sri Lanka,2004,8.74352
Taiwan,2004,218.396631892
Thailand,2004,124.13266
Vietnam,2004,46.209
Other Asia Pacific,2004,54.50677360970707
Total Asia Pacific,2004,5567.908199455492
Canada,2005,620.479798247672
Mexico,2005,247.97075103170997
US,2005,4322.786632227311
Total North America,2005,5191.237181506694
Argentina,2005,105.750115
Brazil,2005,403.0827830439113
Chile,2005,51.89866535384131
Colombia,2005,55.89710848302268
Ecuador,2005,13.404022567387997
Peru,2005,25.509700000000002
Trinidad & Tobago,2005,7.058743000000001
Venezuela,2005,104.36079
Central America,2005,35.82041905444445
Other Caribbean,2005,73.89443390888916
Other South America,2005,66.65973289574816
Total S. & Cent. America,2005,943.336513307245
Austria,2005,66.83274237743935
Belgium,2005,85.67690000000032
Bulgaria,2005,44.364483
Croatia,2005,13.1615
Cyprus,2005,4.377
Czech Republic,2005,82.578571
Denmark,2005,36.24135
Estonia,2005,10.201
Finland,2005,70.583575
France,2005,576.062
Germany,2005,622.7128776940453
Greece,2005,60.020138
Hungary,2005,35.756
Iceland,2005,8.681113926999998
Ireland,2005,25.983228139359994
Italy,2005,303.6999
Latvia,2005,4.906
Lithuania,2005,14.7843
Luxembourg,2005,4.129123
Netherlands,2005,100.76871000000001
North Macedonia,2005,6.942
Norway,2005,138.005
Poland,2005,156.936
Portugal,2005,46.575
Romania,2005,59.413000000000004
Slovakia,2005,31.455000000000002
Slovenia,2005,15.117
Spain,2005,294.077
Sweden,2005,159.06
Switzerland,2005,59.48184635832004
Turkey,2005,161.9562
Ukraine,2005,186.055
United Kingdom,2005,398.361132705616
Other Europe,2005,73.66825292564012
Total Europe,2005,3958.6229441274218
Azerbaijan,2005,22.872
Belarus,2005,30.961000000000002
Kazakhstan,2005,67.9197296
Russian Federation,2005,954.1
Turkmenistan,2005,12.819
Uzbekistan,2005,47.6272
Other CIS,2005,44.2842
Total CIS,2005,1180.5831296000001
Iran,2005,177.077
Iraq,2005,28.343179
Israel,2005,49.833400000000005
Kuwait,2005,43.734
Oman,2005,12.648
Qatar,2005,14.396
Saudi Arabia,2005,191.05495591246506
United Arab Emirates,2005,60.698
Other Middle East,2005,80.69059999999999
Total Middle East,2005,658.4751349124651
Algeria,2005,33.915
Egypt,2005,104.94731541218638
Morocco,2005,19.723200000000002
South Africa,2005,244.922
Eastern Africa,2005,58.37899342023497
Middle Africa,2005,16.531642
Western Africa,2005,43.18196145380534
Other Northern Africa,2005,35.42238168421052
Other Southern Africa,2005,3.5085
Total Africa,2005,560.5309939704375
Australia,2005,230.73954999999998
Bangladesh,2005,26.450402
China,2005,2500.2599999999998
China Hong Kong SAR,2005,38.44833333333334
India,2005,704.5093181999999
Indonesia,2005,127.5608
Japan,2005,1153.0620000000001
Malaysia,2005,98.75
New Zealand,2005,42.98083624517688
Pakistan,2005,88.76422141529586
Philippines,2005,56.56774
Singapore,2005,38.2127
South Korea,2005,389.479512
Sri Lanka,2005,8.84822
Taiwan,2005,227.512250072
Thailand,2005,130.42631
Vietnam,2005,52.078
Other Asia Pacific,2005,57.1083870569596
Total Asia Pacific,2005,5971.758580322767
Canada,2006,608.4283100313834
Mexico,2006,256.22496048275775
US,2006,4330.9516407387755
Total North America,2006,5195.604911252916
Argentina,2006,113.423565
Brazil,2006,419.44914720930234
Chile,2006,54.80155065701374
Colombia,2006,59.06591451969429
Ecuador,2006,15.115849674445
Peru,2006,27.3698
Trinidad & Tobago,2006,7.17109
Venezuela,2006,110.64354
Central America,2006,37.94995356444444
Other Caribbean,2006,75.98303342960384
Other South America,2006,67.5672743675618
Total S. & Cent. America,2006,988.5407184220653
Austria,2006,64.375271148
Belgium,2006,84.58720000000031
Bulgaria,2006,45.843021
Croatia,2006,13.047
Cyprus,2006,4.652
Czech Republic,2006,84.359019
Denmark,2006,45.602291666666666
Estonia,2006,9.729000000000001
Finland,2006,82.312332
France,2006,574.869
Germany,2006,639.6885439737232
Greece,2006,60.789713000000006
Hungary,2006,35.859
Iceland,2006,9.924843022000001
Ireland,2006,27.504400279358762
Italy,2006,314.121963
Latvia,2006,4.891
Lithuania,2006,12.4819
Luxembourg,2006,4.333512
Netherlands,2006,98.834621
North Macedonia,2006,7.006
Norway,2006,121.538
Poland,2006,161.742
Portugal,2006,49.041000000000004
Romania,2006,62.696
Slovakia,2006,31.418
Slovenia,2006,15.115
Spain,2006,299.454
Sweden,2006,143.3
Switzerland,2006,63.86112174375332
Turkey,2006,176.2998
Ukraine,2006,193.381
United Kingdom,2006,397.282323570934
Other Europe,2006,74.96612745250467
Total Europe,2006,4014.9060038569405
Azerbaijan,2006,24.543
Belarus,2006,31.811
Kazakhstan,2006,71.66846050000001
Russian Federation,2006,992.1000000000001
Turkmenistan,2006,13.65
Uzbekistan,2006,49.374
Other CIS,2006,43.491
Total CIS,2006,1226.6374605000005
Iran,2006,193.43
Iraq,2006,30.591112000000003
Israel,2006,51.8112
Kuwait,2006,47.607
Oman,2006,13.585
Qatar,2006,15.325000000000001
Saudi Arabia,2006,196.3114419188385
United Arab Emirates,2006,62.438
Other Middle East,2006,86.76440000000002
Total Middle East,2006,697.8631539188384
Algeria,2006,35.227000000000004
Egypt,2006,111.66104985337243
Morocco,2006,20.451
South Africa,2006,253.798
Eastern Africa,2006,60.444396706172896
Middle Africa,2006,18.838242
Western Africa,2006,44.57517304772324
Other Northern Africa,2006,37.909439842105265
Other Southern Africa,2006,3.35258
Total Africa,2006,586.2568814493737
Australia,2006,237.99095000000003
Bangladesh,2006,29.538033
China,2006,2865.726
China Hong Kong SAR,2006,38.612500000000004
India,2006,744.4262523150684
Indonesia,2006,133.11020000000002
Japan,2006,1164.348
Malaysia,2006,103.994
New Zealand,2006,43.53799378036397
Pakistan,2006,96.7200128853283
Philippines,2006,56.78413
Singapore,2006,39.4804
South Korea,2006,402.988942
Sri Lanka,2006,9.4979
Taiwan,2006,235.530125508
Thailand,2006,136.76671
Vietnam,2006,57.917
Other Asia Pacific,2006,60.60774613999999
Total Asia Pacific,2006,6457.576895628762
Canada,2007,634.1848104611481
Mexico,2007,263.249536043933
US,2007,4431.837021165222
Total North America,2007,5329.271367670302
Argentina,2007,113.52504191999999
Brazil,2007,445.14892568056297
Chile,2007,58.3059717331907
Colombia,2007,60.520302011991134
Ecuador,2007,17.336655151753998
Peru,2007,29.943
Trinidad & Tobago,2007,7.676285
Venezuela,2007,113.69732
Central America,2007,39.96680331444445
Other Caribbean,2007,76.27840441401163
Other South America,2007,71.86027830687172
Total S. & Cent. America,2007,1034.258987532827
Austria,2007,64.75748856800027
Belgium,2007,88.10290000000033
Bulgaria,2007,43.296861
Croatia,2007,12.7077
Cyprus,2007,4.871
Czech Republic,2007,88.19909600000001
Denmark,2007,39.315469444444446
Estonia,2007,12.188
Finland,2007,81.246346
France,2007,569.768
Germany,2007,640.8490670810841
Greece,2007,63.496842
Hungary,2007,39.96
Iceland,2007,11.975738967000002
Ireland,2007,28.738121968306388
Italy,2007,313.887349
Latvia,2007,4.771
Lithuania,2007,14.007
Luxembourg,2007,4.001358000000001
Netherlands,2007,105.164161
North Macedonia,2007,6.498
Norway,2007,137.16400000000002
Poland,2007,159.348
Portugal,2007,47.253
Romania,2007,61.673
Slovakia,2007,28.056
Slovenia,2007,15.043000000000001
Spain,2007,305.052
Sweden,2007,148.742
Switzerland,2007,67.7299303561935
Turkey,2007,191.55812940900003
Ukraine,2007,196.251
United Kingdom,2007,396.82994977026857
Other Europe,2007,71.52212912551661
Total Europe,2007,4064.0236376898147
Azerbaijan,2007,21.847
Belarus,2007,31.829
Kazakhstan,2007,76.6209469
Russian Federation,2007,1018.7000000000002
Turkmenistan,2007,14.88
Uzbekistan,2007,49.0329
Other CIS,2007,44.12779999999999
Total CIS,2007,1257.0376469
Iran,2007,203.131
Iraq,2007,32.347414
Israel,2007,55.1071
Kuwait,2007,48.753
Oman,2007,14.443
Qatar,2007,19.462
Saudi Arabia,2007,204.4337426951941
United Arab Emirates,2007,78.761
Other Middle East,2007,91.8922
Total Middle East,2007,748.3304566951941
Algeria,2007,37.31
Egypt,2007,119.86698044965787
Morocco,2007,20.313
South Africa,2007,263.479
Eastern Africa,2007,64.1572321288665
Middle Africa,2007,18.886442
Western Africa,2007,43.47105302168496
Other Northern Africa,2007,40.06823484210526
Other Southern Africa,2007,3.24068
Total Africa,2007,610.7926224423144
Australia,2007,243.1848
Bangladesh,2007,31.015646999999998
China,2007,3281.5530000000003
China Hong Kong SAR,2007,38.94777777777777
India,2007,796.2651750000002
Indonesia,2007,142.44102
Japan,2007,1180.109
Malaysia,2007,108.539
New Zealand,2007,43.89349657224825
Pakistan,2007,99.3809963798631
Philippines,2007,59.611788000000004
Singapore,2007,41.1341
South Korea,2007,425.407289
Sri Lanka,2007,9.90056
Taiwan,2007,243.11658395100002
Thailand,2007,142.53754
Vietnam,2007,64.147
Other Asia Pacific,2007,64.67728875949057
Total Asia Pacific,2007,7015.862062440381
Canada,2008,635.1004482231485
Mexico,2008,269.29974799321764
US,2008,4390.106116983962
Total North America,2008,5294.506313200329
Argentina,2008,121.90524828000001
Brazil,2008,463.1715771906199
Chile,2008,59.71478161000001
Colombia,2008,61.37364043252378
Ecuador,2008,18.608525816211
Peru,2008,32.4631
Trinidad & Tobago,2008,7.731534
Venezuela,2008,119.31733
Central America,2008,40.883479018888885
Other Caribbean,2008,73.1952940148461
Other South America,2008,73.6817359295577
Total S. & Cent. America,2008,1072.046246292647
Austria,2008,66.72518634566
Belgium,2008,84.39960000000032
Bulgaria,2008,45.036218999999996
Croatia,2008,12.8905
Cyprus,2008,5.079
Czech Republic,2008,83.645492
Denmark,2008,36.616147222222224
Estonia,2008,10.579
Finland,2008,77.43334
France,2008,573.807112
Germany,2008,640.8802157818708
Greece,2008,63.74988
Hungary,2008,40.025
Iceland,2008,16.467751844000002
Ireland,2008,30.262417845389166
Italy,2008,319.130538
Latvia,2008,5.274
Lithuania,2008,14.01
Luxembourg,2008,3.557091
Netherlands,2008,108.20277800000001
North Macedonia,2008,6.311
Norway,2008,142.108
Poland,2008,155.3054
Portugal,2008,45.969
Romania,2008,64.956
Slovakia,2008,28.962
Slovenia,2008,16.398
Spain,2008,313.758
Sweden,2008,149.65
Switzerland,2008,68.74175225943647
Turkey,2008,198.42
Ukraine,2008,192.586
United Kingdom,2008,388.9180979407209
Other Europe,2008,77.57719795321637
Total Europe,2008,4087.431717192517
Azerbaijan,2008,21.642
Belarus,2008,35.054
Kazakhstan,2008,80.3477922
Russian Federation,2008,1040.0
Turkmenistan,2008,15.0
Uzbekistan,2008,50.1784
Other CIS,2008,39.7281
Total CIS,2008,1281.9502922
Iran,2008,210.48000000000002
Iraq,2008,35.305087
Israel,2008,55.8315
Kuwait,2008,51.749
Oman,2008,16.048000000000002
Qatar,2008,21.616
Saudi Arabia,2008,204.20060900000001
United Arab Emirates,2008,80.46300000000001
Other Middle East,2008,97.97359999999999
Total Middle East,2008,773.6667960000001
Algeria,2008,40.237
Egypt,2008,128.79240990550667
Morocco,2008,20.990600000000004
South Africa,2008,258.291
Eastern Africa,2008,65.11243344300073
Middle Africa,2008,20.451942000000003
Western Africa,2008,43.5026878705841
Other Northern Africa,2008,43.124029842105266
Other Southern Africa,2008,3.1337
Total Africa,2008,623.6358030611967
Australia,2008,245.37090000000003
Bangladesh,2008,34.236114
China,2008,3495.7599999999998
China Hong Kong SAR,2008,37.99027777777778
India,2008,828.4135525
Indonesia,2008,149.43653999999998
Japan,2008,1183.72
Malaysia,2008,113.82300000000001
New Zealand,2008,43.92571616664815
Pakistan,2008,93.1883585365183
Philippines,2008,60.820985
Singapore,2008,41.670597
South Korea,2008,442.610958
Sri Lanka,2008,10.00328
Taiwan,2008,238.305365274
Thailand,2008,145.43735999999998
Vietnam,2008,70.96000000000001
Other Asia Pacific,2008,67.7035335590101
Total Asia Pacific,2008,7303.376537813955
Canada,2009,613.8776750517055
Mexico,2009,267.75358299198064
US,2009,4206.493360590433
Total North America,2009,5088.1246186341195
Argentina,2009,122.32601491554225
Brazil,2009,466.1581230211982
Chile,2009,59.70077909
Colombia,2009,63.183012130050784
Ecuador,2009,18.264615252905998
Peru,2009,32.9447
Trinidad & Tobago,2009,7.842939
Venezuela,2009,124.84439
Central America,2009,41.61190378111111
Other Caribbean,2009,72.73555183112846
Other South America,2009,73.5393511900197
Total S. & Cent. America,2009,1083.1513802119566
Austria,2009,69.08750913780004
Belgium,2009,91.18330000000033
Bulgaria,2009,42.96339
Croatia,2009,13.449661
Cyprus,2009,5.215
