Country,Year,Energy Consumption
Canada,1990,3.466109037399292
Mexico,1990,3.298990488052368
US,1990,33.51409149169922
Total North America,1990,40.27919101715088
Argentina,1990,0.8279030323028564
Brazil,1990,2.5891714096069336
Chile,1990,0.28568002581596375
Colombia,1990,0.4114801585674286
Ecuador,1990,0.2290196567773819
Peru,1990,0.25075143575668335
Trinidad & Tobago,1990,0.053522076457738876
Venezuela,1990,0.8819898962974548
Central America,1990,0.28940025670453906
Other Caribbean,1990,1.236835205956595
Other South America,1990,0.17881835263688117
Total S. & Cent. America,1990,7.234571506880457
Austria,1990,0.4587481617927551
Belgium,1990,1.0047262907028198
Bulgaria,1990,0.42804253101348877
Croatia,1990,0.19539222121238708
Cyprus,1990,0.06683438271284103
Czech Republic,1990,0.3622523248195648
Denmark,1990,0.3870772123336792
Estonia,1990,0.14883556962013245
Finland,1990,0.48115959763526917
France,1990,3.8161892890930176
Germany,1990,5.534255504608154
Greece,1990,0.6722731590270996
Hungary,1990,0.39040130376815796
Iceland,1990,0.028249993920326233
Ireland,1990,0.19344335794448853
Italy,1990,4.059114456176758
Latvia,1990,0.14128626883029938
Lithuania,1990,0.29816699028015137
Luxembourg,1990,0.06885078549385071
Netherlands,1990,1.5426713228225708
North Macedonia,1990,0.04586733505129814
Norway,1990,0.36814653873443604
Poland,1990,0.6831184029579163
Portugal,1990,0.5048621892929077
Romania,1990,0.7920647859573364
Slovakia,1990,0.21021544933319092
Slovenia,1990,0.07206224650144577
Spain,1990,2.0037600994110107
Sweden,1990,0.6826865077018738
Switzerland,1990,0.5554718971252441
Turkey,1990,0.9857267737388611
Ukraine,1990,2.7786316871643066
United Kingdom,1990,3.6025960445404053
Other Europe,1990,0.7193637756863609
Total Europe,1990,34.282544457004406
Azerbaijan,1990,0.3614213764667511
Belarus,1990,1.1227612495422363
Kazakhstan,1990,0.9227783679962158
Russian Federation,1990,10.744675636291504
Turkmenistan,1990,0.23015932738780975
USSR,1990,0.0
Uzbekistan,1990,0.46857646107673645
Other CIS,1990,0.589890219271183
Total CIS,1990,14.440262638032436
Iran,1990,1.9915603399276733
Iraq,1990,0.6701866984367371
Israel,1990,0.3644960820674896
Kuwait,1990,0.1860756129026413
Oman,1990,0.07956434041261673
Qatar,1990,0.049077581614255905
Saudi Arabia,1990,2.195629358291626
United Arab Emirates,1990,0.6482887268066406
Other Middle East,1990,0.8431353317573667
Total Middle East,1990,7.028014072217047
Algeria,1990,0.4025218188762665
Egypt,1990,0.9914054274559021
Morocco,1990,0.2372342199087143
South Africa,1990,0.7203661799430847
Eastern Africa,1990,0.4521628398215398
Middle Africa,1990,0.17475401691626757
Western Africa,1990,0.6149511665280443
Other Northern Africa,1990,0.45403906237334013
Other Southern Africa,1990,0.04201868688687682
Total Africa,1990,4.089453418710036
Australia,1990,1.4144561290740967
Bangladesh,1990,0.08002015948295593
China,1990,4.588460922241211
China Hong Kong SAR,1990,0.271748811006546
India,1990,2.4986095428466797
Indonesia,1990,1.3185462951660156
Japan,1990,10.543675422668457
Malaysia,1990,0.4844590127468109
New Zealand,1990,0.18296600878238678
Pakistan,1990,0.45936837792396545
Philippines,1990,0.4971085786819458
Singapore,1990,0.9812981486320496
South Korea,1990,2.12367844581604
Sri Lanka,1990,0.07411625981330872
Taiwan,1990,1.1682988405227661
Thailand,1990,0.8399707078933716
Vietnam,1990,0.1260448545217514
Other Asia Pacific,1990,0.38194370012934087
Total Asia Pacific,1990,28.0347702179497
Canada,1991,3.2856218814849854
Mexico,1991,3.3902087211608887
US,1991,32.80290985107422
Total North America,1991,39.47874045372009
Argentina,1991,0.8650204539299011
Brazil,1991,2.5920872688293457
Chile,1991,0.31853869557380676
Colombia,1991,0.4117431640625
Ecuador,1991,0.2563665509223938
Peru,1991,0.23203417658805847
Trinidad & Tobago,1991,0.05024666339159012
Venezuela,1991,0.8381479978561401
Central America,1991,0.3156393636018038
Other Caribbean,1991,1.2083817997481674
Other South America,1991,0.19442547217477113
Total S. & Cent. America,1991,7.282631606678478
Austria,1991,0.4927441477775574
Belgium,1991,1.0773602724075317
Bulgaria,1991,0.28584134578704834
Croatia,1991,0.13858652114868164
Cyprus,1991,0.06835970282554626
Czech Republic,1991,0.30308717489242554
Denmark,1991,0.3927125632762909
Estonia,1991,0.13111455738544464
Finland,1991,0.47747060656547546
France,1991,4.1077375411987305
Germany,1991,5.787412643432617
Greece,1991,0.68599534034729
Hungary,1991,0.3341895043849945
Iceland,1991,0.0265248604118824
Ireland,1991,0.21336929500102997
Italy,1991,4.084280967712402
Latvia,1991,0.1369905173778534
Lithuania,1991,0.326293408870697
Luxembourg,1991,0.08021926879882812
Netherlands,1991,1.4808591604232788
North Macedonia,1991,0.04106268286705017
Norway,1991,0.3482332229614258
Poland,1991,0.645118236541748
Portugal,1991,0.5272097587585449
Romania,1991,0.6574710011482239
Slovakia,1991,0.18465344607830048
Slovenia,1991,0.06970015168190002
Spain,1991,2.047135353088379
Sweden,1991,0.6885538101196289
Switzerland,1991,0.5650289058685303
Turkey,1991,0.9607701301574707
Ukraine,1991,2.6636300086975098
United Kingdom,1991,3.5858025550842285
Other Europe,1991,0.5571842453209683
Total Europe,1991,34.172702908399515
Azerbaijan,1991,0.348484069108963
Belarus,1991,1.1017118692398071
Kazakhstan,1991,0.9309498071670532
Russian Federation,1991,10.470523834228516
Turkmenistan,1991,0.18555806577205658
USSR,1991,0.0
Uzbekistan,1991,0.44476592540740967
Other CIS,1991,0.43960779160261154
Total CIS,1991,13.921601362526417
Iran,1991,2.111567258834839
