Country,Year,Oil_Production,Gas_Production,Coal_Production
Australia,2021,18.42002402485296,5.325336933135986,11.750080108642578
Australia,2022,17.085698786344324,5.552608966827393,11.236528396606444
Australia,2023,15.663899154454704,5.462647914886475,11.66484260559082
Azerbaijan,1990,12.5,0.3480246067047119,
Azerbaijan,1991,11.773700000000002,0.3023244142532348,
Azerbaijan,1992,11.1957,0.2777166068553924,
Azerbaijan,1993,10.2513,0.2390471994876861,
Azerbaijan,1994,9.5628,0.2249855995178222,
Azerbaijan,1995,9.1617,0.2320163995027542,
Azerbaijan,1996,9.1004,0.2066000550985336,
Azerbaijan,1997,9.027,0.1967569440603256,
Azerbaijan,1998,11.449,0.1836093366146087,
Azerbaijan,1999,13.851,0.1967569440603256,
Azerbaijan,2000,14.069,0.1855076551437378,
Azerbaijan,2001,14.979,0.181851640343666,
Azerbaijan,2002,15.334,0.1686688959598541,
Azerbaijan,2003,15.378000000000002,0.1681415885686874,
Azerbaijan,2004,15.459,0.1638176441192627,
Azerbaijan,2005,22.2142,0.2015062421560287,
Azerbaijan,2006,32.2676,0.2377605587244033,
Azerbaijan,2007,42.6575,0.3807916343212127,
Azerbaijan,2008,44.574,0.574293315410614,
Azerbaijan,2009,50.4759,0.5738081932067871,
Azerbaijan,2010,50.8982,0.5861120820045471,
Azerbaijan,2011,45.6862,0.5751686692237854,
Azerbaijan,2012,43.4258,0.6061288118362427,
Azerbaijan,2013,43.5074,0.6290843486785889,
Azerbaijan,2014,42.1487,0.6618267893791199,
Azerbaijan,2015,41.67530000000001,0.6762259006500244,
Azerbaijan,2016,41.0766,0.6579914689064026,
Azerbaijan,2017,38.720400000000005,0.6393105983734131,
Azerbaijan,2018,38.78900000000001,0.6753048300743103,
Azerbaijan,2019,37.5626,0.8617756962776184,
Azerbaijan,2020,34.6304,0.9311345219612122,
Azerbaijan,2021,34.6257,1.145099401473999,
Azerbaijan,2022,32.6914,1.228825569152832,
Azerbaijan,2023,30.249600000000004,1.2800906896591189,
Bahrain,1990,,0.2187602967023849,
Bahrain,1991,,0.2085445076227188,
Bahrain,1992,,0.2436717599630355,
Bahrain,1993,,0.2610051035881042,
Bahrain,1994,,0.2672015726566314,
Bahrain,1995,,0.2716395854949951,
Bahrain,1996,,0.2797200977802276,
Bahrain,1997,,0.3003191649913788,
Bahrain,1998,,0.3157684504985809,
Bahrain,1999,,0.3267378807067871,
Bahrain,2000,,0.3302966654300689,
Bahrain,2001,,0.3439456224441528,
Bahrain,2002,,0.3563804030418396,
Bahrain,2003,,0.3627862334251404,
Bahrain,2004,,0.3337160050868988,
Bahrain,2005,,0.3662742674350738,
Bahrain,2006,,0.3874754607677459,
Bahrain,2007,,0.4031505584716797,
Bahrain,2008,,0.4326328039169311,
Bahrain,2009,,0.436806172132492,
Bahrain,2010,,0.4474316239356994,
Bahrain,2011,,0.454466849565506,
Bahrain,2012,,0.4698667526245117,
Bahrain,2013,,0.5024818778038025,
Bahrain,2014,,0.5290749073028564,
Bahrain,2015,,0.5250364542007446,
Bahrain,2016,,0.5198893547058105,
Bahrain,2017,,0.5207876563072205,
Bahrain,2018,,0.5273084044456482,
Bahrain,2019,,0.5855746865272522,
Bahrain,2020,,0.5893080234527588,
Bahrain,2021,,0.5983490943908691,
Bahrain,2022,,0.5676732063293457,
Bahrain,2023,,0.6009201407432556,
Bangladesh,1990,,0.164671242237091,
Bangladesh,1991,,0.169586956501007,
Bangladesh,1992,,0.1849325895309448,
Bangladesh,1993,,0.2070091068744659,
Bangladesh,1994,,0.2195485830307006,
Bangladesh,1995,,0.2427240312099456,
Bangladesh,1996,,0.2605127990245819,
Bangladesh,1997,,0.2560778558254242,
Bangladesh,1998,,0.2767120599746704,
Bangladesh,1999,,0.3016928732395172,
Bangladesh,2000,,0.3260948061943054,
Bangladesh,2001,,0.3651555180549621,
Bangladesh,2002,,0.384160965681076,
Bangladesh,2003,,0.4132234752178192,
Bangladesh,2004,,0.4442483484745025,
Bangladesh,2005,,0.4774808883666992,
Bangladesh,2006,,0.5170812606811523,
Bangladesh,2007,,0.5521093606948853,
Bangladesh,2008,,0.5895511507987976,
Bangladesh,2009,,0.6748825907707214,
Bangladesh,2010,,0.6931341886520386,
Bangladesh,2011,,0.7049573659896851,
Bangladesh,2012,,0.7681060433387756,
Bangladesh,2013,,0.7903003096580505,
Bangladesh,2014,,0.8288017511367798,
Bangladesh,2015,,0.9307462573051452,
Bangladesh,2016,,0.9522340893745422,
Bangladesh,2017,,0.9573361873626708,
Bangladesh,2018,,0.9569437503814696,
Bangladesh,2019,,0.9102396368980408,
Bangladesh,2020,,0.8543124198913574,
Bangladesh,2021,,0.8499952554702759,
Bangladesh,2022,,0.8104537129402161,
Bangladesh,2023,,0.7597169876098633,
Bolivia,1990,,0.1129179969429969,
Bolivia,1991,,0.1122481077909469,
Bolivia,1992,,0.1019204407930374,
Bolivia,1993,,0.1016886159777641,
Bolivia,1994,,0.1096495389938354,
Bolivia,1995,,0.1095612123608589,
Bolivia,1996,,0.110639214515686,
Bolivia,1997,,0.0932560190558433,
Bolivia,1998,,0.0973980128765106,
Bolivia,1999,,0.0784226208925247,
Bolivia,2000,,0.1124064922332763,
Bolivia,2001,,0.1636954247951507,
Bolivia,2002,,0.2097304463386535,
Bolivia,2003,,0.241033986210823,
Bolivia,2004,,0.3391156792640686,
Bolivia,2005,,0.4183769226074219,
Bolivia,2006,,0.4480305314064026,
Bolivia,2007,,0.479886919260025,
Bolivia,2008,,0.4965126812458038,
Bolivia,2009,,0.4277370274066925,
Bolivia,2010,,0.4937220811843872,
Bolivia,2011,,0.5412240624427795,
Bolivia,2012,,0.6069411039352417,
Bolivia,2013,,0.7047058939933777,
Bolivia,2014,,0.7353368997573853,
Bolivia,2015,,0.7233714461326599,
Bolivia,2016,,0.6803821325302124,
Bolivia,2017,,0.6693658232688904,
Bolivia,2018,,0.6239319443702698,
Bolivia,2019,,0.543419599533081,
Bolivia,2020,,0.5289528965950012,
Bolivia,2021,,0.5453891158103943,
Bolivia,2022,,0.493706464767456,
Bolivia,2023,,0.429912656545639,
Brazil,1990,34.127761948563574,0.1132384911179542,0.0706345587968826
Brazil,1991,33.730057384859755,0.1177221834659576,0.0844936743378639
Brazil,1992,34.24078598974618,0.1333583742380142,0.0791002511978149
Brazil,1993,34.94626942865123,0.1562206596136093,0.0786160603165626
Brazil,1994,36.24005141553212,0.1706101298332214,0.0876778215169906
Brazil,1995,37.50399419280431,0.1882978081703186,0.0860135108232498
Brazil,1996,42.53331285422092,0.2057671695947647,0.0801633968949318
Brazil,1997,45.59616962733032,0.2239798754453659,0.0938012152910232
Brazil,1998,52.67921048719173,0.2346237003803253,0.0917895883321762
Brazil,1999,59.49658026454502,0.2754908502101898,0.0940465405583381
Brazil,2000,67.08903453231575,0.277549684047699,0.1124181151390075
Brazil,2001,70.22711259832587,0.2834567427635193,0.0965116992592811
Brazil,2002,78.60667254219113,0.342452734708786,0.1072550565004348
Brazil,2003,81.51497595352441,0.3720279932022095,0.097906470298767
Brazil,2004,80.90411730174893,0.409168004989624,0.1135369762778282
Brazil,2005,88.98141702753679,0.4046918749809265,0.1190562918782234
Brazil,2006,94.03551069602236,0.4132249653339386,0.1189501583576202
Brazil,2007,95.3666845226901,0.4160784482955932,0.122450940310955
Brazil,2008,99.11915962831416,0.5175384879112244,0.1363177299499511
Brazil,2009,105.98588542653964,0.4419699311256408,0.1274500489234924
Brazil,2010,111.64004555761102,0.540739893913269,0.1144284158945083
Brazil,2011,114.02711175693518,0.6201707720756531,0.1145211160182952
Brazil,2012,112.36653298174832,0.7139825820922852,0.1222123354673385
Brazil,2013,110.15286817303692,0.7901853919029236,0.1517942696809768
Brazil,2014,122.4546690168608,0.8405163288116455,0.1505768150091171
Brazil,2015,132.1928908571641,0.8569618463516235,0.1216817423701286
Brazil,2016,136.7070634967413,0.868448793888092,0.1121317818760871
Brazil,2017,142.64181583403996,0.9785311818122864,0.0911832526326179
Brazil,2018,140.6031609980809,0.9058448672294616,0.0988148152828216
Brazil,2019,151.19917060803527,0.9268749952316284,0.0905193611979484
Brazil,2020,159.34492715727174,0.8725082278251648,0.1005084514617919
Brazil,2021,156.9118650864622,0.8759763836860657,0.1216461136937141
Brazil,2022,163.215860562267,0.8280960917472839,0.1090474054217338
Brazil,2023,183.69331963470728,0.8432193994522095,0.0969412326812744
Brunei,1990,7.397871698125159,0.3132850527763366,
Brunei,1991,8.004042246333332,0.3180060088634491,
Brunei,1992,8.922774708185724,0.3422951996326446,
Brunei,1993,8.541581385911643,0.3624250590801239,
Brunei,1994,8.740584173305104,0.3647240996360779,
Brunei,1995,8.540513728870843,0.4128111004829407,
Brunei,1996,8.082527017770696,0.409230887889862,
Brunei,1997,7.960596537307682,0.4095467925071716,
Brunei,1998,7.662329703439619,0.3780620992183685,
Brunei,1999,8.913224879984268,0.3941028118133545,
Brunei,2000,9.484795380481206,0.3965598046779632,
Brunei,2001,9.951288754155613,0.4000346958637237,
Brunei,2002,10.288378243179483,0.4022108912467956,
Brunei,2003,10.49401329785881,0.4336254000663757,
Brunei,2004,10.322883414878987,0.4293656051158905,
Brunei,2005,10.09282242962212,0.4215399324893951,
Brunei,2006,10.807330985145724,0.4412205517292022,
Brunei,2007,9.495547397072906,0.4301146268844604,
Brunei,2008,8.559873564201746,0.4265998899936676,
Brunei,2009,8.222534983407614,0.4006299376487732,
Brunei,2010,8.425136451503944,0.43111252784729,
Brunei,2011,8.083626503168684,0.4492364823818207,
Brunei,2012,7.787650570467716,0.4410459399223327,
Brunei,2013,6.576116905665375,0.4284473061561584,
Brunei,2014,6.153485777989352,0.4567732810974121,
Brunei,2015,6.177046502831504,0.4784922897815704,
Brunei,2016,5.89813514897657,0.4659424126148224,
Brunei,2017,5.4875750097076805,0.4627766907215118,
Brunei,2018,5.4125766764537815,0.4523497819900512,
Brunei,2019,5.901085382140064,0.4672848880290985,
Brunei,2020,5.378891056144251,0.455068439245224,
Brunei,2021,5.207448684141982,0.4152495265007019,
Brunei,2022,4.510867969444923,0.3813515901565552,
Brunei,2023,4.519019354742698,0.3593541085720062,
Bulgaria,1990,,,0.2131445407867431
Bulgaria,1991,,,0.1952949166297912
Bulgaria,1992,,,0.2252696007490158
Bulgaria,1993,,,0.218289241194725
Bulgaria,1994,,,0.2111985981464386
Bulgaria,1995,,,0.2213466465473175
Bulgaria,1996,,,0.226150169968605
Bulgaria,1997,,,0.2098267525434494
Bulgaria,1998,,,0.2121221274137497
Bulgaria,1999,,,0.1790265142917633
Bulgaria,2000,,,0.179813727736473
Bulgaria,2001,,,0.1882950514554977
Bulgaria,2002,,,0.1854041516780853
Bulgaria,2003,,,0.1944915950298309
Bulgaria,2004,,,0.1900106817483902
Bulgaria,2005,,,0.174921914935112
Bulgaria,2006,,,0.1803416758775711
Bulgaria,2007,,,0.2028217017650604
Bulgaria,2008,,,0.2035301029682159
Bulgaria,2009,,,0.1928829848766327
Bulgaria,2010,,,0.2070580720901489
Bulgaria,2011,,,0.2600374221801758
Bulgaria,2012,,,0.2349734306335449
Bulgaria,2013,,,0.2005028426647186
Bulgaria,2014,,,0.2147251814603805
Bulgaria,2015,,,0.2456543296575546
Bulgaria,2016,,,0.2142879217863083
Bulgaria,2017,,,0.2385939210653305
Bulgaria,2018,,,0.2141094803810119
Bulgaria,2019,,,0.1982476115226745
Bulgaria,2020,,,0.1583546102046966
Bulgaria,2021,,,0.1976429224014282
Bulgaria,2022,,,0.2475074529647827
Bulgaria,2023,,,0.1462773084640503
Canada,1990,92.7578503182828,3.724120378494263,1.6731010675430298
Canada,1991,93.21450828672135,3.919628143310547,1.7479758262634275
Canada,1992,97.15977824610282,4.318729400634766,1.5535300970077517
Canada,1993,102.2811448725461,4.754304885864258,1.651313066482544
Canada,1994,106.69214625622024,5.1460957527160645,1.7352689504623413
Canada,1995,111.90632276476946,5.498684883117676,1.8008102178573608
Canada,1996,115.45352734672797,5.541050910949707,1.832214832305908
Canada,1997,120.70414179946052,5.750312328338623,1.897943139076233
Canada,1998,125.08790392752616,5.961747646331787,1.795063018798828
Canada,1999,120.99674926592536,6.139447212219238,1.725393772125244
Canada,2000,125.08584994877909,6.346968173980713,1.636288046836853
Canada,2001,126.17001862244396,6.459092140197754,1.666445016860962
Canada,2002,133.0024956346554,6.506012916564941,1.4344489574432373
Canada,2003,140.62878237960777,6.337691783905029,1.3318930864334106
Canada,2004,145.15822210457685,6.362467288970947,1.4197460412979126
Canada,2005,142.67888058675348,6.449488162994385,1.478835105895996
Canada,2006,150.9983937017697,6.458306312561035,1.4570472240447998
Canada,2007,155.67229095076164,6.288448333740234,1.4945299625396729
Canada,2008,153.23999463632185,5.993697643280029,1.4901520013809204
Canada,2009,153.15251220457202,5.58182954788208,1.3877160549163818
Canada,2010,160.63037896775168,5.385278701782227,1.4832321405410769
Canada,2011,170.13081963427987,5.438567638397217,1.4848209619522097
Canada,2012,182.91294336076425,5.410987377166748,1.4933630228042605
Canada,2013,195.4096225895962,5.469132423400879,1.5256129503250122
Canada,2014,209.77701033853955,5.723697662353516,1.5140049457550049
Canada,2015,216.0744239957687,5.787204265594482,1.3644620180130005
Canada,2016,218.84494084655083,5.941305160522461,1.3701729774475098
Canada,2017,236.6238539112012,6.165665149688721,1.3303359746932983
Canada,2018,257.7450672560028,6.3639655113220215,1.2218979597091677
Canada,2019,263.462162337941,6.106570243835449,1.2045860290527344
Canada,2020,252.02268501178636,5.9620680809021,1.149301052093506
Canada,2021,266.61885326550174,6.204573154449463,1.2097690105438232
Canada,2022,273.9282279632724,6.653530597686768,1.1881630420684814
Canada,2023,277.8513232423387,6.849006652832031,1.2371042966842651
Chad,1990,0.0,,
Chad,1991,0.0,,
Chad,1992,0.0,,
Chad,1993,0.0,,
Chad,1994,0.0,,
Chad,1995,0.0,,
Chad,1996,0.0,,
Chad,1997,0.0,,
Chad,1998,0.0,,
Chad,1999,0.0,,
Chad,2000,0.0,,
Chad,2001,0.0,,
Chad,2002,0.0,,
Chad,2003,1.237410071942446,,
Chad,2004,8.83453237410072,,
Chad,2005,9.107913669064748,,
Chad,2006,8.043165467625899,,
Chad,2007,7.53956834532374,,
Chad,2008,6.690647482014389,,
Chad,2009,6.18705035971223,,
Chad,2010,6.402877697841726,,
Chad,2011,5.971223021582734,,
Chad,2012,5.309352517985611,,
Chad,2013,4.759988486662757,,
Chad,2014,4.6638323364976495,,
Chad,2015,5.809218194567082,,
Chad,2016,6.1360103597122295,,
Chad,2017,5.168381007194244,,
Chad,2018,6.066114100719424,,
Chad,2019,6.663367050359711,,
Chad,2020,6.648839280575539,,
Chad,2021,6.117519136690648,,
Chad,2022,6.498643884892086,,
Chad,2023,7.030306330935252,,
China,1990,138.31,0.5550601482391357,22.60626983642578
China,1991,140.99,0.5620265603065491,22.76375770568848
China,1992,142.04,0.5729115009307861,23.37029838562012
China,1993,144.03,0.6082876324653625,24.08812522888184
China,1994,146.08,0.6370964646339417,25.95608711242676
China,1995,149.02,0.6512832045555115,28.48554229736328
China,1996,158.52,0.7297999858856201,29.23850440979004
China,1997,160.13,0.8237371444702148,29.046579360961918
China,1998,160.18,0.8446362614631653,27.88468742370605
China,1999,160.22,0.9142637252807616,28.553918838500977
China,2000,162.62,0.98690265417099,29.614002227783203
China,2001,164.83,1.1004327535629272,31.37482643127441
China,2002,166.866,1.1850451231002808,33.5063591003418
China,2003,169.585,1.2704557180404663,39.57948684692383
China,2004,174.05100000000002,1.504300832748413,46.34542846679688
China,2005,181.3529,1.7894867658615112,51.98756408691406
China,2006,184.7657,2.1244893074035645,55.6183967590332
China,2007,186.3182,2.5122478008270264,60.25991439819336
China,2008,190.4396,2.9135398864746094,62.45741653442383
China,2009,189.49,3.0938310623168945,64.38726806640625
China,2010,203.014,3.475602626800537,69.72209930419922
China,2011,202.8755,3.8219618797302246,77.5262451171875
China,2012,207.478,4.013210773468018,78.44149017333984
China,2013,209.959285,4.385185718536377,79.32289123535156
China,2014,211.429,4.722510814666748,78.05074310302734
China,2015,214.56,4.884079456329346,76.58625030517578
China,2016,199.685,4.965898036956787,70.81643676757812
China,2017,191.506,5.371181488037109,73.17399597167969
China,2018,189.324,5.8110785484313965,76.87062072753906
China,2019,191.628,6.362691879272461,79.7559814453125
China,2020,194.769,6.984332084655762,80.5137710571289
China,2021,198.881,7.531808853149414,83.44071197509766
China,2022,204.722,7.986291885375977,91.31627655029295
China,2023,209.026,8.433300971984863,93.09845733642578
Colombia,1990,23.373465243568692,0.1412855982780456,0.5912984013557434
Colombia,1991,22.578194954470817,0.1399013996124267,0.5786739587783813
Colombia,1992,23.268770980743398,0.143312394618988,0.6326673626899719
Colombia,1993,24.03173839379012,0.1403055042028427,0.6272650957107544
Colombia,1994,24.12090794645967,0.1447362005710601,0.6547673940658569
Colombia,1995,31.015584863412453,0.1517363935708999,0.7436007857322693
Colombia,1996,33.360582206299455,0.163686603307724,0.8540720343589783
Colombia,1997,34.83770351296213,0.2042640000581741,0.9458810091018676
Colombia,1998,40.40885995422202,0.2336238026618957,0.969541072845459
Colombia,1999,43.70583773697568,0.2049444019794464,0.9462276697158812
Colombia,2000,36.28311688311688,0.2064890712499618,1.1047700643539429
Colombia,2001,31.81240981240981,0.2138037532567978,1.2685555219650269
Colombia,2002,30.44300144300145,0.215952530503273,1.140663504600525
Colombia,2003,28.494227994228,0.206999272108078,1.445257544517517
Colombia,2004,27.9010303030303,0.2208535224199295,1.556754469871521
Colombia,2005,27.71270764790765,0.2320683896541595,1.7239490747451782
Colombia,2006,27.778381673881675,0.2435285598039627,1.903693914413452
Colombia,2007,27.97247936507937,0.2612838447093963,2.010404109954834
Colombia,2008,31.036497402597405,0.313879132270813,2.1139376163482666
Colombia,2009,35.32037243867244,0.3640255033969879,2.0939583778381348
Colombia,2010,41.391136940836944,0.3903619647026062,2.1383275985717773
Colombia,2011,48.20658311688312,0.3796504735946655,2.4677212238311768
Colombia,2012,49.86257388167388,0.4149233102798462,2.584944009780884
Colombia,2013,53.189490471774896,0.4760451316833496,2.475105762481689
Colombia,2014,52.16282159649166,0.4439820349216461,2.5719456672668457
Colombia,2015,52.9631556998557,0.4179713726043701,2.4877257347106934
Colombia,2016,46.78770947763348,0.4317162334918976,2.624368906021118
Colombia,2017,44.98190211226551,0.4230891168117523,2.632598400115967
Colombia,2018,45.58449622653811,0.4455482065677643,2.498568296432495
Colombia,2019,46.656255394949504,0.4542559087276459,2.4717464447021484
Colombia,2020,41.251981477633485,0.4483811259269714,1.5651758909225464
Colombia,2021,38.78354978354979,0.4523919224739074,1.7009859085083008
Colombia,2022,39.727219336219335,0.447562038898468,1.6668635606765747
Colombia,2023,40.937374259944704,0.4342032074928283,1.5688127279281616
Czech Republic,1990,,,1.5194106101989746
Czech Republic,1991,,,1.4199751615524292
Czech Republic,1992,,,1.3153634071350098
Czech Republic,1993,,,1.2877085208892822
Czech Republic,1994,,,1.1766319274902344
Czech Republic,1995,,,1.139923334121704
Czech Republic,1996,,,1.1535605192184448
Czech Republic,1997,,,1.1709966659545898
Czech Republic,1998,,,1.0928105115890503
Czech Republic,1999,,,0.9685529470443726
Czech Republic,2000,,,1.0487347841262815
Czech Republic,2001,,,1.0612313747406006
Czech Republic,2002,,,1.0155024528503418
Czech Republic,2003,,,1.0209600925445557
Czech Republic,2004,,,0.9800258874893188
Czech Republic,2005,,,0.9868276715278624
Czech Republic,2006,,,0.9990358352661132
Czech Republic,2007,,,0.9966260194778442
Czech Republic,2008,,,0.9539702534675598
Czech Republic,2009,,,0.8730862736701965
Czech Republic,2010,,,0.8724336624145508
Czech Republic,2011,,,0.8798538446426392
Czech Republic,2012,,,0.8492540121078491
Czech Republic,2013,,,0.7443298697471619
Czech Republic,2014,,,0.711537778377533
Czech Republic,2015,,,0.7083186507225037
Czech Republic,2016,,,0.6744804382324219
Czech Republic,2017,,,0.6398431062698364
Czech Republic,2018,,,0.6156327128410339
Czech Republic,2019,,,0.5624803900718689
Czech Republic,2020,,,0.4274655282497406
Czech Republic,2021,,,0.4408049285411834
Czech Republic,2022,,,0.477627545595169
Czech Republic,2023,,,0.4049476385116577
Denmark,1990,5.89652870493992,0.1177316084504127,
Denmark,1991,6.919893190921228,0.1479176431894302,
Denmark,1992,7.6718291054739645,0.1540763825178146,
Denmark,1993,8.186915887850466,0.1690304428339004,
Denmark,1994,9.015353805073431,0.1831451803445816,
Denmark,1995,9.064085447263016,0.1983061879873275,
Denmark,1996,10.163951935914552,0.240966796875,
Denmark,1997,11.208277703604807,0.2949808537960052,
Denmark,1998,11.598130841121495,0.2839211821556091,
Denmark,1999,14.570761014686248,0.2910600900650024,
Denmark,2000,17.738050734312417,0.3059815168380737,
Denmark,2001,16.958611481975968,0.3145805895328522,
Denmark,2002,18.07943925233645,0.3152540326118469,
Denmark,2003,17.93324432576769,0.2985641360282898,
Denmark,2004,19.057409879839785,0.3539543151855469,
Denmark,2005,18.51683,0.3928683400154114,
Denmark,2006,16.83866,0.3903465270996094,
Denmark,2007,15.168849,0.3461461365222931,
Denmark,2008,14.035467,0.3776441514492035,
Denmark,2009,12.902931,0.3152430653572082,
Denmark,2010,12.156576,0.3072938024997711,
Denmark,2011,10.94062,0.2468564212322235,
Denmark,2012,9.979991,0.2156830132007599,
Denmark,2013,8.682906000000001,0.1790490746498108,
Denmark,2014,8.130409,0.1728235632181167,
