Country,Year,Oil_Electricity,Gas_Electricity,Coal_Electricity
Kazakhstan,2001,2.3313942368459903,5.887643266178039,39.083826596975975
Russian Federation,2001,30.01998961931734,376.7438697248532,168.77294163960843
Other CIS,2001,12.617,89.7782674,2.697
Total CIS,2001,44.96838385616333,472.4097803910312,210.5537682365844
Iran,2001,33.47415444083547,89.50114555916454,0.472
Saudi Arabia,2001,69.43834736803316,76.6548643692313,0.0
United Arab Emirates,2001,0.0027066858789625,43.16929331412104,0.0
Other Middle East,2001,91.517525,60.195,32.898
Total Middle East,2001,194.4327334947476,269.5203032425169,33.370000000000005
Egypt,2001,17.64775978221416,48.47134021778585,0.0
South Africa,2001,0.0,0.0,195.29910038366395
Other Africa,2001,29.77131957824035,52.507000000000005,19.181285598627635
Total Africa,2001,47.41907936045451,100.97834021778586,214.4803859822916
Australia,2001,2.245,24.5005,179.87735
China,2001,48.517,4.934,1129.1425004808082
India,2001,26.791,55.934000000000005,408.291
Indonesia,2001,13.165,33.087,37.713
Japan,2001,150.989739550549,251.74569444409545,249.17906278617752
Malaysia,2001,3.362,60.10968516200745,6.238
South Korea,2001,33.95925247880476,33.355885008090745,126.15825491110446
Taiwan,2001,25.967220318,20.518662906,95.066392699
Thailand,2001,2.6680240000000004,71.22877931500001,20.29602911
Vietnam,2001,4.757,4.423,3.218
Other Asia Pacific,2001,71.46920804620467,79.68993787205865,52.83321383986186
Total Asia Pacific,2001,383.8904443935584,639.5271447072524,2308.012803826952
Canada,2002,15.331290322580644,38.37451612903226,109.4132258064516
Mexico,2002,79.31532970303607,69.60067029696393,26.098
US,2002,101.68537096774192,743.016929032258,2090.9602559139785
Total North America,2002,196.33199099335863,850.9921154582541,2226.47148172043
Argentina,2002,0.759,40.705739914367925,0.811
Brazil,2002,13.520092845605726,12.405784913481872,9.1232
Other S. & Cent. America,2002,92.84624689879443,58.161963391974055,12.65354324189839
Total S. & Cent. America,2002,107.1253397444002,111.27348821982385,22.58774324189839
France,2002,5.767,18.369,26.991
Germany,2002,8.700000000000001,56.3,292.6
Italy,2002,87.764,99.414,40.468
Netherlands,2002,2.363,55.132205000000006,28.988
Poland,2002,2.376,2.198,135.005
Spain,2002,28.593,32.386,82.45700000000001
Turkey,2002,10.7438,52.496500000000005,32.1491
Ukraine,2002,0.81,30.494,54.629
United Kingdom,2002,4.7989949556177445,152.27748439721154,124.278613890802
Other Europe,2002,52.46882425147951,112.9243258361304,276.8812458712999
Total Europe,2002,204.38461920709727,611.991515233342,1094.446959762102
Kazakhstan,2002,3.0703173402733963,6.228615118822292,40.14207474090431
Russian Federation,2002,27.415037403017667,384.77259514050377,170.35866054260563
Other CIS,2002,11.792000000000002,90.6121606,2.708
Total CIS,2002,42.27735474329106,481.6133708593261,213.20873528351
Iran,2002,31.62621406589628,98.04048593410371,0.516
Saudi Arabia,2002,68.39923914356771,86.5067201951245,0.0
United Arab Emirates,2002,0.0029016210374639,46.85309837896254,0.0
Other Middle East,2002,101.7071232,60.791569,35.074
Total Middle East,2002,201.7354780305015,292.1918735081907,35.59
Egypt,2002,14.577297616237905,57.4507023837621,0.0
South Africa,2002,0.0,0.0,204.016300533907
Other Africa,2002,32.375011309342,58.505,18.92894826739304
Total Africa,2002,46.95230892557992,115.9557023837621,222.94524880130004
Australia,2002,2.0535,30.552650000000003,171.8623
China,2002,50.704,4.194,1282.5674984626264
India,2002,27.929,62.885,426.701
Indonesia,2002,19.84394659481115,29.26205340518886,42.929
Japan,2002,170.17085793706786,248.64798235266449,260.11985971026763
Malaysia,2002,5.211,60.01296,9.559
South Korea,2002,28.76329987813969,42.49676231150025,136.09400903566006
Taiwan,2002,21.067497658,26.234255616,102.810586315
Thailand,2002,2.120368,78.91024132000001,19.291505838
Vietnam,2002,4.386,8.334,4.878
Other Asia Pacific,2002,63.65792373487822,95.9150261749556,50.932775774850384
Total Asia Pacific,2002,395.90739380289705,687.444931180309,2507.745535136404
Canada,2003,19.139462365591395,38.32397849462365,108.41505376344084
Mexico,2003,70.80378806100757,80.58321193899243,30.898
US,2003,128.39316451612902,698.8253107526882,2139.0718
Total North America,2003,218.336414942728,817.7325011863044,2278.384853763441
Argentina,2003,1.011,47.747248902313885,0.937
Brazil,2003,10.835175,13.11,9.013
Other S. & Cent. America,2003,94.28388451646128,61.16406274946546,15.903281233476813
Total S. & Cent. America,2003,106.1300595164613,122.02131165177936,25.85328123347681
France,2003,7.096,19.368,29.266
Germany,2003,10.251643455177028,62.59258807499151,304.62672725999994
Italy,2003,75.987,117.301,44.117
Netherlands,2003,2.493,56.172989,29.742
Poland,2003,2.456,2.4250000000000003,142.848
Spain,2003,24.002,39.368,75.955
Turkey,2003,9.1962,63.536,32.252900000000004
Ukraine,2003,0.65,34.24,54.643
United Kingdom,2003,4.594112124345547,148.8826731245491,138.45872557649628
Other Europe,2003,46.6963843882312,125.24279813282774,303.78435702606305
Total Europe,2003,183.42233996775377,669.1290483323681,1155.6937098625594
Kazakhstan,2003,2.5940386087652287,6.820101508010355,45.82768208322442
Russian Federation,2003,27.119130711739267,406.8199657033245,172.23623455167325
Other CIS,2003,12.999040722221016,90.8028438134656,2.3196901111106576
Total CIS,2003,42.71221004272551,504.4429110248004,220.3836067460083
Iran,2003,31.706260890047904,109.8511391099521,0.472
Saudi Arabia,2003,75.2246401819437,91.36294898329804,0.0
United Arab Emirates,2003,0.0030405403458213,49.44695945965418,0.0
Other Middle East,2003,98.47454139999998,62.961692000000006,36.055
Total Middle East,2003,205.40848301233737,313.6227395529043,36.527
Egypt,2003,14.935810844525497,64.0246891554745,0.0
South Africa,2003,0.0,0.0011097222399059,217.32817895718964
Other Africa,2003,33.62265386226097,59.96000000000001,17.736147656692996
Total Africa,2003,48.55846470678646,123.9857988777144,235.06432661388263
Australia,2003,1.52485,30.14735,173.606
China,2003,54.825,5.155,1519.9681357030304
India,2003,31.086,72.802,441.472
Indonesia,2003,23.15383344586331,27.954166554136684,46.459
Japan,2003,182.61670842286,269.266328860263,287.9628687168772
Malaysia,2003,3.4153,60.3925,13.435
South Korea,2003,28.072306981236277,45.06684359091824,137.77869523684546
Taiwan,2003,19.413985291000003,28.361154832,112.335397741
Thailand,2003,2.509575,85.68782651000001,19.301379904
Vietnam,2003,2.658,12.044,7.237
Other Asia Pacific,2003,48.99476037323829,113.99972783965572,56.88430869957937
Total Asia Pacific,2003,398.2703195141979,750.8768981869737,2816.439786001333
Canada,2004,19.023118279569893,39.950537634408605,98.70086021505377
Mexico,2004,73.93316469550625,92.37283530449376,23.798
US,2004,130.26350215053765,763.548405376344,2143.60535483871
Total North America,2004,223.2197851256138,895.8717783152464,2266.104215053764
Argentina,2004,4.039,55.20938965240033,1.678
Brazil,2004,12.33908335116279,19.26391022054043,10.3710334
Other S. & Cent. America,2004,90.84427741122978,64.42949754982047,17.96305929935252
Total S. & Cent. America,2004,107.22236076239258,138.9027974227612,30.01209269935252
France,2004,6.5280000000000005,21.049,27.235
Germany,2004,10.672479891261789,62.66868267628198,298.76080676
Italy,2004,58.891,129.772,50.9
Netherlands,2004,2.431,60.498005,28.135
Poland,2004,2.914,3.225,143.2456
Spain,2004,26.802,55.46,80.32300000000001
Turkey,2004,7.670299999999999,62.241800000000005,34.4476
Ukraine,2004,0.5700000000000001,37.524,45.128
United Kingdom,2004,4.6437795449292665,157.06486700778686,131.7875673999738
Other Europe,2004,41.81273402570699,127.752655762664,287.4868870468662
Total Europe,2004,162.93529346189794,717.2560104467328,1127.4494612068402
Kazakhstan,2004,1.1809539516692706,7.148721253584772,50.55602869474597
Russian Federation,2004,23.91891925645772,422.5592377860584,160.85453194180548
Other CIS,2004,11.433523499998948,99.53446329481788,2.8664953888882345
Total CIS,2004,36.533396708125935,529.2424223344611,214.2770560254397
Iran,2004,35.68856993315384,114.61113006684616,0.476
Saudi Arabia,2004,74.66568824228897,98.73897340407866,0.0
United Arab Emirates,2004,0.0027425360230547,52.41425746397695,0.0
Other Middle East,2004,98.9151782,72.447371,36.896
Total Middle East,2004,209.27217891146583,338.21173193490165,37.372
Egypt,2004,10.46805426523466,74.44771455196964,0.0
South Africa,2004,0.0,0.003326000065651,226.2022122573353
Other Africa,2004,36.06525134737442,66.69400000000002,19.03437947208362
Total Africa,2004,46.53330561260909,141.14504055203528,245.23659172941893
Australia,2004,2.11485,27.36115,178.9607
China,2004,65.534,7.46,1722.4212222222222
India,2004,28.269,76.577,463.005
Indonesia,2004,28.82920625626324,26.76079374373677,48.211
Japan,2004,167.1737784065076,254.10398458592115,291.0915968842838
Malaysia,2004,2.78574,63.8799,22.627
South Korea,2004,25.87659358692579,62.72740370250334,142.3791249619158
Taiwan,2004,17.485681331,36.158744309,115.331464027
Thailand,2004,5.700621,90.289051077,20.404479068
Vietnam,2004,1.685,19.533,7.173
Other Asia Pacific,2004,49.76055407373524,125.26752903249542,57.32417854423275
Total Asia Pacific,2004,395.21502465443183,790.1185564506567,3068.928765707654
Canada,2005,16.444086021505377,36.42903225806451,101.59462365591398
Mexico,2005,72.68556834978725,86.48043165021276,32.81
US,2005,131.42474946236558,818.2368322580644,2178.8571935483874
Total North America,2005,220.5544038336582,941.1462961663416,2313.261817204301
Argentina,2005,5.746,55.6996785359573,2.18
Brazil,2005,11.737390748240506,18.81127385793515,10.681764351654325
Other S. & Cent. America,2005,96.66969937578163,64.57780194479355,17.62123554491255
Total S. & Cent. America,2005,114.15309012402214,139.08875433868602,30.482999896566877
France,2005,7.925,23.069,30.705
Germany,2005,11.85872588816535,72.19164312958303,288.14260889
Italy,2005,47.124,149.259,49.443
Netherlands,2005,2.262,58.207785,26.928
Poland,2005,2.757,5.165,143.4932
Spain,2005,29.414,79.011,80.767
Turkey,2005,5.4825,73.44489999999999,43.1925
Ukraine,2005,0.586,34.157000000000004,50.013
United Kingdom,2005,5.338157313058781,152.64174212305596,134.6369879450628
Other Europe,2005,43.63729398063396,129.07814486157238,271.7301003501048
Total Europe,2005,156.38467718185808,776.2252151142112,1119.0513971851676
Kazakhstan,2005,2.6341910002650395,7.261796778761813,50.16777212097313
Russian Federation,2005,21.25445262513165,440.0667401098988,165.73524560659138
Other CIS,2005,9.109377138888291,101.525177260415,2.156177055555042
Total CIS,2005,32.99802076428498,548.8537141490757,218.05919478311955
Iran,2005,37.40267014824913,124.58442985175088,0.5710000000000001
Saudi Arabia,2005,83.12307298667109,107.93188292579396,0.0
United Arab Emirates,2005,0.0029038616714697,60.69509613832853,0.0
Other Middle East,2005,93.8416288933428,90.0708949066572,36.13
Total Middle East,2005,214.37027588993448,383.28230382253054,36.701
Egypt,2005,15.002601132104774,76.7896031689705,0.0
South Africa,2005,0.0,0.0859389963050082,228.8901666526074
Other Africa,2005,37.56585041910558,74.85069999999999,19.989484968030418
Total Africa,2005,52.56845155121035,151.7262421652755,248.87965162063784
Australia,2005,2.9495,23.2644,182.97535
China,2005,50.513,12.142,1980.147939393939
India,2005,25.366,75.467,478.485
Indonesia,2005,36.68780196648336,21.696998033516653,51.825
Japan,2005,182.59453933147333,249.87068882090372,315.1350003162182
Malaysia,2005,2.66625,63.89125,25.231
South Korea,2005,23.61340015408795,64.0625234119628,149.3715749641842
Taiwan,2005,17.20078167,38.915808187,120.044189019
Thailand,2005,7.81685,94.46762246600002,20.614304654
Vietnam,2005,2.1670000000000003,22.319,11.007
Other Asia Pacific,2005,51.03346952167501,134.53863166590256,59.79766392740363
Total Asia Pacific,2005,402.6085926437197,800.6359225852857,3394.6340222747463
Canada,2006,10.318279569892471,39.762365591397845,94.36451612903224
Mexico,2006,53.83852341782679,116.05747658217322,31.737
US,2006,68.9961440860215,877.8933010752688,2155.578433333333
Total North America,2006,133.15294707374076,1033.71314324884,2281.6799494623656
Argentina,2006,8.036,56.39931298841356,1.994
Brazil,2006,12.396898225013796,18.258215,10.465851
Other S. & Cent. America,2006,100.72202927695564,63.083540480956536,23.21821836679789
Total S. & Cent. America,2006,121.15492750196942,137.7410684693701,35.67806936679789
France,2006,7.133,21.76,26.404
Germany,2006,10.783460446835196,74.72628431702626,288.93254471000006
Italy,2006,45.875,158.079,50.458
Netherlands,2006,2.095,57.075274,26.508
Poland,2006,2.908,4.58,148.87920000000005
Spain,2006,24.158,90.57,67.978
Turkey,2006,4.3404,80.6912,46.6495
Ukraine,2006,0.6950000000000001,24.45,64.94200000000001
United Kingdom,2006,6.173006517381215,140.82823702306354,148.850020961325
Other Europe,2006,39.870543417171845,136.80114113813875,292.57655107656814
Total Europe,2006,144.03141038138824,789.5611364782287,1162.177816747893
Kazakhstan,2006,6.574171903275995,8.004426858651724,49.32179203807228
Russian Federation,2006,24.23687220373619,455.2484207791563,177.77253465513502
Other CIS,2006,10.43600605555482,106.0174880905279,2.8115293333326377
Total CIS,2006,41.24705016256701,569.2703357283359,229.90585602653996
Iran,2006,49.11074013940838,125.12085986059162,0.5640000000000001
Saudi Arabia,2006,91.76326971623166,104.54817220260686,0.0
United Arab Emirates,2006,0.0030405403458213,62.43495945965418,0.0
Other Middle East,2006,92.1805404004684,108.00084859953162,35.737
Total Middle East,2006,233.05759079645424,400.1048401223843,36.301
Egypt,2006,15.210614640894212,83.05987460641761,0.0
South Africa,2006,0.0,0.0195363899832334,237.4717443775613
Other Africa,2006,40.14637647981163,81.4584,18.503699195883183
Total Africa,2006,55.35699112070586,164.53781099640082,255.9754435734445
Australia,2006,2.9755000000000003,27.2879,185.76435
China,2006,37.917,23.819,2302.4211818181816
India,2006,19.07686913964262,74.70422107875581,505.4645697816016
Indonesia,2006,34.1817497553018,23.948450244698208,58.667
Japan,2006,152.30667378557231,276.5795801212871,307.4925410309023
Malaysia,2006,2.287868,67.388112,26.626
South Korea,2006,21.27343438771415,74.30073437366742,152.86904129582538
Taiwan,2006,19.846587052000004,40.109722067,124.048803465
Thailand,2006,7.885362,94.43845636,24.468379552
Vietnam,2006,1.404,24.502,12.235
Other Asia Pacific,2006,58.47060983408913,137.49810212534516,61.251738666961465
Total Asia Pacific,2006,357.62565395432006,864.5762783707537,3761.308605610472
Canada,2007,12.008602150537635,42.2494623655914,104.57634408602148
Mexico,2007,51.5414570024524,128.7855429975476,31.566
US,2007,70.68707311827957,964.0750440860214,2182.697782795699
Total North America,2007,134.23713227126962,1135.1100494491604,2318.84012688172
Argentina,2007,10.97,60.17533855409158,2.341
Brazil,2007,13.297880156332967,15.496593949181264,10.078109134642665
Other S. & Cent. America,2007,110.57032279616992,64.33461526175054,26.302174331263448
Total S. & Cent. America,2007,134.83820295250288,140.00654776502338,38.72128346590611
France,2007,6.163,21.987,28.197
Germany,2007,9.82719249826714,77.45467275421194,297.11080033
Italy,2007,35.409,172.64600000000002,49.757
Netherlands,2007,2.219,60.888077,28.466
Poland,2007,2.794,4.483,145.9615
Spain,2007,18.832,94.799,74.08500000000001
Turkey,2007,6.526800000000001,95.0248,53.4309
Ukraine,2007,0.639,22.448,70.037
United Kingdom,2007,5.0482968689717485,165.79308325185224,135.9439242275643
Other Europe,2007,37.438028827698666,142.40414633032037,295.06307766891086
Total Europe,2007,124.89631819493756,857.9277793363842,1178.0522022264754
Kazakhstan,2007,7.153355606931474,5.049662858871499,56.24652203419704
Russian Federation,2007,17.31984791730171,489.1374689203707,170.72220522220871
Other CIS,2007,6.268730055555021,107.95421333333456,2.7296026111104403
Total CIS,2007,30.741933579788206,602.1413451125767,229.6983298675162
Iran,2007,45.70159543124554,138.75440456875447,0.5750000000000001
Saudi Arabia,2007,101.724925662942,102.70881703225209,0.0
United Arab Emirates,2007,0.0031772190201729,78.75782278097982,0.0
Other Middle East,2007,100.26054407110564,115.72425792889436,37.249
Total Middle East,2007,247.6902423843133,435.9453023108807,37.824000000000005
Egypt,2007,15.774240940911003,89.21160314511052,0.0
South Africa,2007,1.153,0.0859389963050082,244.61584132781095
Other Africa,2007,41.80431283733352,85.681,17.948922378897574
Total Africa,2007,58.73155377824452,174.97854214141552,262.56476370670856
Australia,2007,3.4755000000000003,33.40285000000001,185.48615
China,2007,28.094,33.907000000000004,2656.7017070707075
India,2007,13.36339,90.0469375,533.26517
Indonesia,2007,35.39404241435565,24.801957585644374,63.902
Japan,2007,182.6729091865164,292.82188179181446,313.0113612018818
Malaysia,2007,2.7134750000000003,67.945414,30.856
South Korea,2007,22.59356387874137,83.94615962369016,169.96411497295853
Taiwan,2007,16.823862699000003,45.033233559,128.462814509
Thailand,2007,2.994809,98.243470633,30.881112347
Vietnam,2007,2.656,26.618,12.357
Other Asia Pacific,2007,63.82577980788999,141.1114127300156,63.255274578152445
Total Asia Pacific,2007,374.6073319865035,937.8783174231648,4188.142704679701
Canada,2008,9.778494623655911,38.63333333333333,98.26129032258063
Mexico,2008,52.876,131.273,21.343
US,2008,49.72323870967742,949.4415043010752,2147.8581967741934
Total North America,2008,112.37773333333334,1119.3478376344085,2267.4624870967737
Argentina,2008,14.37,65.41147725617337,1.937
Brazil,2008,17.460723127180856,28.77826547129201,11.958453818146594
Other S. & Cent. America,2008,111.75830243215148,62.835809742477984,26.488441196881748
Total S. & Cent. America,2008,143.5890255593323,157.0255524699434,40.38389501502834
France,2008,5.348,21.884,26.434
Germany,2008,9.499675829133322,88.47563398525938,275.20795783
Italy,2008,31.459,172.697,48.617
Netherlands,2008,2.065,64.563171,26.814
Poland,2008,2.726,4.679,140.612
Spain,2008,18.309,120.798,49.973
Turkey,2008,7.5185,98.6853,57.7156
Ukraine,2008,0.982,19.313,70.629
United Kingdom,2008,6.7087710343056175,176.21901877964078,124.38136295716068
Other Europe,2008,34.56163042274748,142.98617726512472,280.1890865447835
Total Europe,2008,119.17757728618643,910.300301030025,1100.5730073319442
Kazakhstan,2008,3.0808860975750334,8.208360817110625,61.598716485314334
Russian Federation,2008,16.095041855316726,494.4408051723094,196.6395547684868
Other CIS,2008,3.673495555555325,117.32446605555634,2.6749843888883387
Total CIS,2008,22.849423508447085,619.9736320449764,260.9132556426894
Iran,2008,67.39665546546682,135.05934453453318,0.39
Saudi Arabia,2008,103.49155208083624,100.70844791916376,0.0
United Arab Emirates,2008,0.0032959726224783,80.45970402737753,0.0
Other Middle East,2008,103.3316538356116,133.5561001643884,35.35
Total Middle East,2008,274.22315735453714,449.78359664546286,35.74
Egypt,2008,17.90779855214912,94.85729822204442,0.0
South Africa,2008,0.143,0.0859389963050082,240.52764149148888
Other Africa,2008,45.42496887044503,89.74340000000001,17.06060826599042
Total Africa,2008,63.47576742259415,184.68663721834943,257.58824975747933
Australia,2008,3.723,36.3081,184.23995
China,2008,18.809,34.566,2708.913
India,2008,15.266355,85.88126000000001,573.1229875
Indonesia,2008,40.28728786296898,27.763132137031,61.49334
Japan,2008,170.04617862021144,322.1651639097887,330.96815429288137
Malaysia,2008,2.504106,71.480844,31.029
South Korea,2008,13.6972396879602,81.03699252316923,189.89971446670157
Taiwan,2008,15.038686694,48.511804121,122.201790846
Thailand,2008,1.013365,104.457920965,30.837639902000003
Vietnam,2008,1.569,31.062,12.288300000000005
Other Asia Pacific,2008,64.24489571022845,143.45542415568167,62.62996133636115
Total Asia Pacific,2008,346.19911457536904,986.6886418116708,4307.623838343945
Canada,2009,9.770967741935484,44.05483870967742,82.45483870967742
Mexico,2009,48.777,138.156,29.442
US,2009,41.86722043010752,990.2996569892472,1899.5014623655916
Total North America,2009,100.415188172043,1172.5104956989246,2011.3983010752688
Argentina,2009,14.276,61.70198519567564,1.755
Brazil,2009,14.41922589495667,13.33179,9.965511487720097
Other S. & Cent. America,2009,116.83246770487952,71.21456615123644,27.20111344797608
Total S. & Cent. America,2009,145.52769359983617,146.2483413469121,38.92162493569617
France,2009,4.724,20.503,24.019
Germany,2009,9.882357232490508,80.2720756039735,253.44594142
Italy,2009,26.02,147.27,43.446
Netherlands,2009,1.487,68.494439,26.607
Poland,2009,2.723,4.787,134.873
Spain,2009,20.07482819964318,109.58854166666666,36.8640271406818
Turkey,2009,4.803526,96.0947,55.6851
Ukraine,2009,1.694,11.688,65.19500000000001
United Kingdom,2009,5.994552762729593,166.49866362675408,103.03803071742502
Other Europe,2009,30.93555054222496,141.140754135574,264.4030027116798
Total Europe,2009,108.33881473708828,846.3371740329684,1007.5761019897866
Kazakhstan,2009,0.884234163823419,12.86040570619649,58.1053875299801
Russian Federation,2009,16.048168818936535,469.8293997766106,164.39030530012562
Other CIS,2009,7.186766249999774,104.515476611112,2.8680957638882325
Total CIS,2009,24.11916923275973,587.2052820939192,225.36378859399397
Iran,2009,65.06631853854131,149.4134814614587,0.376
Saudi Arabia,2009,123.21808629513887,94.08791370486114,0.0
United Arab Emirates,2009,0.0032242723342939,85.6884217276657,0.0
Other Middle East,2009,102.9206165344548,150.83250446554524,34.353
Total Middle East,2009,291.2082456404693,480.0223213595308,34.729
Egypt,2009,20.71679901548622,98.7385396941912,0.0
South Africa,2009,0.049,0.0067874999010757,231.9991931509154
Other Africa,2009,47.88415848137093,93.80381159,15.800262825130206
Total Africa,2009,68.64995749685716,192.54913878409232,247.7994559760456
Australia,2009,3.2474000000000003,41.1229,182.02235
China,2009,12.124,56.558880000000016,2911.5204221668005
India,2009,13.08314,104.367325,611.1145774999999
Indonesia,2009,29.742325171288744,40.39608482871126,65.91335000000001
Japan,2009,104.45609978352154,322.1584728656632,309.6131184543426
Malaysia,2009,2.6706220000000003,67.34612,37.644
South Korea,2009,18.175668900337037,70.60487440826044,208.37234011139552
Taiwan,2009,9.402803989,47.280633435000006,120.667963622
Thailand,2009,0.4933019999999999,106.34331027500002,29.808062895000003
Vietnam,2009,1.785,36.358,12.449399999999994
Other Asia Pacific,2009,69.18131243519778,143.0444651584085,63.199625650632825
Total Asia Pacific,2009,264.36167427934504,1035.5810659710437,4552.325210400171
Canada,2010,6.896774193548386,51.3021505376344,84.03118279569892
Mexico,2010,43.76321232757997,147.07175619375874,32.387
US,2010,39.85055161290322,1062.0400365591397,1998.497920430108
Total North America,2010,90.51053813403158,1260.4139432905329,2114.916103225806
Argentina,2010,16.663,63.80534449732792,3.013
Brazil,2010,15.71815077430892,36.475562536207335,11.2899712539721
Other S. & Cent. America,2010,112.52111146431116,84.24742985433085,29.61749837431669
Total S. & Cent. America,2010,144.9022622386201,184.5283368878661,43.92046962828879
France,2010,5.523,23.758,26.315
Germany,2010,8.577976593170419,88.76407639672472,262.89490302
Italy,2010,21.714,152.737,44.465
Netherlands,2010,1.253,73.57777800000001,25.8
Poland,2010,2.892,4.798,138.383
Spain,2010,17.13645970533593,97.20825416666666,24.184286952068923
Turkey,2010,2.18,98.1437,55.0464
Ukraine,2010,0.8220000000000001,15.703,69.76
United Kingdom,2010,4.805436501432261,175.6534073618575,107.5942353762891
Other Europe,2010,27.61502129001552,154.35013604130484,265.3786760922702
Total Europe,2010,92.51889408995412,884.6933519665538,1019.8215014406284
Kazakhstan,2010,0.6200039240190823,7.347046499626124,66.65742187635479
Russian Federation,2010,9.312085299990123,520.5337681613573,166.09552145796388
Other CIS,2010,1.9204433333331004,114.21331630555628,2.254046236110606
Total CIS,2010,11.852532557342307,642.0941309665398,235.00698957042928
Iran,2010,51.04517078119397,173.85097221880602,0.353
Saudi Arabia,2010,137.39171769673675,111.37770330326326,0.0
United Arab Emirates,2010,0.0032377161383285,93.92733828386169,0.0
Other Middle East,2010,103.17329126403956,169.43626873596048,34.289
Total Middle East,2010,291.6134174581086,548.5922825418914,34.642
Egypt,2010,19.939602797116084,110.10327354696994,0.0
South Africa,2010,0.197,0.8092999326509548,240.51390037491572
Other Africa,2010,45.09064912410916,107.997635564,16.92428394340978
Total Africa,2010,65.22725192122525,218.9102090436209,257.4381843183255
Australia,2010,3.1003000000000003,46.7908,176.01985
China,2010,14.856,77.72672,3233.5993499999995
India,2010,10.7799825,118.027315,642.9701325
Indonesia,2010,35.57116586410753,38.82597413589246,68.47707000000001
Japan,2010,101.16727868747526,321.85896896015424,312.74000359212675
Malaysia,2010,2.5384135000000003,65.223472,49.401
South Korea,2010,17.061931227966546,103.06534012103016,217.6333471271652
Taiwan,2010,11.130827756,60.245868749,122.35272431
Thailand,2010,0.599895,118.438151008,29.764004005000004
Vietnam,2010,2.532,44.68600000000001,15.878
Other Asia Pacific,2010,70.34990118106995,152.8752679704397,65.35424158157602
Total Asia Pacific,2010,269.6876957166193,1147.7638779445165,4934.1897231158655
Canada,2011,6.031182795698924,60.74946236559139,77.6247311827957
Mexico,2011,48.83265,153.51636513183703,33.78163
US,2011,32.454026881720424,1089.9880956989248,1876.340005376344
Total North America,2011,87.31785967741935,1304.2539231963533,1987.7463665591397
Argentina,2011,18.992,67.86065701906976,2.911
Brazil,2011,14.184790348885391,25.09528349701085,12.59632459087259
Other S. & Cent. America,2011,112.67126783007338,82.50178662896207,32.39156876952045
Total S. & Cent. America,2011,145.84805817895878,175.45772714504267,47.89889336039304
France,2011,3.156,29.498,17.776
Germany,2011,7.023097541209628,85.67059787167807,262.46982529
Italy,2011,19.885,144.53900000000002,50.168
Netherlands,2011,1.406,67.946072,24.738
Poland,2011,2.453,5.821,141.571
Spain,2011,15.171,84.517,44.927
Turkey,2011,0.9036,104.0476,66.2179
Ukraine,2011,0.555,18.451,74.49566999999999
United Kingdom,2011,3.1189469939379224,146.49898670332828,108.44227186995468
Other Europe,2011,24.09134614991905,143.96731000293286,275.4013647095192
Total Europe,2011,77.76299068506663,830.9565665779393,1066.2070318694743
Kazakhstan,2011,0.5429933407417761,7.939902625211237,70.21913883404699
Russian Federation,2011,27.47237523169491,521.296402494206,165.0109613543818
Other CIS,2011,1.6608849722220325,118.4599649166674,2.473173361110554
Total CIS,2011,29.67625354465872,647.6962700360846,237.70327354953932
Iran,2011,81.8053694524889,142.331890580298,0.425
Saudi Arabia,2011,143.54327945965164,115.60398854034838,0.0
United Arab Emirates,2011,0.00311,99.113194,0.0
Other Middle East,2011,107.85277839738376,164.66320460261625,35.191
Total Middle East,2011,333.20453730952426,521.7122777232627,35.616
Egypt,2011,17.37867407050444,117.45479904777513,0.0
South Africa,2011,0.709,0.8779420365579095,241.49393376057697
Other Africa,2011,39.41345705239402,118.18276346100002,18.69195711096713
Total Africa,2011,57.501131122898464,236.51550454533307,260.18589087154413
Australia,2011,2.89815,48.7839,171.9845
China,2011,12.13,108.7669,3690.8661
India,2011,9.3527675,117.55915,701.25486
Indonesia,2011,41.1545791843393,39.16150081566069,81.08997000000001
Japan,2011,160.87688838412575,375.1785744563121,281.57710650862055
Malaysia,2011,9.403105999999998,55.7324634,52.302
South Korea,2011,15.278973379991648,114.31186798508288,222.87693506127937
Taiwan,2011,9.487809297,64.205590882,124.467954219
Thailand,2011,1.3308700000000002,108.261322207,31.711729168
Vietnam,2011,0.728862973760933,39.65014577259476,19.941690962099127
Other Asia Pacific,2011,68.97054290156312,151.10252421741654,70.2506985153126
Total Asia Pacific,2011,331.6125496207808,1222.7139397360663,5448.323544434313
Canada,2012,6.208602150537634,61.5494623655914,67.49139784946236
Mexico,2012,55.73320079504319,154.60024204798407,34.233000000000004
US,2012,24.934991397849465,1318.1657795698925,1640.7962688172042
Total North America,2012,86.87679434343029,1534.315483983468,1742.5206666666666
Argentina,2012,19.212,76.22908723286581,2.644
Brazil,2012,18.786203433913908,46.76016462295105,14.471256753892376
Other S. & Cent. America,2012,115.47809895891402,89.78837577773098,39.42996768860179
Total S. & Cent. America,2012,153.47630239282788,212.7776276335479,56.54522444249417
France,2012,6.934483646904977,24.83994142174917,18.00895753076815
Germany,2012,7.474523917388644,75.94881499004241,277.12728223
Italy,2012,18.89,129.058,54.141
Netherlands,2012,1.059,54.057456,27.313
Poland,2012,2.045,6.26,136.416
Spain,2012,15.321,73.308,55.991
Turkey,2012,1.6386999999999998,104.4992,68.01310000000001
Ukraine,2012,0.535,16.039,80.41717000000001
United Kingdom,2012,2.8912342340003656,100.16957002060948,142.79200183473648
