Date,Annual CO₂ emissions_global,Cluster,Exports of goods and services (% of GDP),Final consumption expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)",GDP per capita (current US$),Imports of goods and services (% of GDP),Population density (people per sq. km of land area),Urban population (% of total population),Adjusted savings: carbon dioxide damage (% of GDP),Adjusted savings: carbon dioxide damage (% of total population),Exports per capita (current US$),Imports per capita (current US$),"Foreign direct investment, net inflows per capita (BoP, current US$)"
1990-06-01,22919452750.0,2,40.47731022099533,73.52213470643112,1.6994018134371864,21562.010862339564,39.893296720877224,357.4658887149694,79.98290384615385,0.7452481072576416,144.7551903500238,8256.2799077677,7936.648828146542,294.426970636779
1990-06-01,22919452750.0,3,30.357047380090652,82.91202415900582,1.684761098964556,1447.7758879397938,39.24079171819388,88.56545154044964,47.74984591194969,3.5076461670178958,31.48951045923891,456.89019950420334,523.2451729247689,15.525129780472119
1990-07-01,22957545500.0,0,36.77970674650161,74.84587786691824,1.8483782284616543,5070.399876277171,37.55584703300589,142.16289703959902,64.78071428571428,2.6329490707562866,86.5054995937092,2220.9192530865203,2180.4032440250803,96.58541969440036
1990-07-01,22957545500.0,1,17.975207873148943,88.1345279434181,0.5931383709011598,491.30774591146695,27.221344301052653,66.85559706356166,27.496214285714284,1.310443172110505,6.802730051697651,100.11512804489787,135.96350751770262,2.527695910710132
1990-07-01,22957545500.0,2,40.39981794423621,73.6019311433358,1.6666911591089224,21603.693937745742,39.79857162154742,358.14752150858703,79.99838461538462,0.7495942173061514,145.8023077171684,8275.752573967418,7949.043367492371,288.9423523794451
1990-07-01,22957545500.0,3,30.327051785340284,83.0782488100378,1.7623677049781463,1429.3468798630545,39.21937558045298,88.7105017827683,47.78890566037736,3.777413191252407,31.48474554984932,454.9379749184957,521.9284018787233,15.63502455566385
1990-08-01,22995638250.0,0,36.726771907158806,74.96179565037848,1.8805508614260515,5074.285073494127,37.61988110209328,142.33462487008723,64.80763809523809,2.6512352687607463,86.70822722455215,2208.076158532892,2181.436125616718,99.93252862027576
1990-08-01,22995638250.0,1,17.85525142924053,88.0914231782477,0.5567578450978158,492.92463754847614,27.079242221355454,66.99455998157937,27.528837301587302,1.3132655693199595,6.818480126140173,99.77597841657852,136.21175710734195,2.6533891241963543
1990-08-01,22995638250.0,2,40.32232566747711,73.68172758024049,1.633980504780658,21645.377013151923,39.703846522217624,358.82915430220464,80.01386538461537,0.7539403273546613,146.84942508431297,8295.225240167138,7961.4379068382,283.45773412211116
1990-08-01,22995638250.0,3,30.29705619058991,83.24447346106979,1.839974310991736,1410.9178717863151,39.197959442712076,88.85555202508696,47.827965408805035,4.047180215486919,31.479980640459726,452.9857503327881,520.6116308326777,15.74491933085558
1990-09-01,23033731000.0,0,36.673837067815995,75.07771343383874,1.9127234943904488,5078.170270711082,37.683915171180665,142.50635270057543,64.8345619047619,2.669521466765206,86.91095485539506,2195.233063979264,2182.469007208356,103.27963754615115
1990-09-01,23033731000.0,1,17.735294985332118,88.0483184130773,0.5203773192944718,494.54152918548533,26.93714014165825,67.13352289959708,27.561460317460316,1.3160879665294143,6.834230200582695,99.43682878825918,136.46000669698128,2.7790823376825764
1990-09-01,23033731000.0,2,40.244833390718,73.76152401714519,1.6012698504523937,21687.060088558104,39.60912142288782,359.51078709582225,80.02934615384615,0.7582864374031713,147.89654245145752,8314.697906366857,7973.832446184028,277.9731158647772
1990-09-01,23033731000.0,3,30.267060595839542,83.41069811210177,1.9175809170053264,1392.488863709576,39.176543304971176,89.00060226740564,47.8670251572327,4.31694723972143,31.47521573107013,451.0335257470803,519.2948597866323,15.85481410604731
1990-10-01,23071823750.0,0,36.620902228473184,75.19363121729897,1.944896127354846,5082.055467928038,37.74794924026805,142.6780805310636,64.86148571428572,2.687807664769666,87.113682486238,2182.389969425636,2183.5018887999936,106.62674647202655
1990-10-01,23071823750.0,1,17.615338541423707,88.00521364790688,0.4839967934911278,496.15842082249446,26.795038061961048,67.2724858176148,27.59408333333333,1.318910363738869,6.849980275025218,99.09767915993983,136.70825628662058,2.9047755511687985
1990-10-01,23071823750.0,2,40.16734111395889,73.84132045404989,1.5685591961241292,21728.743163964285,39.51439632355802,360.19241988943986,80.04482692307693,0.7626325474516811,148.9436598186021,8334.170572566574,7986.226985529859,272.48849760744326
1990-10-01,23071823750.0,3,30.23706500108917,83.57692276313375,1.9951875230189162,1374.0598556328366,39.15512716723027,89.1456525097243,47.90608490566038,4.586714263955941,31.470450821680544,449.0813011613727,517.9780887405867,15.964708881239043
1990-11-01,23109916500.0,0,36.56796738913038,75.30954900075923,1.977068760319243,5085.940665144994,37.81198330935544,142.84980836155182,64.88840952380953,2.7060938627741256,87.31641011708095,2169.5468748720077,2184.534770391631,109.97385539790194
1990-11-01,23109916500.0,1,17.495382097515293,87.96210888273647,0.4476162676877838,497.77531245950365,26.652935982263852,67.4114487356325,27.62670634920635,1.3217327609483236,6.865730349467739,98.75852953162048,136.9565058762599,3.030468764655021
1990-11-01,23109916500.0,2,40.08984883719978,73.92111689095458,1.535848541795865,21770.426239370463,39.41967122422822,360.8740526830574,80.06030769230769,0.766978657500191,149.99077718574668,8353.643238766294,7998.621524875689,267.0038793501093
1990-11-01,23109916500.0,3,30.2070694063388,83.74314741416573,2.0727941290325065,1355.6308475560975,39.13371102948937,89.29070275204296,47.945144654088054,4.856481288190452,31.465685912290947,447.12907657566507,516.6613176945411,16.074603656430774
1990-12-01,23148009250.0,0,36.51503254978757,75.42546678421947,2.00924139328364,5089.8258623619495,37.876017378442825,143.02153619204003,64.91533333333334,2.7243800607785853,87.51913774792389,2156.70378031838,2185.5676519832687,113.32096432377736
1990-12-01,23148009250.0,1,17.37542565360688,87.91900411756608,0.41123574188443973,499.39220409651296,26.51083390256665,67.55041165365022,27.659329365079365,1.3245551581577781,6.881480423910261,98.41937990330113,137.2047554658992,3.156161978141243
1990-12-01,23148009250.0,2,40.01235656044067,74.00091332785927,1.5031378874676005,21812.109314776644,39.32494612489842,361.5556854766751,80.07578846153845,0.7713247675487008,151.03789455289126,8373.115904966013,8011.016064221519,261.51926109277537
1990-12-01,23148009250.0,3,30.17707381158843,83.90937206519772,2.1504007350460963,1337.2018394793581,39.11229489174846,89.43575299436164,47.98420440251572,5.1262483124249645,31.460921002901355,445.17685198995736,515.3445466484956,16.184498431622504
1991-01-01,23186102000.0,0,36.17713151878375,75.70305255814138,2.0414140262480376,5093.711059578905,37.63091151891134,138.99352309858483,64.94225714285714,2.742666258783045,87.72186537876682,2100.1548332353905,2142.335739903012,116.66807324965274
1991-01-01,23186102000.0,1,16.9662177940069,88.32767133303437,0.3811832193682425,495.45134498598895,26.841002372962933,67.68937457166791,27.69195238095238,1.3006663409278654,6.8972304983527835,95.72581394590021,136.8424010555215,3.281855191627465
1991-01-01,23186102000.0,2,39.93486428368157,74.08070976476397,1.4704272331393364,21853.792390182825,39.23022102556862,362.23731827029263,80.09126923076923,0.7756708775972108,152.08501192003584,8392.58857116573,8023.410603567348,256.03464283544145
1991-01-01,23186102000.0,3,30.147078216838054,84.0755967162297,2.185066178750643,1318.772831402619,39.09087875400756,93.57672770921228,48.0232641509434,5.2956622012488,31.046121439549005,443.2246274042497,514.02777560245,16.02024626400525
1991-02-01,23131274500.0,0,36.3446737806865,75.7337225796354,2.052938881773698,5117.245763556234,37.86123211901599,139.09401651791924,64.96676904761905,2.748131156495122,87.88950435056861,2108.5529669512575,2156.892764227538,117.89081251214347
1991-02-01,23131274500.0,1,16.921817074289734,88.40194798498327,0.3706333606623541,490.92789164197313,26.928823916169847,67.83269885070776,27.723646825396827,1.3037340373344841,6.852664133441164,94.99268263842056,135.85672135726128,3.154846616330185
1991-02-01,23131274500.0,2,39.935725626857604,74.11983006512803,1.4417675295393095,21951.263806640403,39.18414555598686,362.87356979465653,80.10758333333334,0.7741037462945755,152.37693942005586,8440.021642983449,8056.131762193024,251.84013143773112
1991-02-01,23131274500.0,3,30.27195386258419,84.27566912719507,2.142770289222105,1317.777709829334,39.28752265589517,93.72312818565753,48.05913993710692,5.6664998200409125,31.06820916393719,443.25118694281804,514.3713023341428,16.6576510380617
1991-03-01,23076447000.0,0,36.512216042589245,75.7643926011294,2.064463737299359,5140.780467533563,38.09155271912064,139.1945099372537,64.99128095238096,2.7535960542071987,88.0571433223704,2116.951100667124,2171.449788552064,119.11355177463419
1991-03-01,23076447000.0,1,16.877416354572567,88.47622463693219,0.36008350195646566,486.40443829795737,27.01664545937676,67.97602312974762,27.75534126984127,1.3068017337411029,6.808097768529545,94.2595513309409,134.87104165900107,3.027838041032906
1991-03-01,23076447000.0,2,39.93658697003364,74.15895036549206,1.4131078259392829,22048.735223097985,39.1380700864051,363.50982131902043,80.12389743589743,0.7725366149919402,152.6688669200759,8487.454714801164,8088.852920818698,247.64562004002076
1991-03-01,23076447000.0,3,30.39682950833032,84.47574153816043,2.1004743996935673,1316.7825882560494,39.48416655778277,93.86952866210275,48.09501572327044,6.037337438833023,31.090296888325376,443.2777464813865,514.7148290658357,17.295055812118147
1991-04-01,23021619500.0,0,36.67975830449199,75.79506262262342,2.0759885928250204,5164.3151715108925,38.3218733192253,139.29500335658813,65.01579285714286,2.7590609519192757,88.22478229417219,2125.349234382991,2186.00681287659,120.3362910371249
1991-04-01,23021619500.0,1,16.833015634855396,88.55050128888108,0.34953364325057723,481.88098495394155,27.10446700258367,68.11934740878746,27.787035714285715,1.3098694301477216,6.763531403617927,93.52642002346123,133.88536196074088,2.900829465735626
1991-04-01,23021619500.0,2,39.93744831320968,74.19807066585612,1.384448122339256,22146.206639555567,39.09199461682334,364.1460728433843,80.14021153846154,0.7709694836893048,152.96079442009594,8534.887786618883,8121.574079444374,243.45110864231043
1991-04-01,23021619500.0,3,30.52170515407645,84.6758139491258,2.0581785101650296,1315.7874666827647,39.680810459670376,94.01592913854799,48.13089150943396,6.408175057625135,31.112384612713562,443.30430601995494,515.0583557975285,17.932460586174592
1991-05-01,22966792000.0,0,36.847300566394736,75.82573264411744,2.087513448350681,5187.849875488221,38.55219391932995,139.39549677592257,65.04030476190476,2.7645258496313527,88.39242126597398,2133.7473680988583,2200.5638372011167,121.55903029961563
1991-05-01,22966792000.0,1,16.78861491513823,88.62477794082997,0.33898378454468875,477.3575316099258,27.192288545790586,68.26267168782731,27.818730158730162,1.3129371265543404,6.718965038706308,92.79328871598156,132.89968226248067,2.773820890438346
1991-05-01,22966792000.0,2,39.93830965638571,74.23719096622017,1.3557884187392293,22243.678056013145,39.045919147241584,364.78232436774823,80.15652564102564,0.7694023523866698,153.252721920116,8582.3208584366,8154.295238070049,239.2565972446001
1991-05-01,22966792000.0,3,30.646580799822583,84.87588636009117,2.0158826206364915,1314.7923451094798,39.87745436155797,94.16232961499321,48.16676729559748,6.779012676417247,31.134472337101744,443.3308655585233,515.4018825292213,18.569865360231038
1991-06-01,22911964500.0,0,37.01484282829748,75.85640266561144,2.0990383038763416,5211.38457946555,38.7825145194346,139.495990195257,65.06481666666667,2.7699907473434293,88.56006023777576,2142.145501814725,2215.1208615256423,122.78176956210633
1991-06-01,22911964500.0,1,16.744214195421062,88.69905459277888,0.3284339258388004,472.83407826591,27.2801100889975,68.40599596686717,27.850424603174606,1.316004822960959,6.6743986737946885,92.0601574085019,131.91400256422045,2.6468123151410663
1991-06-01,22911964500.0,2,39.939170999561746,74.27631126658422,1.3271287151392022,22341.149472470726,38.99984367765983,365.4185758921121,80.17283974358975,0.7678352210840345,153.54464942013604,8629.753930254317,8187.016396695725,235.06208584688974
1991-06-01,22911964500.0,3,30.771456445568713,85.07595877105653,1.9735867311079538,1313.7972235361951,40.07409826344558,94.30873009143846,48.202643081761,7.14985029520936,31.15656006148993,443.3574250970918,515.7454092609141,19.207270134287484
1991-07-01,22857137000.0,0,37.18238509020023,75.88707268710547,2.1105631594020027,5234.9192834428795,39.012835119539254,139.59648361459142,65.08932857142857,2.7754556450555063,88.72769920957755,2150.543635530592,2229.6778858501684,124.00450882459707
1991-07-01,22857137000.0,1,16.699813475703895,88.77333124472777,0.3178840671329119,468.3106249218942,27.36793163220441,68.54932024590701,27.882119047619046,1.3190725193675779,6.62983230888307,91.32702610102223,130.92832286596024,2.5198037398437867
1991-07-01,22857137000.0,2,39.94003234273779,74.31543156694828,1.2984690115391755,22438.620888928304,38.953768208078074,366.0548274164759,80.18915384615386,0.7662680897813992,153.83657692015606,8677.187002072033,8219.7375553214,230.86757444917944
1991-07-01,22857137000.0,3,30.896332091314843,85.2760311820219,1.931290841579416,1312.8021019629105,40.27074216533318,94.45513056788369,48.23851886792453,7.520687914001471,31.17864778587812,443.3839846356602,516.088935992607,19.84467490834393
1991-08-01,22802309500.0,0,37.34992735210297,75.91774270859948,2.1220880149276633,5258.453987420208,39.2431557196439,139.69697703392586,65.11384047619048,2.7809205427675834,88.89533818137934,2158.941769246459,2244.2349101746945,125.22724808708777
1991-08-01,22802309500.0,1,16.655412755986728,88.84760789667669,0.30733420842702347,463.78717157787844,27.455753175411324,68.69264452494686,27.91381349206349,1.3221402157741968,6.585265943971451,90.59389479354256,129.94264316770003,2.3927951645465066
1991-08-01,22802309500.0,2,39.940893685913814,74.35455186731232,1.2698093079391486,22536.092305385882,38.907692738496316,366.6910789408398,80.20546794871795,0.7647009584787638,154.1285044201761,8724.620073889751,8252.458713947077,226.67306305146911
1991-08-01,22802309500.0,3,31.021207737060976,85.47610359298727,1.888994952050878,1311.8069803896256,40.46738606722079,94.60153104432892,48.274394654088056,7.891525532793583,31.200735510266306,443.4105441742286,516.4324627242997,20.482079682400375
1991-09-01,22747482000.0,0,37.51746961400571,75.9484127300935,2.1336128704533244,5281.988691397537,39.47347631974856,139.79747045326027,65.13835238095238,2.78638544047966,89.06297715318112,2167.3399029623256,2258.7919344992206,126.44998734957849
1991-09-01,22747482000.0,1,16.61101203626956,88.92188454862558,0.29678434972113504,459.2637182338626,27.54357471861824,68.8359688039867,27.945507936507937,1.3252079121808156,6.540699579059833,89.8607634860629,128.9569634694398,2.265786589249227
1991-09-01,22747482000.0,2,39.941755029089855,74.39367216767637,1.241149604339122,22633.563721843468,38.861617268914564,367.32733046520366,80.22178205128206,0.7631338271761285,154.42043192019614,8772.053145707469,8285.179872572751,222.47855165375876
1991-09-01,22747482000.0,3,31.146083382807113,85.67617600395263,1.84669906252234,1310.8118588163406,40.66402996910839,94.74793152077416,48.31027044025157,8.262363151585694,31.222823234654488,443.437103712797,516.7759894559927,21.11948445645682
1991-10-01,22692654500.0,0,37.68501187590846,75.97908275158751,2.145137725978985,5305.523395374867,39.70379691985321,139.89796387259472,65.16286428571428,2.7918503381917366,89.23061612498293,2175.7380366781927,2273.3489588237467,127.67272661206923
1991-10-01,22692654500.0,1,16.56661131655239,88.99616120057449,0.2862344910152466,454.74026488984686,27.631396261825152,68.97929308302655,27.97720238095238,1.3282756085874343,6.496133214148214,89.12763217858324,127.97128377117963,2.1387780139519474
1991-10-01,22692654500.0,2,39.94261637226589,74.43279246804043,1.212489900739095,22731.035138301046,38.815541799332806,367.96358198956756,80.23809615384616,0.7615666958734935,154.7123594202162,8819.486217525186,8317.901031198426,218.28404025604843
1991-10-01,22692654500.0,3,31.270959028553243,85.876248414918,1.8044031729938024,1309.8167372430562,40.860673870995996,94.89433199721938,48.346146226415094,8.633200770377806,31.244910959042674,443.4636632513654,517.1195161876855,21.756889230513266
1991-11-01,22637827000.0,0,37.852554137811204,76.00975277308152,2.156662581504646,5329.058099352195,39.934117519957866,139.99845729192913,65.18737619047619,2.7973152359038136,89.39825509678472,2184.1361703940597,2287.905983148273,128.89546587455993
1991-11-01,22637827000.0,1,16.522210596835222,89.07043785252338,0.27568463230935814,450.21681154583104,27.719217805032063,69.12261736206639,28.008896825396825,1.331343304994053,6.4515668492365945,88.39450087110357,126.98560407291941,2.0117694386546674
1991-11-01,22637827000.0,2,39.94347771544192,74.47191276840447,1.1838301971390681,22828.506554758624,38.76946632975105,368.5998335139315,80.25441025641027,0.7599995645708582,155.0042869202362,8866.919289342903,8350.622189824102,214.0895288583381
1991-11-01,22637827000.0,3,31.395834674299373,86.07632082588337,1.7621072834652645,1308.8216156697713,41.0573177728836,95.04073247366462,48.38202201257862,9.004038389169919,31.266998683430863,443.49022278993385,517.4630429193783,22.394294004569712
1991-12-01,22582999500.0,0,38.02009639971396,76.04042279457553,2.168187437030307,5352.592803329524,40.16443812006252,140.09895071126357,65.2118880952381,2.8027801336158906,89.5658940685865,2192.534304109927,2302.4630074727993,130.11820513705064
1991-12-01,22582999500.0,1,16.477809877118055,89.14471450447228,0.2651347736034697,445.6933582018153,27.807039348238977,69.26594164110624,28.040591269841272,1.3344110014006718,6.407000484324976,87.66136956362391,125.9999243746592,1.884760863357388
1991-12-01,22582999500.0,2,39.94433905861796,74.51103306876853,1.1551704935390414,22925.9779712162,38.72339086016929,369.23608503829524,80.27072435897436,0.7584324332682228,155.29621442025626,8914.35236116062,8383.343348449778,209.8950174606278
1991-12-01,22582999500.0,3,31.520710320045506,86.27639323684873,1.7198113939367268,1307.8264940964866,41.2539616747712,95.18713295010984,48.41789779874213,9.37487600796203,31.289086407819045,443.5167823285023,517.8065696510711,23.031698778626158
1992-01-01,22528172000.0,0,39.46682910150328,76.07109281606955,1.9408829586261507,5376.127507306854,41.64250558061133,120.56127755355124,65.2364,2.8003991743723553,91.95278672913791,2162.3891798561494,2275.048977221866,107.73676097215706
1992-01-01,22528172000.0,1,16.433409157400888,88.1838795824353,0.27000659440792807,435.91255165584437,27.894860891445887,67.17470035985029,28.072285714285716,1.308928539354912,6.362434119413358,86.92823825614424,125.014244676399,1.717220205272709
1992-01-01,22528172000.0,2,39.945200401794,74.55015336913257,1.1265107899390145,23023.449387673787,38.67731539058753,369.8723365626592,80.28703846153847,0.7568653019655875,155.5881419202763,8961.785432978337,8416.064507075453,205.70050606291744
1992-01-01,22528172000.0,3,31.645585965791636,86.4764656478141,1.5894059726571879,1298.8642226854606,41.4506055766588,94.23041319797784,48.45377358490566,9.637820998795569,31.141521670472557,445.6042782428131,518.1635765021168,21.46733562604624
1992-02-01,22547139916.666668,0,39.14702844738745,76.18662084717094,1.9227236427614425,5374.072106164482,41.454045083627825,120.69940777348322,65.25997857142858,2.800992758116544,91.96538704055935,2153.5527556718584,2270.962248635719,103.69393780940167
1992-02-01,22547139916.666668,1,16.47395971455844,88.39327920867541,0.3232871777284633,434.8186991501282,27.846131599609322,67.30293673743627,28.100468253968252,1.3070206744164061,6.336539410740744,86.67425541322187,124.29323552300869,2.040976250881696
1992-02-01,22547139916.666668,2,39.99647004220438,74.52520156220224,1.1593136893464109,22927.085886252436,38.64104758798206,370.4319672833917,80.3023044871795,0.7655927802904186,156.5176947025993,8949.077525065057,8386.23395095485,212.49834977495834
1992-02-01,22547139916.666668,3,31.713554692622427,86.38520370905431,1.6034655476562967,1300.0031128715689,41.547756481602605,94.33681146464622,48.48941037735849,9.325225142927872,31.09859938212394,446.45501676721324,520.7250509575097,20.67947642185499
1992-03-01,22566107833.333332,0,38.82722779327161,76.30214887827232,1.904564326896734,5372.016705022111,41.26558458664432,120.83753799341517,65.28355714285715,2.801586341860733,91.97798735198079,2144.7163314875675,2266.8755200495716,99.65111464664628
1992-03-01,22566107833.333332,1,16.514510271715995,88.60267883491551,0.3765677610489985,433.7248466444121,27.797402307772757,67.43117311502223,28.128650793650795,1.3051128094779003,6.310644702068131,86.42027257029952,123.57222636961839,2.3647322964906827
1992-03-01,22566107833.333332,2,40.04773968261476,74.5002497552719,1.1921165887538072,22830.72238483109,38.604779785376586,370.9915980041242,80.31757051282051,0.7743202586152494,157.44724748492231,8936.369617151779,8356.403394834246,219.2961934869992
1992-03-01,22566107833.333332,3,31.781523419453215,86.29394177029452,1.6175251226554057,1301.1420030576767,41.64490738654641,94.4432097313146,48.525047169811316,9.012629287060177,31.055677093775326,447.30575529161337,523.2865254129026,19.891617217663747
1992-04-01,22585075750.0,0,38.50742713915577,76.4176769093737,1.8864050110320258,5369.96130387974,41.07712408966082,120.97566821334712,65.3071357142857,2.802179925604922,91.99058766340222,2135.8799073032765,2262.788791463425,95.60829148389091
1992-04-01,22585075750.0,1,16.555060828873547,88.81207846115562,0.42984834436953373,432.63099413869594,27.74867301593619,67.5594094926082,28.15683333333333,1.3032049445393947,6.284749993395516,86.16628972737715,122.85121721622808,2.68848834209967
1992-04-01,22585075750.0,2,40.09900932302515,74.47529794834155,1.2249194881612036,22734.35888340974,38.56851198277112,371.55122872485686,80.33283653846154,0.7830477369400803,158.3768002672453,8923.6617092385,8326.57283871364,226.09403719904006
1992-04-01,22585075750.0,3,31.849492146284003,86.20267983153472,1.6315846976545145,1302.2808932437847,41.74205829149021,94.54960799798299,48.56068396226415,8.700033431192482,31.01275480542671,448.15649381601355,525.8479998682955,19.103758013472497
1992-05-01,22604043666.666668,0,38.187626485039935,76.53320494047509,1.8682456951673174,5367.905902737369,40.888663592677325,121.11379843327909,65.33071428571428,2.8027735093491106,92.00318797482365,2127.0434831189855,2258.7020628772775,91.56546832113551
1992-05-01,22604043666.666668,1,16.595611386031102,89.02147808739574,0.483128927690069,431.5371416329798,27.699943724099626,67.68764587019417,28.185015873015875,1.301297079600889,6.258855284722903,85.91230688445478,122.13020806283777,3.0122443877086567
1992-05-01,22604043666.666668,2,40.15027896343553,74.4503461414112,1.2577223875685997,22637.99538198839,38.53224418016565,372.1108594455893,80.34810256410256,0.7917752152649112,159.30635304956832,8910.95380132522,8296.742282593035,232.8918809110809
1992-05-01,22604043666.666668,3,31.917460873114795,86.11141789277494,1.6456442726536236,1303.419783429893,41.83920919643402,94.65600626465137,48.596320754716984,8.387437575324787,30.969832517078096,449.0072323404137,528.4094743236883,18.315898809281247
1992-06-01,22623011583.333332,0,37.8678258309241,76.64873297157648,1.8500863793026092,5365.850501594998,40.70020309569382,121.25192865321104,65.35429285714287,2.8033670930932995,92.01578828624507,2118.2070589346945,2254.6153342911302,87.52264515838013
1992-06-01,22623011583.333332,1,16.636161943188654,89.23087771363583,0.5364095110106042,430.44328912726377,27.65121443226306,67.81588224778014,28.213198412698414,1.299389214662383,6.23296057605029,85.65832404153241,121.40919890944747,3.3360004333176434
