Country,Year,Annual CO₂ emissions,Agricultural_landshare_area_%,Croplandshare_area_%,Permanent_meadows_and_pasturesshare_area_%,Agriculture_area_actually_irrigatedshare_agriculture_%,Arable_landshare_agriculture_%,Croplandshare_agriculture_%,Permanent_cropsshare_agriculture_%,Permanent_meadows_and_pasturesshare_agriculture_%,Other_land_share,Temporary_crops_area_agriculture_share,Nitrogen_Share_t,Phosphate_Share_t,Potash_Share_t,Nitrogen_Share_g/Int$,Phosphate_Share_g/Int$,Potash_Share_g/Int$,Pesticides_per_agriculture_area_g_per_Int,Pesticides_per_agriculture_area_t,Forest_land_share_land_area_%,Naturally_regenerating_forest_share_forest_land_%,Cluster
Afghanistan,2018,10601884.0,58.28,12.28,46.0,5.12,20.51,21.07,0.57,78.93,0.3987022982690155,0.0605103920021047,0.8918003831170306,0.1081776564556595,2.1960427309987405e-05,0.8918454935622318,0.1081545064377682,0.0,0.0,0.0,1.85,100.0,1
Afghanistan,2019,10825145.0,58.28,12.28,46.0,6.01,20.49,21.07,0.58,78.93,0.3987022982690155,0.0878189950013154,0.6985293696022753,0.3014706303977247,0.0,0.6988416988416989,0.3011583011583011,0.0,0.0,0.0,1.85,100.0,1
Afghanistan,2020,11605929.0,58.74,12.34,46.4,6.51,20.43,21.01,0.58,78.99,0.3940566977906566,0.1000704721634954,0.6323361931516209,0.3657910543492504,0.0018727524991286,0.6323092170465807,0.3657086223984143,0.0019821605550049,0.0,0.0,1.85,100.0,1
Afghanistan,2021,10271881.0,58.74,12.34,46.4,6.51,20.43,21.01,0.58,78.99,0.3940566977906566,0.1000704721634954,0.8185831213323337,0.1789256520964161,0.0024912265712502,0.8189509306260575,0.1793570219966159,0.0016920473773265,0.0,0.0,1.85,100.0,1
Afghanistan,2022,10557803.0,58.74,12.34,46.4,6.51,20.43,21.01,0.58,78.99,0.3940566977906566,0.1000704721634954,0.6578610109945199,0.3420462562234562,9.273278202388916e-05,0.6576271186440678,0.3423728813559322,0.0,0.0,0.0,1.85,100.0,1
Afghanistan,2023,11020218.0,,,,,,,,,,,,,,,,,,,,,1
Albania,1990,5520602.0,40.91,25.69,15.22,,51.65,62.8,11.15,37.2,0.302992700729927,0.0,0.7205882352941176,0.25,0.0294117647058823,0.7206469444160098,0.2499744088443034,0.0293786467396867,0.0001070472792149,0.1079393398751115,28.79,90.22,0
Albania,1991,4290226.0,41.13,25.66,15.47,,51.29,62.38,11.09,37.62,0.3015145985401459,0.0,0.7124600638977636,0.2460063897763578,0.0415335463258785,,,,0.0,0.1073646850044365,28.72,90.45,0
Albania,1992,2517116.0,41.13,25.66,15.47,,51.29,62.38,11.09,37.62,0.3022262773722627,0.0,0.6297872340425532,0.3702127659574468,0.0,,,,0.0,0.1073646850044365,28.65,90.67,0
Albania,1993,2337999.0,41.09,25.62,15.47,,51.24,62.34,11.1,37.66,0.3033029197080292,0.0,0.8507546115148128,0.0877585243152599,0.0614868641699273,0.8511941212492347,0.0875688916105327,0.0612369871402327,9.769094138543518e-05,0.1074600355239786,28.57,90.9,0
Albania,1994,1923806.0,41.09,25.62,15.47,,51.24,62.34,11.1,37.66,0.304014598540146,0.0,0.8584969532836831,0.1415030467163168,0.0,0.8587570621468926,0.1412429378531073,0.0,0.0001509769094138,0.1785079928952042,28.5,91.12,0
Albania,1995,2089065.1,41.13,25.62,15.51,,51.2,62.29,11.09,37.71,0.3043613138686131,0.0,0.9090909090909092,0.0909090909090909,0.0,0.9087719298245616,0.0912280701754386,0.0,0.0001774622892635,0.222715173025732,28.43,91.35,0
Albania,1996,2017508.0,41.28,25.62,15.66,,51.02,62.07,11.05,37.93,0.3036131386861314,0.0,0.8461538461538461,0.1538461538461538,0.0,0.8466135458167331,0.1533864541832669,0.0,0.0001768346595932,0.2320070733863837,28.36,91.58,0
Albania,1997,1543009.0,41.42,25.55,15.88,,50.93,61.67,10.75,38.33,0.3028649635036496,0.0,0.8076923076923077,0.1923076923076923,0.0,0.8080568720379147,0.1919431279620853,0.0,0.0001938325991189,0.2412246696035242,28.29,91.81,0
Albania,1998,1754709.0,41.57,25.51,16.06,,50.66,61.37,10.71,38.63,0.3021167883211678,0.0,0.72,0.276,0.004,0.7200000000000001,0.2758974358974359,0.0041025641025641,0.0001931518876207,0.2503863037752414,28.22,92.04,0
Albania,1999,2986196.0,41.79,25.51,16.28,,50.39,61.05,10.66,38.95,0.3006386861313868,0.0,0.5471698113207547,0.4433962264150943,0.0094339622641509,0.5473053892215569,0.4431137724550898,0.0095808383233532,0.0002008733624454,0.2590305676855895,28.15,92.28,0
Albania,2000,3024926.0,41.75,25.51,16.24,,50.52,61.1,10.58,38.9,0.3017153284671533,0.0,0.6470588235294118,0.2620320855614973,0.0909090909090909,0.6471428571428571,0.2621428571428571,0.0907142857142857,0.0002010489510489,0.2692132867132867,28.08,92.51,0
Albania,2001,3220656.0,41.57,25.51,16.06,,50.75,61.37,10.62,38.63,0.3030740875912409,0.2077989464442493,0.5721925133689839,0.3475935828877005,0.0802139037433155,0.5723684210526316,0.3472222222222222,0.0804093567251462,0.0002019315188762,0.2804038630377524,28.12,92.36,0
Albania,2002,3748272.0,41.61,25.51,16.09,,50.7,61.32,10.61,38.68,0.3022430656934306,0.1971614035087719,0.6775579746117297,0.3224420253882703,0.0,0.6775530099926883,0.3224469900073117,0.0,0.0002105263157894,0.290157894736842,28.17,92.2,0
Albania,2003,4303499.0,40.91,25.51,15.4,,51.56,62.36,10.79,37.64,0.3087113138686131,0.1938617305976806,0.6511139551456615,0.3488860448543385,0.0,0.651063829787234,0.3489361702127659,0.0,0.0002140945584299,0.3052363960749331,28.22,92.05,0
Albania,2004,4176684.0,40.95,25.51,15.44,,51.52,62.3,10.78,37.7,0.3078802919708029,0.1861711229946523,0.6168444235260686,0.3812240802081575,0.0019314962657738,0.6166709544635967,0.3812709030100334,0.0020581425263699,0.000204991087344,0.3151247771836007,28.26,91.9,0
Albania,2005,4261413.0,39.31,24.05,15.26,,49.95,61.19,11.23,38.81,0.3238375912408759,0.1944800371402043,0.6154799900492772,0.3826765790156195,0.0018434309351032,0.6153846153846154,0.38265556099951,0.0019598236158745,0.0002321262766945,0.3388765088207985,28.31,91.75,0
Albania,2006,3910715.0,40.88,25.73,15.15,,52.14,62.95,10.8,37.05,0.307678102189781,0.1802625,0.6053622688622162,0.3918028906791324,0.0028348404586514,0.6054004295796256,0.3918379871126112,0.0027615833077631,0.0002142857142857,0.3360357142857142,28.36,91.6,0
Albania,2007,3948970.0,40.84,25.47,15.36,17.43,51.65,62.38,10.72,37.62,0.30757700729927,0.1662537980339589,0.6160404674608475,0.3775846395211277,0.0063748930180246,0.6160414760597743,0.3775541323574261,0.0064043915827996,0.0002234137622877,0.3465236818588025,28.4,91.45,0
Albania,2008,4397043.0,43.1,25.44,17.66,9.99,51.65,59.02,7.37,40.98,0.2844832116788321,0.174428450465707,0.6095302396533935,0.3814873701571749,0.0089823901894317,0.6095820591233435,0.3815834182806659,0.0088345225959904,0.0002116850127011,0.3379847586790855,28.45,91.3,0
Albania,2009,4406552.0,43.84,25.4,18.44,16.82,50.7,57.94,7.24,42.06,0.2766083941605839,0.1681511695663032,0.6166410067365039,0.3788622979257789,0.0044966953377172,0.6165912518853696,0.3788838612368024,0.004524886877828,0.0002081078831266,0.3417547656705236,28.5,91.15,0
Albania,2010,4783865.0,43.84,25.4,18.44,17.02,52.11,57.94,5.83,42.06,0.2761423357664233,0.1681511695663032,0.5879276986106899,0.4064527595876974,0.0056195418016127,0.5879598662207357,0.4063545150501672,0.0056856187290969,0.0002747024057271,0.4915508199450595,28.54,91.0,0
Albania,2011,5314676.0,43.83,25.4,18.43,17.01,51.79,57.95,6.16,42.05,0.275732299270073,0.1706910907577019,0.6087490421443295,0.3851424622616416,0.0061084955940289,0.6088162762022193,0.3850184956843402,0.0061652281134401,0.0002581182348043,0.4851623646960865,28.59,90.83,0
Albania,2012,4850060.0,43.84,25.4,18.44,17.04,51.54,57.94,6.4,42.06,0.2751032846715328,0.1672354948805461,0.606517189015734,0.3847193783638503,0.0087634326204156,0.6065068493150685,0.3845890410958903,0.008904109589041,0.0001498376758511,0.3010238907849829,28.65,90.67,0
Albania,2013,5287465.0,43.33,25.41,17.92,17.29,51.98,58.65,6.67,41.35,0.279325,0.1667649288301187,0.5644494671788728,0.4209944867137483,0.0145560461073787,0.5644395764877693,0.4209565534866739,0.0146038700255567,0.0001937168365198,0.3795165501558157,28.7,90.51,0
Albania,2014,5999650.0,42.86,25.4,17.46,12.76,52.42,59.27,6.85,40.73,0.2835259124087591,0.1743180985957472,0.5644475402635162,0.420996392227207,0.0145560675092767,0.5645578986311506,0.4210136884942656,0.0144284128745837,0.00019586303213,0.3895715709066755,28.75,90.34,0
Albania,2015,4712144.0,42.86,25.41,17.45,13.45,52.38,59.28,6.9,40.72,0.2829447080291971,0.1752533424167589,0.5548859438840894,0.4330865258492017,0.0120275302667088,0.5549639837143753,0.43313498277482,0.0119010335108048,0.00022140849868,0.4583496551136847,28.8,90.18,0
Albania,2016,4631979.0,43.13,25.68,17.45,14.3,52.49,59.53,7.04,40.47,0.2801897810218978,0.1774562071591774,0.5482368548522116,0.4414939477555381,0.0102691973922501,0.548087431693989,0.4415300546448087,0.0103825136612021,0.0002284843869002,0.4946179233307946,28.8,90.18,0
Albania,2017,5293048.0,42.86,25.41,17.45,14.56,52.12,59.29,7.17,40.71,0.2829330291970803,0.1775554573394273,0.6415043434442984,0.3481122200237513,0.0103834365319502,0.6415227352837505,0.348255199154036,0.0102220655622136,0.0002469596289133,0.5236480876383081,28.79,90.21,0
Albania,2018,4894953.0,42.85,25.4,17.45,14.99,52.07,59.28,7.21,40.72,0.2829813868613138,0.1728160152493738,0.6084791822047181,0.3281555387195958,0.0633652790756861,0.6085313174946003,0.3282937365010798,0.0631749460043196,0.0001703459982743,0.3767627616833933,28.79,90.21,0
Albania,2019,4826944.0,42.85,25.4,17.45,15.25,51.96,59.28,7.33,40.72,0.2829817518248175,0.167717206132879,0.6653514555880182,0.2619049892211132,0.0727435551908684,0.6654191616766467,0.2619760479041916,0.0726047904191616,0.0002981260647359,0.635741056218058,28.79,90.21,0
Albania,2020,4711145.0,42.54,25.09,17.45,15.61,51.44,58.99,7.55,41.01,0.2860419708029197,0.1686750089013388,0.5356899149143142,0.3765203562069009,0.0877897288787848,0.5356628242074928,0.3764409221902017,0.0878962536023054,0.0001544328667458,0.3445397257100694,28.79,90.21,0
Albania,2021,5134120.0,41.47,25.09,16.38,16.54,52.79,60.5,7.71,39.5,0.2966788321167883,0.1767972331981026,,,,,,,0.0001760052097542,0.3813152869324932,28.79,90.21,0
Albania,2022,5173371.0,41.45,25.05,16.39,16.79,52.67,60.44,7.77,39.56,0.2969014598540146,0.1750616414230363,0.7168101836474657,0.207884212464625,0.0753056038879091,0.7167300380228138,0.2081749049429657,0.0750950570342205,0.0001232828460725,0.2603117294822121,28.79,90.21,0
Albania,2023,5144279.0,,,,,,,,,,,,,,,,,,,,,0
Armenia,1990,8999221.0,,,,,,,,,,,,,,,,,,,,,0
Armenia,1991,7379803.0,,,,,,,,,,,,,,,,,,,,,0
Armenia,1992,5723698.0,41.1,16.97,24.13,,36.15,41.28,5.13,58.72,0.471615033368458,0.0,0.6,0.2,0.2,,,,0.0,0.0068376068376068,11.74,96.08,0
Armenia,1993,2510247.0,41.48,17.32,24.17,,36.66,41.74,5.08,58.26,0.4678247277836319,0.0,1.0,0.0,0.0,,,,0.0,0.0067739204064352,11.74,96.17,0
Armenia,1994,2684702.0,42.15,17.56,24.59,,36.25,41.67,5.42,58.33,0.4612244467860906,0.0,1.0,0.0,0.0,,,,0.0,0.0191666666666666,11.73,96.26,0
Armenia,1995,3362694.0,43.7,17.35,26.34,,34.97,39.71,4.74,60.29,0.4458429926238145,0.0,1.0,0.0,0.0,,,,0.0,0.0192122186495176,11.72,96.35,0
Armenia,1996,2500312.0,45.87,17.77,28.1,,34.46,38.74,4.29,61.26,0.4241390937829293,0.0,1.0,0.0,0.0,,,,0.0,0.0245022970903522,11.71,96.44,0
Armenia,1997,3252761.0,46.79,17.49,29.29,,34.16,37.39,3.23,62.61,0.4150800842992623,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.753753753753754e-05,0.0311261261261261,11.71,96.53,0
Armenia,1998,3419094.0,46.65,17.32,29.33,,34.26,37.12,2.86,62.88,0.4165584826132771,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.5180722891566266e-05,0.0383433734939759,11.7,96.62,0
Armenia,1999,3040204.0,46.47,17.14,29.33,,34.01,36.89,2.87,63.11,0.4183881278538813,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.291005291005291e-05,0.0456386999244142,11.69,96.71,0
Armenia,2000,3491407.0,46.47,17.14,29.33,,34.01,36.89,2.87,63.11,0.4184615384615384,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.046863189720333e-05,0.0527966742252456,11.68,96.8,0
Armenia,2001,3532701.0,46.65,17.32,29.33,,34.26,37.12,2.86,62.88,0.4167783631893221,0.2398343373493976,1.0,0.0,0.0,1.0,0.0,0.0,6.77710843373494e-05,0.0597213855421686,11.68,96.5,0
Armenia,2002,3076793.0,48.86,17.25,31.61,,32.71,35.3,2.59,64.7,0.3947228661749209,0.2289719626168224,0.9994907053730584,0.0005092946269416,0.0,0.9993975903614456,0.0006024096385542,0.0,6.470165348670021e-05,0.0638173975557153,11.67,96.2,0
Armenia,2003,3455560.0,50.72,17.35,33.37,,31.51,34.21,2.7,65.79,0.3761798384264137,0.220567867036011,0.9986620795107034,0.0008600917431192,0.0004778287461773,0.9990262901655308,0.0009737098344693,0.0,6.925207756232688e-05,0.0680263157894736,11.66,95.9,0
Armenia,2004,3691197.0,52.86,17.74,35.12,,30.23,33.55,3.32,66.45,0.3548268352651914,0.2116279069767442,0.9157002985903756,0.083952503298382,0.0003471981112422,0.9159109645507008,0.0840890354492992,0.0,0.0001129568106312,0.1360598006644518,11.65,95.6,0
Armenia,2005,4376169.0,56.38,17.74,38.64,,28.35,31.46,3.12,68.54,0.3197752019669828,0.1984423676012461,0.9928329297820824,0.0031961259079903,0.0039709443099273,0.9933333333333334,0.0026666666666666,0.004,9.968847352024924e-05,0.1373894080996884,11.65,95.3,0
Armenia,2006,4401590.0,61.69,17.7,43.99,8.76,25.79,28.69,2.9,71.31,0.2666694766420793,0.1804998861307219,0.9999913644959888,0.0,8.635504011191612e-06,1.0,0.0,0.0,9.109542245502164e-05,0.129554771122751,11.64,94.99,0
Armenia,2007,5100210.0,61.53,17.78,43.76,8.82,25.81,28.89,3.08,71.11,0.2683231471724622,0.1804897539813916,0.9995525727069352,0.0,0.0004474272930648,0.9994206257242176,0.0,0.0005793742757821,9.13294137793253e-05,0.1379702037787545,11.63,94.69,0
Armenia,2008,5574790.0,61.43,17.72,43.71,8.91,25.75,28.84,3.09,71.16,0.2694850720056199,0.1800663311985361,0.9975687055919772,0.0009429978311049,0.0014882965769178,0.9980353634577604,0.0006548788474132,0.0013097576948264,8.005489478499544e-05,0.1247712717291857,11.63,94.39,0
Armenia,2009,4363332.0,61.34,17.65,43.69,8.92,25.73,28.77,3.03,71.23,0.270436248682824,0.1809540170646509,0.9998609263820124,7.585833708410666e-06,0.0001314877842791,1.0,0.0,0.0,6.87167153410067e-05,0.113588730458684,11.62,94.08,0
Armenia,2010,4252750.0,60.94,17.69,43.25,8.95,25.85,29.03,3.18,70.97,0.2744783983140147,0.1686455331412104,0.9987105746381508,0.0011544069993519,0.0001350183624972,0.999066728884741,0.0009332711152589,0.0,0.0001152737752161,0.1606455331412103,11.61,93.78,0
Armenia,2011,4968878.0,59.65,17.65,41.99,9.1,26.45,29.6,3.14,70.4,0.2875124692658939,0.1753135857723337,0.9884673447669958,0.0114254130884912,0.0001072421445129,0.9885786802030456,0.0114213197969543,0.0,0.0001236676285259,0.1888404687592015,11.6,93.84,0
Armenia,2012,5748252.0,59.11,17.74,41.37,9.17,26.64,30.01,3.37,69.99,0.2928893572181243,0.1894830659536541,0.9900080307996678,0.0011305160047288,0.0088614531956033,0.9899309551208284,0.001150747986191,0.0089182968929804,0.0001307189542483,0.2154604872251931,11.6,93.9,0
Armenia,2013,5535004.0,59.11,17.77,41.35,9.16,26.63,30.06,3.43,69.94,0.1637035475939585,0.1890671420083184,0.9898855600193268,0.009450505637529,0.0006639343431442,0.9899438036083996,0.0094646554273883,0.0005915409642117,0.000136660724896,0.2403862150920974,11.59,93.96,0
Armenia,2014,5604113.0,59.03,17.73,41.3,9.2,26.63,30.04,3.41,69.96,0.1643386020372322,0.1929553162372821,0.9157006463565486,0.0522865357134115,0.0320128179300398,0.9157127991675336,0.0523759972251127,0.0319112036073534,0.0001427976438388,0.26567501636223,11.58,94.02,0
Armenia,2015,5469323.0,58.89,17.71,41.18,9.23,26.64,30.08,3.44,69.92,0.1657112750263435,0.2012882447665056,0.9729779595476596,0.0257689557884055,0.0012530846639349,0.973014888337469,0.0257444168734491,0.0012406947890818,0.0001431383073895,0.2913282042106518,11.57,94.08,0
Armenia,2016,5203013.0,58.9,17.72,41.18,9.23,26.62,30.08,3.46,69.92,0.1658552862662451,0.2108182251908397,0.9916037928325524,0.0021961500946581,0.0062000570727894,0.9916317991631798,0.002215111986217,0.006153088850603,0.0001729484732824,0.3163287213740458,11.57,94.14,0
Armenia,2017,5540153.0,58.87,17.71,41.17,9.23,26.61,30.08,3.47,69.92,0.1665261678960309,0.1757055068313346,0.9974208345648018,0.0002545957296547,0.0023245697055434,0.9974082934609252,0.0001993620414673,0.0023923444976076,0.0001909193962174,0.3414891712904958,11.56,94.2,0
Armenia,2018,5822272.0,58.91,17.73,41.19,9.24,26.57,30.09,3.52,69.91,0.1663540569020021,0.1444583556906933,0.9974208345648018,0.0002545957296547,0.0023245697055434,0.9975545851528383,0.0001746724890829,0.0022707423580786,0.0002325165444464,0.3662552912418769,11.55,94.26,0
Armenia,2019,6284110.0,58.9,17.74,41.17,9.25,26.52,30.11,3.58,69.89,0.1665331928345627,0.1359570661896243,0.917648129051212,0.0403680232285023,0.0419838477202856,0.918051575931232,0.0401146131805157,0.0418338108882521,0.0002027429934406,0.314448419797257,11.54,94.32,0
Armenia,2020,6795358.0,58.87,17.7,41.17,9.29,26.49,30.07,3.58,69.93,0.1672110994028802,0.1330548926014319,0.908776020029622,0.0376448104438584,0.0535791695265195,0.9087856743144934,0.0374930050363738,0.0537213206491326,0.0002386634844868,0.381354415274463,11.54,94.38,0
Armenia,2021,7417117.0,58.83,17.69,41.13,9.31,26.48,30.08,3.6,69.92,0.1674253600280997,0.1356289034045449,0.8976370629145878,0.0397341963608314,0.0626287407245808,0.8976562499999999,0.03984375,0.0625,0.0003403350807848,0.5457481998065464,11.53,94.44,0
Armenia,2022,7164562.0,58.05,17.7,41.13,9.43,26.79,30.49,3.7,70.85,0.1675272216368106,0.1285091965150048,0.8923806175105844,0.0411606343518787,0.0664587481375368,0.8920741989881956,0.0413153456998313,0.066610455311973,0.0003388189738625,0.5395813165537271,11.52,94.5,0
Armenia,2023,7608323.0,,,,,,,,,,,,,,,,,,,,,0
Australia,1990,278160480.0,60.46,2.23,58.22,,3.65,3.69,0.04,96.31,0.2211717844916235,0.0,0.3760192676585759,0.4995764263611448,0.1244043059802792,0.3759940357852883,0.4995029821073559,0.1245029821073558,1.3349496271830195e-06,0.0384695448467714,17.43,99.24,1
Australia,1991,279534240.0,60.24,2.26,57.98,,3.72,3.76,0.04,96.24,0.2235952904729052,0.0,0.3582853518618294,0.5316063132033515,0.110108334934819,0.3582813582813582,0.5315315315315315,0.1101871101871101,1.2965067785696072e-06,0.03860711955089,17.4,99.2,1
Australia,1992,284529000.0,60.66,2.14,58.52,,3.48,3.52,0.04,96.48,0.2196704372388477,0.0,0.3427233229083057,0.5538186219300174,0.1034580551616768,0.3427230046948356,0.553786487038171,0.1034905082669932,1.6308872885211283e-06,0.0477150196135655,17.37,99.16,1
Australia,1993,288873760.0,59.89,2.25,57.64,,3.72,3.76,0.04,96.24,0.2276287439959387,0.0,0.3724726824325117,0.5115377497802698,0.1159895677872185,0.3724510195921631,0.5115953618552579,0.1159536185525789,1.7170292351395469e-06,0.0519429163850231,17.35,99.13,1
