Country,Year,Annual CO₂ emissions,Exports of goods and services (% of GDP),Final consumption expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)",GDP per capita (current US$),Imports of goods and services (% of GDP),Population density (people per sq. km of land area),Urban population (% of total population),Adjusted savings: carbon dioxide damage (% of GDP),Adjusted savings: carbon dioxide damage (% of total population),Exports per capita (current US$),Imports per capita (current US$),"Foreign direct investment, net inflows per capita (BoP, current US$)",Log GDP,Cluster
Netherlands,2020,136670080.0,78.2654765043376,68.1743311614126,-24.3028366413998,52162.5701150406,68.1963014575722,518.013068013068,92.236,0.6367772558060292,332.1593825364515,40825.284057445744,35572.94356367055,-12676.98420301396,10.862120469064552,2
New Zealand,2020,34022760.0,21.7285787458231,77.5909168516305,1.94413144980927,41785.6922905898,22.2535915510134,19.3315863430937,86.699,0.6512600789625624,272.13353260674825,9079.43705384814,9298.817289111174,812.3687853418865,10.640309270219548,2
Nicaragua,2020,4660471.0,41.8937753581425,85.7023129151732,5.88650519734289,1877.10855537062,47.0123601929687,56.1400614924381,59.012,1.6861103734849847,31.650122073678173,786.3916414154395,882.4730352638651,110.49609267165934,7.537487869421681,0
Niger,2020,2461085.0,9.73784560618977,86.9971339470617,2.62395545283651,564.841662320132,25.7751450508943,19.2102620983658,16.626,0.6720686998033645,3.796124015902624,55.003408996170286,145.5887577708969,14.821193598341496,6.33654544818966,0
Nigeria,2020,129497090.0,,,0.55189350883869,2074.61374785422,,228.737667028997,51.958,1.0998565320284706,22.817774820135355,,,11.44965860788253,7.63753026972513,3
North Macedonia,2020,6961600.0,57.771485775759,82.7808988764045,0.0622421869397704,6659.59651070776,70.4697585464977,73.5973037272006,58.482,2.543470732333424,169.38488814134936,3847.347850906475,4693.001581266742,4.145078509629152,8.803814177721337,3
Norway,2020,41231000.0,32.2103377797679,69.5811588655453,-1.11596503409555,68340.0181033702,33.1436412615645,14.7672152298338,82.974,0.399175622883451,272.79669294279086,22012.550669850127,22650.37043826916,-762.6507063281789,11.132250790570772,2
Oman,2020,68625420.0,47.0559509732967,70.1430862582556,2.52097125683683,16707.6230063214,44.8197494245021,14.679802907916,86.276,4.149539590192564,693.2894312274291,7861.930890657853,7488.314766223745,421.1943736900215,9.72362036169967,1
Pakistan,2020,230754130.0,9.29855904268724,93.3036209259369,0.684695289874347,1322.31478539554,17.4177214167425,294.723875311333,37.165,2.640289452063853,34.91293780187921,122.95622105018752,230.31710557259223,9.053827052915342,7.187139105074445,0
Palau,2020,212512.0,23.3321036329802,121.059768987317,16.5020837038306,14532.5583231468,83.0109140604496,39.0695652173913,80.988,3.706286774840776,538.6182871768117,3390.751568479897,12063.609500412083,2398.174938793679,9.584146812858132,1
Panama,2020,7250249.0,36.1123519968704,70.3908437133144,-4.35940101929172,13293.3331951688,31.3007675647552,57.8915610676732,68.414,0.7800749421789982,103.6979612358744,4800.535275556166,4160.915325028223,-579.5097028080316,9.495017925014144,1
Papua New Guinea,2020,7866748.0,,,0.473794551614567,2446.08468660615,,21.5290376716866,13.345,1.3096524265447869,32.035207453477774,,,11.589415973018184,7.8022439381359785,3
Paraguay,2020,7377445.0,33.2706269850168,76.1775031551639,0.560091568099886,5353.34806456279,29.4895904898392,16.6591870123332,62.183,0.9985465610912349,53.455673001935885,1781.0924657703067,1578.6804217352967,29.9836511206546,8.585477450615182,3
Peru,2020,46924612.0,23.0114431429931,80.031822023966,0.329387076302566,6047.47546434312,21.2345240547509,26.019340625,78.297,1.0446106246321705,63.17257122255182,1391.6113780637756,1284.1526321811004,19.91960262211481,8.707396185318965,3
Philippines,2020,132232070.0,25.2028393102032,90.3305026535342,1.88586363211171,3224.42281121767,32.966720992025,376.265140691552,47.408,1.5496142719732424,49.966116071389855,812.6460997927239,1062.9864717773337,60.80821714226796,8.078509239946408,3
Poland,2020,302432700.0,52.9909243041795,75.5830587011351,3.19480059828753,15816.819050319,47.3332871335243,123.800574919152,60.043,1.96192287860709,310.31379161609243,8381.478610283577,7486.620376477444,505.31582964964576,9.668829149695672,1
Portugal,2020,41738252.0,37.0467742388261,83.0272947044846,1.74292538554574,22242.406417972,39.190714226037,112.406676011074,66.31,0.7457312605983913,165.86857776815972,8240.094090948242,8716.957936261102,387.6685478150896,10.00975594475802,1
Qatar,2020,102501230.0,49.118878259958,47.9321343381865,-1.68550858988767,52315.6600806222,40.9002166233522,240.242384682332,99.235,2.600557889932782,1360.4990258970324,25696.86538589429,21397.21830091107,-881.784944515323,10.865051033161185,2
Republic of the Congo,2020,7677297.0,40.7190409112443,64.1369746949373,-17.2921160830895,2011.28344044263,28.5875797770029,16.6974348462665,67.829,2.608168302667039,52.45765717041571,818.9753269549141,574.9772580781839,-347.7934672812948,7.60652832486452,3
Romania,2020,73710180.0,36.8765645791238,79.7718743452847,1.43315648384447,13047.4566563993,41.1825487998703,83.7328320584145,54.194,1.1416182609503998,148.9521477790431,4811.453779830291,5373.275204663579,186.99047104798328,9.476348501526942,1
Russia,2020,1632929300.0,25.5221855113549,71.4667080321871,0.634851184443604,10108.3271484375,20.4447226915578,8.86891988517952,74.754,4.6294536549839975,475.8937390681932,2623.6029556348967,2101.655238609671,65.26076864199278,9.221114833282865,1
Rwanda,2020,1371813.0,19.3259420693955,92.8014053154249,1.49998335758474,773.931800619504,35.8620091784377,532.888609647345,17.432,0.5476449025232146,4.238398055098832,149.5696114443547,277.54749337301456,11.608848208348435,6.65148375681286,0
Saint Kitts and Nevis,2020,230832.0,,,0.321150776223435,18553.423916339,,183.238461538462,30.843,0.9800696299707656,181.83647312377104,,,59.58446492334704,9.82840962870343,1
Saint Lucia,2020,483648.0,,,6.61862493116599,8356.67855538872,,293.831147540984,18.841,1.123670948471924,93.90156918408644,,,553.0972102843599,9.030816325146407,1
Saint Vincent and the Grenadines,2020,238160.0,,,7.50701257256,8306.36049307201,,268.28717948718,53.032,1.1567443977492458,96.08335966046717,,,623.5595265370728,9.024776824774525,1
Samoa,2020,241824.0,88.41926083744269,86.8613543486593,0.509390076919905,19652.49997122754,143.4332711972117,308.2575899280575,105.042,1.7026560669900253,103.67152343384332,2606.8031156823545,4233.988129231469,16.950505195081114,9.88595983420385,1
Saudi Arabia,2020,616085760.0,24.9019708249486,72.2180396925096,0.220799099220468,20398.0614331035,24.8115047047104,16.7452548972177,84.287,2.8596706697760177,583.3173800053544,5079.519306926526,5061.065972144178,45.03873590273018,9.923195147527837,1
Senegal,2020,10820952.0,20.7005528555706,83.0128008090984,7.52395708111688,1492.47590293523,39.346318758136,85.3691372773074,48.122,1.84570512552252,27.54670423766406,308.950763143762,587.2343261572646,112.2932463828586,7.308191699699386,0
Serbia,2020,45169760.0,48.219036497617,84.0930613240905,6.53301414002417,7733.80346893763,56.499978399219,82.0445475086217,56.446,3.525525761080899,272.6572336087644,3729.165517341008,4369.597289387815,505.2504741873753,8.953356060535555,3
Seychelles,2020,597232.0,66.5466895183828,99.0686330437333,5.79027015191072,14041.4754074575,86.9366420475376,214.047826086957,57.546,1.7247064452209817,242.1742313565385,9344.13704320082,12207.18721317432,813.0393594058958,9.549770758059902,1
Sierra Leone,2020,1025920.06,15.0910699945656,109.274954484533,4.25063162005866,493.432240551423,36.4668677546578,114.075505680244,42.923,0.9164334358446764,4.521978035650774,74.46420479736858,179.93928262073217,20.973986840442706,6.201385545599333,0
Singapore,2020,46700000.0,181.555081067383,44.1923103882632,23.1003005183608,61466.803676358,150.135440658079,7918.95125348189,100.0,0.5351270219530854,328.9254760030441,111596.10524414072,92283.45655793612,14199.016368269517,11.02625253044203,2
Slovakia,2020,31154222.0,85.0509183620915,78.4849156316596,-1.0696329742526,19553.2609613643,83.4282376997154,113.536335274542,53.76,1.1477382706598045,224.4202592155604,16630.22801737661,16312.941032892615,-209.1481267844136,9.880897352596559,1
Slovenia,2020,12854909.0,77.7607326036166,71.0038269380062,0.942167943887203,25558.4290544506,68.8255599616044,104.408881428657,55.118,0.986601079157932,252.15973686702367,19874.421674716363,17590.73191411498,240.8033255121867,10.14872244550918,1
Solomon Islands,2020,289456.0,27.9384956804312,88.0336054529603,0.584582977675926,2222.46211853173,32.2818419592613,24.6942122186495,24.67,0.928171780187018,20.62826620955813,620.9224829852067,717.4517087088649,12.992135230232252,7.706370922712645,3
Somalia,2020,597232.0,12.7985879284634,134.762479210907,5.80173680288577,556.578066029332,63.2106829947367,26.3605317690567,46.141,0.3192482985035272,1.776866005642481,71.2341331713049,351.8167969360373,32.2911944936136,6.321807441253386,0
South Africa,2020,434066530.0,27.5273512944254,83.0946059068711,0.932200051917482,5753.06649434631,23.1594920420161,48.4728478513548,67.354,5.084733309758159,292.52808837056307,1583.6668241005946,1332.3809769300317,53.63008884714356,8.657488295000272,3
South Korea,2020,597634300.0,36.359590549146,64.4302787276227,0.533043337613518,31721.2989141857,32.6744545418102,531.109006147541,81.414,1.5244508126402123,483.5755990773347,11533.7344020686,10364.761393787328,169.08827046653596,10.364743624285719,2
South Sudan,2020,1692768.0,,,,1071.77776475545,,16.7838637190828,20.199,,6.943754691295255,,,1.6499741142632531,6.977074011142485,0
Spain,2020,211842610.0,30.7792602389612,78.0914379674891,2.99836360898525,26984.2962770279,29.3402203733657,94.815383748924,80.81,0.6867802786267865,185.3228251568501,8305.566774758756,7917.251993881918,809.0873197111662,10.20301035641097,2
Sri Lanka,2020,20624930.0,15.4576424491127,73.3027151419119,0.514891499955331,3846.17449566736,21.6314780521906,354.332363401229,18.713,1.1679270661615848,44.92051294670295,594.5279015092249,831.9843918792373,19.80362555164104,8.254834295807848,3
Sudan,2020,21165178.0,5.12531269468598,93.9179844510194,2.65193447042229,608.33251953125,4.82983238157553,23.7904100642398,35.253,3.2484020422455657,19.761086669659555,31.17894492480416,29.38144202934437,16.132580336652484,6.410721639590738,0
Suriname,2020,2917967.0,,,0.0357132024302957,4796.53331389928,,3.89144230769231,66.149,3.3264802691424844,159.5557342897059,,,1.7129956520294205,8.475648709693964,3
Sweden,2020,36702516.0,43.847302531012,70.4195343966841,3.38499613196022,52837.9039778149,39.3637003432345,25.4207233696844,87.977,0.2508900602927491,132.5650491473647,23167.995608198125,20798.95418947303,1788.5610058578875,10.874984090510637,2
Switzerland,2020,34228228.0,64.0955571587348,64.0161138420669,-32.6371710834336,85897.7843338323,57.690420839636,218.63446962171,73.915,0.2001338764627661,171.9105655829252,55056.66345577829,49554.79327411081,-28034.60682991172,11.360913314087094,2
Syria,2020,26312742.0,14.7801429940723,111.966489926997,,537.048370894551,33.6212191851828,113.122011653869,55.475,9.37795695984188,50.364165076023,79.37651716555057,180.5622099089108,,6.286088166605978,0
Tajikistan,2020,9404472.0,17.3243145704475,89.1652165420215,1.30975252279445,852.330202064927,38.4247894490479,68.7600475538583,27.506,5.625632461708461,47.94896452830982,147.66036538465843,327.5060855540931,11.163416324084452,6.747974012855977,0
Tanzania,2020,16250422.0,13.5038738462361,62.2597631593733,1.42845965174632,1104.16442871094,14.4591413507523,69.6596500338677,35.227,0.8066633452804381,8.637168033783588,144.58972035776358,154.81803431549127,15.294913440406422,7.006844154796486,0
Thailand,2020,271923300.0,51.4944266088919,70.8424873785948,-0.988581644677358,7001.85028683673,46.3063166376258,139.90421421441,51.43,2.0735638438557404,145.18783594875595,3605.562657219624,3242.298964315127,-69.21900672345681,8.853929719800266,3
The Bahamas,2020,2033520.0,24.2403245566468,83.9619609969673,4.36424052342385,24499.1647620617,33.6898234620715,40.6064935064935,83.245,0.908539485910792,222.5845855816737,5938.677051991409,8253.725358020622,1069.202476446275,10.106394304607274,1
The Gambia,2020,699824.0,9.62179188685386,101.69419707942,10.4612755737217,704.030462837221,37.8785731385365,254.34733201581,62.582,1.367003656227224,9.624122167938244,67.74034595425127,266.6766937833737,73.65056684035012,6.556821626297475,0
Togo,2020,2438790.0,23.263528583167,87.6908087803733,-0.800061438966794,876.542972383418,32.2850099776969,155.223018937305,42.8,1.2953769804351287,11.354535887876631,203.91482492415827,282.99198609278795,-7.012882318013084,6.775985730408116,0
Tonga,2020,183200.0,20.5901681500636,115.358961812649,0.788875767733917,4605.97084119137,64.9438547366316,146.186111111111,23.099,1.4401015053482529,66.33065541989843,948.3771411442008,2991.295012314933,36.33538783504874,8.435108749746474,3
Trinidad and Tobago,2020,35066304.0,,,5.07492744719301,13705.900228571,,295.935087719298,53.214,3.13376901924566,429.5112551716764,,,695.5644925846377,9.525581692721273,1
Tunisia,2020,28490226.0,37.9917691891865,95.6615024660634,1.4663418220259,3493.89773765706,46.3414899474654,78.2809152935118,69.568,2.7003240088657074,94.34655945516931,1327.3935641968822,1619.1242688710636,51.23248374608211,8.158773222279727,3
Turkey,2020,412926880.0,29.1207898635811,71.7615646298119,1.0654713054276,8638.73913259299,32.2229652348943,108.343853540013,76.105,2.3326125959681385,201.5083171396928,2515.669069665351,2783.6579074286547,92.04328660852327,9.064011917421075,1
Turkmenistan,2020,64260420.0,17.8189482611326,,3.13466716137762,7330.36628793054,18.1176455915641,13.3007852233311,52.516,6.834430809142848,500.9888120053459,1306.1941761978458,1328.089784610752,229.78258483645467,8.899780764700472,3
Tuvalu,2020,10992.0,,,0.193249432786911,4674.91140255256,,368.966666666667,64.014,0.7954250903235852,37.185418246301296,,,9.03423976872346,8.449965490217552,3
Uganda,2020,5571384.0,15.4147985397289,80.7634034200133,3.16881317788785,846.76720261962,21.585893851908,221.447292040694,24.954,0.6897516677659355,5.840590902163787,130.52745838431215,182.78226953024225,26.832470702642794,6.7414258075465705,0
Ukraine,2020,206823860.0,38.8216462901934,92.5808604684102,0.194103193490519,3751.7373046875,40.3348060859881,76.29919571971,69.608,4.333381712632208,153.52156828567473,1375.360034526477,1428.967743314295,6.876621689489133,8.229974292932832,3
United Arab Emirates,2020,217379580.0,95.9265985861602,54.6208026809402,5.68984417329464,37629.1741680652,70.6453007391305,130.770050689946,87.048,2.116727356647913,796.5070236961282,36096.386855487,26583.24325668093,2141.041373860553,10.535534937241566,2
United Kingdom,2020,326263200.0,29.6919908301525,81.8182206998282,5.82642060957899,40217.0090116986,29.0825685457504,277.27538544207,83.903,0.4584255281864242,184.36503598266097,11941.230627915147,11696.139212877852,2343.212101613843,10.60204529486517,2
United States,2020,4714628000.0,10.0835578566756,81.5296148047057,0.642809742554384,64317.398912504,13.0211954724839,36.2426709389095,82.664,0.8992188298693051,578.3541619033921,6485.482131251159,8374.894235214368,413.4385063671433,11.071585463241979,2
Uruguay,2020,6473680.0,25.5550310314111,79.1432559940184,0.983971147974194,15651.0033775375,21.131116771206,19.5925379956576,95.515,0.4611638064418282,72.17676292219122,3999.618769856924,3307.23179957286,154.00135760343602,9.658290307493782,1
Uzbekistan,2020,109631970.0,24.178315592511,75.0352321313767,2.86966608446119,1759.30747053678,37.6608743109651,77.6853511857483,50.416,7.744118691390342,136.24285866486522,425.37091246900496,662.5705752222756,50.48624980338601,7.47267552794803,0
Vanuatu,2020,201520.0,15.6982340439726,84.6629625746934,4.52584159327415,2917.75684908933,47.2681527509078,25.5689089417555,25.525,0.9584437607016943,27.965058472543014,458.0362990040842,1379.169764327616,132.05305306669007,7.97857039767702,3
Venezuela,2020,80927096.0,,,,15975.7293753361,,32.3002698259736,88.279,,157.86904677711092,,,52.78961341892317,9.678825935501507,1
Vietnam,2020,362459620.0,84.3815980216553,65.4458883089884,4.55836196782424,3586.34717624763,78.8642647547434,308.359102061392,37.34,4.322307152663335,155.01294051829055,3026.217057922257,2828.3463321001936,163.4786857162102,8.184889463825673,3
Yemen,2020,10883986.0,,,,701.714864673796,,61.14750080497,37.908,,,,,,6.553527145835774,0
Zambia,2020,8144346.0,46.7201864675353,51.9977938593027,1.35190577408234,958.264900505992,32.4866629393098,25.4613527219898,44.629,1.6499144681411244,15.810551236566535,447.7031483693414,311.3082882930945,12.954838520944868,6.8651242538459964,0
Zimbabwe,2020,8494503.0,22.293062976533,89.5811583176538,0.699033511122024,1372.69667433317,25.0203024458535,40.5057929430012,32.242,2.065615650420737,28.354637337831004,306.0161340858682,343.45285958233313,9.59560975964644,7.224532459535345,0
